oid,filter,mjd,mag,magerr,clrcoeff
1510116400009988,zg,58427.41855,14.638437,0.009785409,-0.060455058
1510116400009988,zg,58430.39374,14.622145,0.009776772,-0.02976542
1510116400009988,zg,58439.44125,14.621074,0.009776211,-0.041098785
1510116400009988,zg,58561.26094,14.604522,0.009767623,-0.037079137
1510116400009988,zg,58758.51449,14.600313,0.009765468,-0.051577523
1510116400009988,zg,58758.51676,14.594033,0.00976227,-0.039896905
1510116400009988,zg,58768.46644,14.604757,0.009767745,-0.02316814
1510116400009988,zg,58790.5452,14.6012745,0.009765958,-0.053061195
1510116400009988,zg,58896.23402,14.600493,0.009765558,-0.042717993
1510116400009988,zg,59142.45497,14.615646,0.0097733755,-0.036837526
1510116400009988,zg,59142.45544,14.605396,0.009768073,-0.029891098
1510116400009988,zg,59144.49848,14.574687,0.009752578,-0.04899643
1510116400009988,zg,59144.49894,14.57887,0.009754654,-0.04465232
1510116400009988,zg,59163.45215,14.550573,0.009740817,-0.053885356
1510116400009988,zg,59166.47605,14.554274,0.0097426,-0.043199137
1510116400009988,zg,59166.47651,14.5406275,0.00973607,-0.03626584
1510116400009988,zg,59171.43807,14.575072,0.009752769,-0.0386036
1510116400009988,zg,59210.37487,14.546264,0.0097387545,-0.037730746
1510116400009988,zg,59210.37534,14.550625,0.0097408425,-0.04817558
1510116400009988,zg,59218.43938,14.559916,0.009745333,-0.04253909
1510116400009988,zg,59218.43985,14.560411,0.009745574,-0.03921384
1510116400009988,zg,59254.25324,14.55785,0.009744329,-0.03286544
1510116400009988,zg,59254.25371,14.55055,0.009740807,-0.0431093
1510116400009988,zg,59257.25544,14.572534,0.009751514,-0.03437844
1510116400009988,zg,59272.25415,14.594413,0.009762463,-0.018808287
1510116400009988,zg,59272.25462,14.601797,0.009766225,-0.018102968
1510216400017298,zr,58432.39569,13.820954,0.009224682,0.084897615
1510216400017298,zr,58508.29428,13.819578,0.009224759,0.08610307
1510216400017298,zr,58510.29763,13.82951,0.009224217,0.08479554
1510216400017298,zr,58540.24884,13.849101,0.009223264,0.07557966
1510216400017298,zr,58761.48691,13.82813,0.009224291,0.08864991
1510216400017298,zr,58761.48736,13.819238,0.009224779,0.085833564
1510216400017298,zr,58770.43199,13.818291,0.009224834,0.08930747
1510216400017298,zr,58770.43244,13.842854,0.009223551,0.0894376
1510216400017298,zr,58771.44949,13.834109,0.00922398,0.093840994
1510216400017298,zr,58771.45367,13.80991,0.009225325,0.089003146
1510216400017298,zr,58772.50405,13.828481,0.009224271,0.08750602
1510216400017298,zr,58783.49604,13.810509,0.009225289,0.079153426
1510216400017298,zr,58783.49649,13.818948,0.009224796,0.08215407
1510216400017298,zr,58790.51898,13.811636,0.009225221,0.085876286
1510216400017298,zr,58790.51943,13.8059,0.009225571,0.08348255
1510216400017298,zr,58827.43411,13.861544,0.009222738,0.08937598
1510216400017298,zr,58827.43456,13.834836,0.009223942,0.08840433
1510216400017298,zr,58833.39328,13.819697,0.009224753,0.08824915
1510216400017298,zr,58833.39373,13.832686,0.0092240535,0.08179495
1510216400017298,zr,58846.41025,13.840055,0.009223685,0.08354271
1510216400017298,zr,58846.41249,13.817493,0.00922488,0.08297473
1510216400017298,zr,58873.23994,13.813202,0.009225129,0.08172127
1510216400017298,zr,58873.24039,13.812756,0.009225155,0.0816864
1510216400017298,zr,58875.25606,13.820911,0.009224685,0.08243865
1510216400017298,zr,58879.29461,13.848115,0.0092233075,0.091805995
1510216400017298,zr,58882.20726,13.831425,0.009224117,0.088692576
1510216400017298,zr,58882.20771,13.832513,0.009224061,0.08843817
1510216400017298,zr,58883.23359,13.812676,0.00922516,0.08245099
1510216400017298,zr,58883.23405,13.83258,0.009224058,0.08375541
1510216400017298,zr,58891.27044,13.815701,0.009224983,0.081320114
1510216400017298,zr,58891.27089,13.812101,0.009225194,0.079821624
1510216400017298,zr,58892.27574,13.816808,0.009224919,0.08708712
1510216400017298,zr,58892.27619,13.822112,0.009224618,0.08900673
1510216400017298,zr,58894.24687,13.82577,0.009224417,0.082068995
1510216400017298,zr,58894.24732,13.809295,0.009225363,0.085229374
1510216400017298,zr,58900.20866,13.858645,0.009222856,0.08552372
