# "asas_sn_id":85899507319,"ra_deg":280.62439,"dec_deg":16.49748,"name":"WISE J184229.8+162950"
asas_sn_id,jd,flux,flux_err,mag,mag_err,limit,fwhm,image_id,camera,quality,phot_filter
85899507319,2457051.1738875,24.29308217831154,0.4173023858495925,12.996074856273843,0.01867155211130314,15.661229224382991,2.05,bb175863,bb,G,V
85899507319,2457052.1699051,22.04944209198657,0.19173965433830736,13.101287391598841,0.00945206082265334,16.505576543415117,2.36,bb176234,bb,G,V
85899507319,2457053.1717114,24.291648048634592,0.2549944209724361,12.996138954047186,0.01141000595464588,16.19602969717432,2.64,bb176572,bb,B,V
85899507319,2457054.1692666,24.697954023823502,0.15818584684653283,12.978128959927188,0.006961756334585962,16.71443733406956,2.58,bb176914,bb,G,V
85899507319,2457065.1542559,24.218740912659797,0.12406344979516626,12.999402501440136,0.0055680671571915015,16.978246760443568,2.04,bb178972,bb,G,V
85899507319,2457066.1491762,24.51195721360153,0.1143977100486038,12.98633642982103,0.005072844078740212,17.066313065996162,1.67,bb179292,bb,G,V
85899507319,2457069.1400786,23.84731521587422,0.1169150476485953,13.016182673808647,0.005328967742519234,17.04268036619623,1.77,bb179685,bb,G,V
85899507319,2457070.1539863,22.603582484129877,0.1307317917601678,13.07433821264544,0.0062866040704886265,16.921403359938626,2.02,bb180074,bb,G,V
85899507319,2457071.1529039,24.58078989403169,0.07669545782959064,12.983291817873678,0.0033914544013853376,17.500432282955625,1.70,bb180469,bb,G,V
85899507319,2457072.1446181,24.815358624912538,0.08999076753587268,12.972980014801593,0.003941754505664395,17.32686150379801,1.70,bb180863,bb,G,V
85899507319,2457074.1410725,23.70521847345707,0.08766253871805521,13.022671498906275,0.004019594600171729,17.355321284370874,1.75,bb181344,bb,G,V
85899507319,2457078.1281502,23.366263895097752,0.09779673856908797,13.038308211411351,0.004549328179709074,17.236545464403903,1.68,bb182151,bb,G,V
85899507319,2457079.1248159,23.424174379003194,0.11906671283816186,13.035620673382875,0.005525075844615007,17.022880483909738,1.71,bb182536,bb,G,V
85899507319,2457081.1197306,24.282107565410886,0.07883228889878238,12.996565457950338,0.0035288234479371816,17.47059605241627,1.73,bb183075,bb,G,V
85899507319,2457083.1145737,24.176394700831967,0.07491868892231983,13.001302561289826,0.0033683003000219204,17.52588097214532,1.69,bb183295,bb,G,V
85899507319,2457084.1118055,24.647384036461403,0.0854182436841146,12.980354324572891,0.0037669684097347486,17.38347979994136,2.08,bb183559,bb,G,V
85899507319,2457085.1092792,24.66651595245882,0.24932853047584314,12.979511875895678,0.010986929519299882,16.220426450332948,2.16,bb183946,bb,B,V
85899507319,2457098.1441369,24.757981487733524,0.1100007869456192,12.975493319849704,0.004829395030698162,17.108866913396895,1.67,bb185809,bb,G,V
85899507319,2457099.1343857,24.60060771644817,0.09017313690488672,12.982416815148783,0.003984221868588593,17.32466344870124,1.60,bb186152,bb,G,V
85899507319,2457103.1043646,24.872602547849507,0.1087564435026125,12.970478329255823,0.004752760605525726,17.121218900995792,1.66,bb187377,bb,G,V
85899507319,2457106.0951967,23.70768758963823,0.09318581150608801,13.022558415399834,0.0042724084821484385,17.28898191466166,1.61,bb188285,bb,G,V
85899507319,2457107.0924951,24.275510107299784,0.0818129059856932,12.996860492983686,0.003663242145294351,17.43030184610461,1.71,bb188632,bb,G,V
85899507319,2457110.1183385,23.57647229585999,0.07945856404574932,13.028584347175709,0.0036633132944456563,17.462004612840147,1.76,bb189401,bb,G,V
85899507319,2457113.0354995,23.80981393746346,0.17345389035425612,13.017891400491209,0.007918450679067685,16.614396281250794,1.69,bb190334,bb,G,V
85899507319,2457115.0263937,24.678547108572747,0.16348392276168447,12.978982434398333,0.00720058256523458,16.678668768757984,2.07,bb191028,bb,G,V
85899507319,2457123.1150273,24.080106026381998,0.1118505128926096,13.005635417469959,0.005048841741614018,17.090761443920325,1.67,bb193066,bb,G,V
85899507319,2457125.0707114,24.733650298230362,0.09502483669836749,12.976560864180875,0.004176005754551984,17.26776356384173,2.05,bb193406,bb,G,V
85899507319,2457126.093471,24.982665427999592,0.10548238014449138,12.965684474854228,0.004589372633478911,17.154406591632924,1.68,bb193754,bb,G,V
85899507319,2457131.1139523,24.44588361072019,0.07687703328377946,12.989267055239747,0.0034182439068439338,17.497864855222396,1.69,bb194692,bb,G,V
85899507319,2457132.9830684,24.322226535512144,0.0932708864573912,12.994773081651612,0.004168261412055652,17.287991132757156,1.68,bb195284,bb,G,V
85899507319,2457136.9773448,24.236146479827106,0.100157754107775,12.998622482900515,0.004491932086679105,17.210644949796198,1.71,bb196264,bb,G,V
85899507319,2457137.9751394,24.950260573863584,0.08816584121208978,12.967093690420057,0.003840939288645585,17.349105504728975,2.00,bb196600,bb,G,V
85899507319,2457148.1270934,24.328178861292045,0.23149962803765534,12.994507404291626,0.010343151121602223,16.300980649798746,1.64,bb197763,bb,G,V
85899507319,2457151.0434585,24.736300135203123,0.1429697657316973,12.976444550179522,0.006282342889768948,16.824245879807517,1.72,bb198655,bb,G,V
85899507319,2457153.9573051,23.885403469539,0.07474716350595437,13.014449950180255,0.0034015300163512925,17.528369601757184,1.73,bb199173,bb,G,V
85899507319,2457160.9629966,24.561939589023893,0.06973476872078241,12.984124757347605,0.003086021011422764,17.603732981478228,1.63,bb200713,bb,G,V
85899507319,2457166.8917844,20.306667260174105,0.14473973797459883,13.190684772923083,0.007747494954765619,16.810886938481236,1.71,bb202238,bb,G,V
85899507319,2457172.9476588,24.89663473994543,0.1432967889552679,12.96942978503501,0.0062561619643035195,16.821765246968873,1.67,bb203515,bb,G,V
85899507319,2457178.9371293,24.902814509453297,0.19020099113984765,12.96916032022657,0.008301881206328056,16.51432445437318,1.70,bb204723,bb,G,V
85899507319,2457180.9696123,24.110280643919772,0.10240931233774335,13.004275740518983,0.0046168881887487054,17.18650776884961,1.64,bb205340,bb,G,V
85899507319,2457181.8959979,24.304363681073514,0.09627049636493684,12.995570766563112,0.004305475561839904,17.253623366133485,1.68,bb205614,bb,G,V
85899507319,2457189.9966036,24.326302891318758,0.09137602426179114,12.994591129714102,0.0040828960300988235,17.310275748344893,1.67,bb207141,bb,B,V
85899507319,2457190.9810331,24.369894460406424,0.09089236979754706,12.992647283582507,0.004054020598582473,17.31603782681862,2.16,bb207438,bb,G,V
85899507319,2457193.9817063,24.231670775149293,0.07792889136851758,12.998823005015993,0.003495644914084078,17.483110148862384,2.00,bb208193,bb,G,V
85899507319,2457196.9495021,24.433085272806803,0.07937505122554438,12.989835627755419,0.0035311639373274994,17.46314634723508,2.07,bb209058,bb,G,V
85899507319,2457201.7888442,22.452095362044066,0.2160737260864167,13.081639209129825,0.010460615900605319,16.37585149069151,1.74,bb210180,bb,G,V
85899507319,2457205.0465803,23.82039859260723,0.2033598537594205,13.017408843606272,0.009279581046654684,16.441693341428806,1.64,bb211180,bb,G,V
