oid,filter,mjd,mag,magerr,clrcoeff
282101300024398,zg,58280.42213,16.697716,0.045173254,0.026000984
282101300024398,zg,58676.31558,16.935589,0.047527514,-0.022089483
282101300024398,zg,58712.1924,16.611328,0.044360135,-0.09471613
282101300024398,zg,59032.36338,17.062845,0.048864044,-0.05205658
282101300024398,zg,59032.36478,17.052961,0.048758157,-0.044334758
282101300024398,zg,59359.44618,16.706339,0.04525558,-0.07670393
282101300024398,zg,59411.30001,16.911402,0.04727985,-0.01621251
282101300024398,zg,59414.25695,16.928783,0.047457635,-0.029916245
282101300024398,zg,59419.21516,17.302872,0.05155113,-0.062150173
282101300024398,zg,59440.19447,16.475376,0.043120895,-0.03220956
282101300024398,zg,59447.17671,17.203476,0.050410647,-0.04342918
282101300024398,zg,59450.21272,16.498205,0.043325704,-0.030818362
282101300024398,zg,59473.17007,16.964142,0.047822446,-0.039479837
282101300024398,zg,59478.13592,16.518885,0.043512344,-0.059070084
282101300024398,zg,59713.44158,16.516047,0.043486666,-0.024169873
282101300024398,zg,59725.44499,16.50808,0.043414693,0.005922248
282101300024398,zg,59769.29876,16.470573,0.043077968,-0.012283054
