oid,filter,mjd,mag,magerr,clrcoeff
1586108400002576,zg,58274.39655,16.015392,0.018465143,-0.05406439
1586108400002576,zg,58274.39702,16.028957,0.018504035,-0.057849385
1586108400002576,zg,58333.22064,16.01484,0.018463563,-0.056892335
1586108400002576,zg,58333.2211,16.008518,0.01844556,-0.054751474
1586108400002576,zg,58336.26199,16.05862,0.018590258,-0.050094273
1586108400002576,zg,58336.26244,16.063896,0.018605767,-0.049279768
1586108400002576,zg,58567.47573,16.013634,0.018460125,-0.044773478
1586108400002576,zg,58632.46165,16.016584,0.018468546,-0.052925885
1586108400002576,zg,58632.46211,16.02074,0.018480435,-0.053802405
1586108400002576,zg,58676.31565,16.084286,0.018666191,-0.09432199
1586108400002576,zg,58676.3161,16.078362,0.018648552,-0.07866854
1586108400002576,zg,58678.30958,16.036713,0.018526422,-0.06804921
1586108400002576,zg,58679.35828,16.042833,0.018544167,-0.052175395
1586108400002576,zg,58679.35873,16.040247,0.01853666,-0.053343475
1586108400002576,zg,59042.33564,16.09049,0.018684737,-0.080275156
1586108400002576,zg,59060.34443,16.028809,0.018503606,-0.05773727
1586108400002576,zg,59370.43314,16.075085,0.018638827,-0.09747322
1586108400002576,zg,59370.43362,16.075747,0.018640792,-0.09454013
1586108400002576,zg,59395.41197,16.0918,0.018688662,-0.103424214
1586108400002576,zg,59395.41245,16.065542,0.018610615,-0.08341596
1586108400002576,zg,59400.37812,16.051182,0.018568484,-0.0819047
1586108400002576,zg,59400.37859,16.058193,0.018589005,-0.08440799
1586108400002576,zg,59401.39674,16.05893,0.01859117,-0.07668028
1586108400002576,zg,59401.39721,16.05669,0.0185846,-0.08194899
1586108400002576,zg,59404.37058,16.02771,0.018500445,-0.066502854
1586108400002576,zg,59404.37105,16.02058,0.018479977,-0.060396463
1586108400002576,zg,59422.30049,16.059526,0.018592918,-0.06548081
1586108400002576,zg,59422.30097,16.063663,0.018605081,-0.06690257
1586108400002576,zg,59425.39726,16.021873,0.018483685,-0.07029643
1586108400002576,zg,59425.39773,16.04644,0.01855466,-0.06689578
1586108400002576,zg,59428.26947,16.233986,0.019135216,-0.07936138
1586108400002576,zg,59428.26993,16.232483,0.019130273,-0.07650759
1586108400002576,zg,59434.28006,16.064259,0.018606834,-0.085512444
1586108400002576,zg,59441.25302,16.0751,0.018638872,-0.065623075
1586108400002576,zg,59441.25349,16.040516,0.018537441,-0.06906497
1586108400002576,zg,59451.2723,16.428493,0.019819288,-0.05241697
1586108400002576,zg,59451.27276,16.437916,0.019854806,-0.049688186
1586108400002576,zg,59474.16803,16.049572,0.018563787,-0.0653005
1586108400002576,zg,59523.08214,16.04689,0.018555967,-0.07743521
1586208400002531,zr,58300.39654,15.288717,0.016381873,0.11145284
1586208400002531,zr,58300.39701,15.282797,0.0163753,0.11159788
1586208400002531,zr,58358.29157,15.144224,0.016233284,0.110578425
1586208400002531,zr,58443.11923,15.12595,0.016216168,0.10792213
1586208400002531,zr,58593.37426,15.099182,0.016191736,0.11768479
1586208400002531,zr,58618.31257,15.141193,0.016230421,0.10118613
1586208400002531,zr,58676.29615,15.125838,0.016216064,0.110735886
1586208400002531,zr,58686.37192,15.130746,0.016220625,0.098192886
1586208400002531,zr,58697.29986,15.146799,0.016235724,0.09250435
1586208400002531,zr,58701.28108,15.163838,0.01625206,0.095503755
1586208400002531,zr,59063.37026,15.522196,0.016678145,0.118771076
1586208400002531,zr,59064.39415,15.085302,0.016179362,0.11458987
1586208400002531,zr,59085.20182,15.139522,0.016228843,0.10517438
1586208400002531,zr,59085.2023,15.141115,0.016230347,0.110838585
1586208400002531,zr,59361.39494,15.302039,0.016396822,0.104517445
1586208400002531,zr,59361.39541,15.305751,0.016401028,0.103897914
1586208400002531,zr,59365.44119,15.257731,0.016347945,0.09324721
1586208400002531,zr,59377.4197,15.102933,0.016195115,0.09230722
1586208400002531,zr,59379.39789,15.140718,0.01622997,0.10402977
1586208400002531,zr,59387.41802,15.148901,0.01623772,0.102105945
1586208400002531,zr,59392.39205,15.14851,0.01623735,0.103637725
1586208400002531,zr,59392.39252,15.143119,0.01623224,0.10664227
1586208400002531,zr,59393.40061,15.105245,0.016197205,0.11022298
1586208400002531,zr,59394.46224,15.215117,0.016303167,0.09815148
1586208400002531,zr,59394.46271,15.186033,0.016273815,0.10542611
539113400013145,zg,58204.50661,16.08628,0.019192254,-0.09148354
539113400013145,zg,58204.52753,16.0663,0.019151306,-0.07657021
539113400013145,zg,58205.50935,16.016811,0.019054638,-0.061369795
539113400013145,zg,58205.52927,16.018963,0.019058703,-0.06434856
539113400013145,zg,58206.5115,16.054611,0.01912787,-0.057165712
539113400013145,zg,58206.52877,16.057684,0.019133994,-0.057462145
539113400013145,zg,58207.50524,16.023754,0.0190678,-0.042204592
539113400013145,zg,58208.50896,16.071804,0.019162478,-0.023716329
539113400013145,zg,58209.51429,16.008698,0.01903942,-0.028916016
539113400013145,zg,58209.52582,15.9923115,0.019009214,-0.010879518
539113400013145,zg,58210.50986,16.496643,0.020315817,-0.05507463
539113400013145,zg,58211.48408,16.017305,0.019055571,-0.036711235
539113400013145,zg,58211.51553,16.000628,0.019024454,-0.02415264
539113400013145,zg,58228.48124,16.015602,0.01905236,-0.049498484
539113400013145,zg,58230.50072,16.046013,0.019110871,-0.06759463
539113400013145,zg,58231.45735,16.153507,0.01933845,-0.04931494
539113400013145,zg,58231.48218,16.119837,0.019263575,-0.060106024
539113400013145,zg,58234.46108,16.025696,0.019071503,-0.053699207
539113400013145,zg,58235.43737,16.016033,0.019053174,-0.040359326
539113400013145,zg,58235.4623,16.07825,0.019175665,-0.04318559
539113400013145,zg,58237.41697,16.040325,0.019099738,-0.037439216
539113400013145,zg,58246.46581,16.047037,0.019112887,-0.044220295
539113400013145,zg,58247.38213,16.022776,0.01906594,-0.055920243
539113400013145,zg,58254.42133,16.149408,0.019329157,-0.060877837
539113400013145,zg,58255.42089,16.01838,0.019057604,-0.041767437
539113400013145,zg,58262.44043,16.045416,0.0191097,-0.036993723
539113400013145,zg,58263.44528,16.027369,0.019074704,-0.04458661
539113400013145,zg,58266.44501,16.022472,0.019065361,-0.030873386
539113400013145,zg,58267.44505,16.044188,0.019107288,-0.027552394
539113400013145,zg,58269.4615,16.014343,0.019049993,-0.03681406
539113400013145,zg,58270.44697,16.011526,0.019044707,-0.033836365
539113400013145,zg,58273.44695,16.021435,0.01906339,-0.04946167
539113400013145,zg,58274.40167,16.030262,0.019080257,-0.047480382
539113400013145,zg,58276.379,16.02195,0.019064369,-0.052427728
539113400013145,zg,58277.37813,16.115433,0.01925403,-0.05946048
539113400013145,zg,58278.3828,16.027632,0.019075206,-0.06140085
539113400013145,zg,58279.37884,16.127193,0.019279651,-0.06263643
539113400013145,zg,58280.41588,16.026241,0.019072548,-0.062544234
