oid,filter,mjd,mag,magerr,clrcoeff
284108100025323,zg,58232.50258,15.201219,0.01668117,-0.032207057
284108100025323,zg,58258.48534,15.394452,0.01686002,-0.027010811
284108100025323,zg,58268.48651,15.460114,0.016935684,-0.040405348
284108100025323,zg,58272.42281,15.183299,0.01666763,-0.07385362
284108100025323,zg,58275.44527,15.153926,0.016646478,-0.12185973
284108100025323,zg,58278.38139,15.318215,0.016781976,-0.09054153
284108100025323,zg,58286.40458,15.568811,0.017079491,-0.0804701
284108100025323,zg,58301.31932,15.527761,0.017022355,-0.06780681
284108100025323,zg,58331.29896,15.570472,0.017081877,-0.03269495
284108100025323,zg,58334.32093,15.7360735,0.017350875,-0.019127062
284108100025323,zg,58345.31366,15.169032,0.016657196,-0.022414342
284108100025323,zg,58362.25654,14.982004,0.016546912,-0.027287725
284108100025323,zg,58365.25455,15.173914,0.016660733,-0.036819723
284108100025323,zg,58635.48554,15.363439,0.016827036,-0.0311739
284108100025323,zg,58642.38551,14.875582,0.016504189,-0.038177427
284108100025323,zg,58645.40657,15.271002,0.016738635,-0.045117904
284108100025323,zg,58655.46661,15.44718,0.01692014,-0.075067356
284108100025323,zg,58658.44731,15.600119,0.01712547,-0.03816231
284108100025323,zg,58662.42803,15.093119,0.01660666,-0.035054807
284108100025323,zg,58668.29878,15.421318,0.016890004,-0.037686728
284108100025323,zg,58674.32042,15.765605,0.017405706,-0.03348786
284108100025323,zg,58677.32247,14.897721,0.016511977,-0.046225604
284108100025323,zg,58724.26048,15.409853,0.016877046,-0.05950005
284108100025323,zg,58749.20861,15.337593,0.01680085,-0.022471195
284108100025323,zg,58760.12737,15.225403,0.01670022,-0.071323186
284108100025323,zg,58772.10997,14.902708,0.01651381,-0.12213126
284108100025323,zg,58775.10523,15.253181,0.016723227,-0.018208869
284108100025323,zg,58778.10474,15.504047,0.016990934,-0.070796765
284108100025323,zg,58783.10602,15.519587,0.017011393,-0.03445252
284108100025323,zg,59032.36202,15.197977,0.016678682,-0.07448436
284108100025323,zg,59037.34127,15.176216,0.016662411,-0.104733974
284108100025323,zg,59041.36221,15.749904,0.017376281,-0.05996898
284108100025323,zg,59045.278,15.32811,0.016791534,-0.037404247
284108100025323,zg,59049.3,15.053576,0.016583527,-0.07396986
284108100025323,zg,59128.16911,15.581391,0.017097713,-0.025001062
284108100025323,zg,59356.44334,15.186922,0.01667033,-0.04888955
284108100025323,zg,59365.44556,15.57696,0.017091254,-0.051496733
284108100025323,zg,59367.44019,15.360129,0.01682362,-0.023673676
284108100025323,zg,59369.40116,15.014334,0.016562633,-0.039339166
284108100025323,zg,59371.4009,15.3566885,0.016820084,-0.032009542
284108100025323,zg,59374.39815,15.037889,0.016574932,-0.034577806
284108100025323,zg,59376.37726,15.5525,0.017056365,-0.03616842
284108100025323,zg,59378.36082,15.631688,0.017174013,-0.03696909
284108100025323,zg,59382.40275,15.355341,0.016818706,-0.013918448
284108100025323,zg,59386.34003,15.674186,0.017242918,-0.018185707
284108100025323,zg,59392.44564,15.554381,0.017059004,-0.06618005
284108100025323,zg,59397.42894,15.478252,0.016958036,-0.034544636
284108100025323,zg,59402.32048,15.289105,0.016754817,-0.041983824
