# "asas_sn_id":661428460339,"ra_deg":279.93808,"dec_deg":-24.57719,"name":"VVV J183945.14-243437.9"
asas_sn_id,jd,flux,flux_err,mag,mag_err,limit,fwhm,image_id,camera,quality,phot_filter
661428460339,2457461.8344841,6.9622437830129655,0.06789604506658745,14.352908339420194,0.010600038045993786,17.63274520008841,1.48,bg054089,bg,G,V
661428460339,2457465.8870012,7.263632162338085,0.2328948261503394,14.306896797119222,0.03485123482380849,16.294456792126805,1.44,bg055299,bg,G,V
661428460339,2457466.8924174,6.664149358802759,0.19671500907756548,14.400419599420163,0.032085214560564075,16.477762650578043,1.55,bg056242,bg,B,V
661428460339,2457468.8243493,6.962638957670812,0.0828672649254629,14.352846715140647,0.012936634313083504,17.416398881229853,1.48,bg056841,bg,G,V
661428460339,2457485.8443911,6.3398782165732745,0.055657057060294654,14.454579115640023,0.009542265495628543,17.84855579688637,1.42,bg061541,bg,G,V
661428460339,2457523.6667973,6.850561322743899,0.11394567443186798,14.370466008857989,0.01807939351429301,17.070611785463562,1.58,bg062470,bg,B,V
661428460339,2457546.6010403,6.090147649661061,0.06298447797721787,14.498211850005516,0.011241334864760089,17.714272558115322,1.48,bg065621,bg,G,V
661428460339,2457548.596996,6.430086944048879,0.054605397046313495,14.439239291387857,0.009230620512305457,17.86926747045008,1.49,bg066652,bg,G,V
661428460339,2457556.6454678,6.5929747708045765,0.342012850728935,14.412077869913277,0.056386246200217226,15.877250332514574,1.74,bg068266,bg,B,V
661428460339,2457557.6093596,6.475758310778291,0.07318494428967018,14.431554825566757,0.012284098428499153,17.55130202724809,1.47,bg068517,bg,G,V
661428460339,2457566.815054,6.06015883281373,0.06497709347034726,14.503571387289982,0.011654360464749533,17.680455691790936,1.37,bg071522,bg,G,V
661428460339,2457567.7440379,6.43484656129,0.05611551555232651,14.438435915452319,0.0094788780151002,17.83964900046863,1.57,bg071916,bg,G,V
661428460339,2457568.7542667,6.67609310603873,0.04904588901512303,14.398475442513913,0.007985321367261992,17.985849866062335,1.76,bg072363,bg,G,V
661428460339,2457569.6790295,6.30773784805573,0.06430401976653101,14.460097315539947,0.011080941431454253,17.69176108781054,1.72,bg072734,bg,B,V
661428460339,2457573.7673356,6.385782169740093,0.06058650429779045,14.446746154748082,0.010312737613870023,17.756416655114958,1.65,bg073280,bg,B,V
661428460339,2457576.7265605,7.272906562874222,0.07363785435332361,14.305511384264605,0.011005386270848691,17.544603579624145,1.53,bg074046,bg,G,V
661428460339,2457591.6777912,6.786688312973435,0.07666094886634606,14.380636644166895,0.012278023461560287,17.500920917662487,1.62,bg077236,bg,G,V
661428460339,2457595.7106463,6.218482624726981,0.06535638910741189,14.47557034154456,0.0114239369416491,17.674136269338415,1.53,bg078169,bg,G,V
