oid,filter,mjd,mag,magerr,clrcoeff
1478110200011915,zg,58567.47643,15.749386,0.00854639,-0.008196456
1478110200011915,zg,59393.33718,15.326897,0.0080318805,-0.025218677
1478110200011915,zg,59393.33766,15.3127985,0.008018225,-0.022073073
1478210200052734,zr,58593.37168,15.008793,0.008778186,0.08003594
1478210200052734,zr,58618.28256,15.304033,0.008918418,0.08338115
