oid,filter,mjd,mag,magerr,clrcoeff
282102200034605,zg,58676.31554,17.539894,0.041923072,-0.09118442
282102200034605,zg,59032.36336,16.865707,0.039797347,-0.122111276
282102200034605,zg,59359.44627,17.674839,0.041863725,-0.11710377
282102200034605,zg,59393.31998,17.64261,0.041895702,-0.105348915
282102200034605,zg,59419.21508,17.44939,0.041858274,-0.09387172
282102200034605,zg,59447.17658,17.669495,0.041869834,-0.119016185
282102200034605,zg,59450.21258,17.256645,0.041468833,-0.08301304
282102200034605,zg,59713.4417,17.69009,0.041844573,-0.10377817
