oid,filter,mjd,mag,magerr,clrcoeff
282102200070121,zg,58676.31554,16.386848,0.036542643,-0.09118442
282102200070121,zg,59032.36337,16.46919,0.037177496,-0.122111276
282102200070121,zg,59359.44627,16.295345,0.035806183,-0.11710377
282102200070121,zg,59393.31998,16.369858,0.036408283,-0.105348915
282102200070121,zg,59419.21508,16.451447,0.03704302,-0.09387172
282102200070121,zg,59447.17658,16.297165,0.035821136,-0.119016185
282102200070121,zg,59450.21258,16.355415,0.036293205,-0.08301304
282102200070121,zg,59713.44169,16.415516,0.03676677,-0.10377817
