2458468.287385 13.943716 0.398954
2458468.308218 13.946474 0.398674
2458468.329052 13.935790 0.394493
2458468.349885 13.952459 0.401715
2458468.370719 13.945227 0.398061
2458468.412386 13.944292 0.397426
2458468.433219 13.942189 0.393445
2458468.454053 13.948226 0.398705
2458468.474886 13.951574 0.401735
2458468.495719 13.946155 0.399542
2458468.516553 13.942880 0.394982
2458468.537386 13.933477 0.395117
2458468.558220 13.931850 0.390838
2458468.579053 13.941500 0.394848
2458468.599887 13.938565 0.394899
2458468.620720 13.941429 0.394621
2458468.641553 13.939702 0.394632
2458468.662387 13.944828 0.397518
2458468.683220 13.937113 0.394895
2458468.704054 13.937081 0.394473
2458468.724887 13.943615 0.394969
2458468.745721 13.952340 0.400799
2458468.766554 13.939202 0.394525
2458468.787387 13.939470 0.394907
2458468.808221 13.941798 0.393891
2458468.829054 13.937778 0.392151
2458468.849888 13.941954 0.394701
2458468.870721 13.930310 0.390410
2458468.891555 13.942231 0.397702
2458468.912388 13.937736 0.392206
2458468.933221 13.930772 0.392006
2458468.954055 13.950816 0.399428
2458468.974888 13.946500 0.398052
2458468.995722 13.933524 0.391895
2458469.016555 13.933594 0.391444
2458469.037389 13.933968 0.392010
2458469.058222 13.931934 0.391453
2458469.079055 13.944083 0.400201
2458469.099889 13.943953 0.396993
2458469.120722 13.941663 0.394587
2458469.141556 13.944236 0.394962
2458469.162389 13.936564 0.394404
2458469.183222 13.950979 0.398864
2458469.204056 13.939433 0.397290
2458469.224889 13.934347 0.391587
2458469.245723 13.942905 0.397426
2458469.266556 13.937599 0.394099
2458469.287389 13.933382 0.392316
2458469.308223 13.942280 0.397567
2458469.329056 13.939004 0.397035
2458469.349890 13.932349 0.392841
2458469.370723 13.937208 0.391561
2458469.391556 13.943561 0.394897
2458469.412390 13.935957 0.389691
2458469.433223 13.923380 0.385875
2458469.454057 13.932962 0.390194
2458469.474890 13.934327 0.391749
2458469.495723 13.930139 0.388857
2458469.516557 13.932592 0.390653
2458469.537390 13.936953 0.392165
2458469.558224 13.918612 0.386191
2458469.579057 13.934462 0.392257
2458469.599890 13.928043 0.386325
2458469.620724 13.925801 0.386291
2458469.641557 13.921608 0.386984
2458469.662390 13.940756 0.393856
2458469.683224 13.934599 0.392241
2458469.704057 13.939987 0.394221
2458469.724891 13.933534 0.393575
2458469.745724 13.934743 0.391628
2458469.766557 13.926478 0.388068
2458469.787391 13.936789 0.390341
2458469.808224 13.928771 0.389280
2458469.829057 13.936150 0.390765
2458469.849891 13.928442 0.386421
2458469.870724 13.933561 0.390996
2458469.891558 13.929129 0.388692
2458469.912391 13.934414 0.393843
2458469.933224 13.937906 0.390121
2458469.954058 13.935492 0.386878
2458469.974891 13.928823 0.391460
2458469.995724 13.929216 0.388437
2458470.016558 13.928947 0.386430
2458470.037391 13.944856 0.394500
2458470.058224 13.928890 0.388554
2458470.079058 13.930714 0.388478
2458470.099891 13.920872 0.386025
2458470.120725 13.932744 0.387793
2458470.141558 13.927958 0.386349
2458470.162391 13.930996 0.385121
2458470.183225 13.924896 0.387403
2458470.204058 13.934812 0.392884
2458470.224891 13.934765 0.391640
2458470.245725 13.920883 0.385514
2458470.266558 13.920491 0.382724
2458470.287391 13.913278 0.384242
2458470.308225 13.931355 0.389137
2458470.329058 13.929151 0.385946
2458470.349891 13.920469 0.383389
2458470.370725 13.924055 0.385986
2458470.391558 13.929704 0.389824
2458470.412391 13.930239 0.388355
2458470.433225 13.933653 0.389778
2458470.454058 13.923283 0.386544
2458470.474891 13.920061 0.383602
2458470.495725 13.935396 0.388758
2458470.516558 13.936741 0.392635
2458470.537391 13.923280 0.385097
2458470.558225 13.933938 0.389160
2458470.579058 13.930770 0.390102
2458470.599891 13.928990 0.388466
2458470.620725 13.924408 0.384964
2458470.641558 13.931848 0.387327
2458470.662391 13.921126 0.386557
2458470.683225 13.915961 0.384463
2458470.704058 13.928946 0.386130
2458470.724891 13.928214 0.386119
2458470.745725 13.937010 0.389880
2458470.766558 13.919744 0.382655
2458470.787391 13.922008 0.381715
2458470.808225 13.935279 0.391599
2458470.829058 13.935629 0.393197
2458470.849891 13.927500 0.389794
2458470.870725 13.919536 0.384577
2458470.891558 13.911556 0.381776
2458470.912391 13.923580 0.385036
2458470.933225 13.934343 0.390040
2458470.954058 13.924164 0.384217
2458470.974891 13.924094 0.382626
2458470.995725 13.928308 0.389361
2458471.016558 13.923292 0.387078
2458471.037391 13.920567 0.386249
2458471.058224 13.935013 0.391282
2458471.079058 13.926300 0.383956
2458471.099891 13.926184 0.383016
2458471.120724 13.931703 0.387127
2458471.141558 13.928424 0.388079
2458471.162391 13.926939 0.386608
2458471.183224 13.923946 0.385295
2458471.204058 13.926795 0.390058
2458471.224891 13.919054 0.383147
2458471.245724 13.920945 0.384148
2458471.266558 13.933021 0.389009
2458471.287391 13.928594 0.387991
2458471.308224 13.929433 0.389231
2458471.329057 13.935213 0.389169
2458471.349891 13.927206 0.388533
2458471.370724 13.921002 0.387046
2458471.391557 13.932665 0.389932
2458471.412391 13.927895 0.385803
2458471.433224 13.925676 0.387257
2458471.454057 13.940923 0.392770
2458471.474890 13.927519 0.384871
2458471.495724 13.933841 0.390397
2458471.558224 13.928614 0.386333
2458471.579057 13.934489 0.388210
2458471.599890 13.929540 0.388241
2458471.620723 13.934948 0.388616
2458471.641557 13.937955 0.392766
2458471.662390 13.920811 0.384128
2458471.704057 13.930806 0.387627
2458471.724890 13.929247 0.386772
2458471.745723 13.921680 0.386204
2458471.787390 13.919265 0.384399
2458471.808223 13.924827 0.386848
2458471.829056 13.912985 0.381576
2458471.849889 13.917896 0.384098
2458471.870723 13.929382 0.386598
2458471.891556 13.929999 0.389538
2458471.912389 13.927516 0.388465
2458471.933222 13.917488 0.382417
2458471.954056 13.918597 0.383222
2458471.974889 13.916815 0.382790
2458471.995722 13.923600 0.384782
2458472.016556 13.933749 0.388118
2458472.037389 13.930777 0.389654
2458472.058222 13.926244 0.383703
2458472.079055 13.933497 0.387844
