oid,filter,mjd,mag,magerr,clrcoeff
282102300068713,zg,58273.45105,16.043259,0.05674521,-0.033487704
282102300068713,zg,58274.38414,15.947398,0.057373114,-0.06359372
282102300068713,zg,58677.32316,15.791553,0.058344312,-0.08256201
282102300068713,zg,59419.21508,15.658814,0.05912821,-0.09238458
282102300068713,zg,59743.38394,15.638521,0.059244853,-0.10886149
