oid,filter,mjd,mag,magerr,clrcoeff
1622108100000359,zg,58234.25394,14.140109,0.012899104,-0.027588118
1622108100000359,zg,58492.54367,14.14293,0.012899133,-0.030472044
1622108100000359,zg,58493.56064,14.1547,0.012899311,-0.078368105
1622108100000359,zg,58506.52161,14.163499,0.012899507,-0.04814898
1622108100000359,zg,58507.4896,14.152221,0.012899267,-0.024748636
1622108100000359,zg,58522.4388,14.17067,0.012899703,-0.046060782
1622108100000359,zg,58540.44109,14.181265,0.01290006,-0.079792656
1622108100000359,zg,58561.29573,14.194828,0.012900632,-0.10349576
1622108100000359,zg,58580.2484,14.163508,0.012899506,-0.079956844
1622108100000359,zg,58585.23214,14.178051,0.012899944,-0.08186765
1622108100000359,zg,58833.56679,14.187643,0.012900313,-0.05650046
1622108100000359,zg,58833.56724,14.142683,0.0128991315,-0.031655636
1622108100000359,zg,58850.57766,14.17015,0.012899688,-0.07708751
1622108100000359,zg,58850.57811,14.164197,0.0128995245,-0.06998135
1622108100000359,zg,58939.31733,14.1573515,0.012899364,-0.060492843
1622108100000359,zg,58939.31779,14.16435,0.012899528,-0.09541643
1622108100000359,zg,58963.31674,14.166284,0.0128995795,-0.063151
1622108100000359,zg,58967.25464,14.15761,0.012899371,-0.10670856
1622108100000359,zg,59301.34749,14.158155,0.012899383,-0.034988757
1622108100000359,zg,59301.34797,14.171194,0.012899719,-0.03785437
1622108100000359,zg,59304.37405,14.141041,0.012899114,-0.028334605
1622108100000359,zg,59304.37451,14.137026,0.0128990775,-0.037025582
1622208100000787,zr,58476.46345,13.726482,0.01320282,0.12509081
1622208100000787,zr,58481.51053,13.751822,0.013173414,0.1064633
1622208100000787,zr,58493.47838,13.723453,0.013206352,0.11362035
1622208100000787,zr,58503.4796,13.741518,0.0131853465,0.10889616
1622208100000787,zr,58524.4591,13.726082,0.013203287,0.12780903
1622208100000787,zr,58540.29453,13.745303,0.013180959,0.096389905
1622208100000787,zr,58557.27206,13.709695,0.0132224215,0.12269701
1622208100000787,zr,58558.23456,13.729852,0.013198898,0.13418977
1622208100000787,zr,58580.35225,13.727114,0.013202086,0.12536348
1622208100000787,zr,58582.23043,13.711791,0.013219969,0.118698016
1622208100000787,zr,58589.24671,13.659116,0.013282032,0.13373995
1622208100000787,zr,58593.31765,13.7186775,0.013211923,0.13761686
1622208100000787,zr,58597.25377,13.721184,0.013208997,0.12096986
1622208100000787,zr,58606.21208,13.714548,0.013216744,0.11673446
1622208100000787,zr,58618.26979,13.744014,0.013182455,0.12708
1622208100000787,zr,58632.16374,13.725195,0.01320432,0.112343825
1622208100000787,zr,58633.16418,13.732978,0.013195262,0.11294146
1622208100000787,zr,58633.16463,13.726237,0.013203107,0.11495081
1622208100000787,zr,58894.50399,13.740234,0.013186836,0.12085864
1622208100000787,zr,58955.29242,13.694968,0.013239691,0.120367676
1622208100000787,zr,58955.29287,13.701555,0.013231957,0.11271582
1622208100000787,zr,58964.27212,13.69952,0.013234345,0.11507394
1622208100000787,zr,58964.27257,13.724237,0.013205437,0.10790808
1622208100000787,zr,58978.29234,13.694404,0.013240356,0.12859766
1622208100000787,zr,59304.34286,13.746575,0.013179486,0.12062161
1622208100000787,zr,59304.34427,13.731987,0.013196415,0.12708622
1622208100000787,zr,59312.31352,13.713902,0.0132174995,0.11940906
1622208100000787,zr,59312.314,13.686122,0.0132501,0.12442759
1622208100000787,zr,59324.24034,13.736181,0.013191541,0.1259227
1622208100000787,zr,59324.2408,13.728214,0.013200804,0.12665483
1622208100000787,zr,59343.22854,13.684008,0.013252592,0.123216465
1622208100000787,zr,59343.22901,13.690822,0.013244567,0.11867648
576113200001211,zg,58202.3165,14.1375065,0.021638492,-0.019633994
576113200001211,zg,58205.26692,14.1650505,0.02154282,-0.03799551
576113200001211,zg,58205.323,14.1495,0.021596756,-0.04208792
576113200001211,zg,58210.30586,14.162592,0.021551332,-0.021606864
576113200001211,zg,58227.30227,14.136156,0.021643203,-0.045599926
576113200001211,zg,58234.25165,14.145789,0.021609657,-0.024457045
576113200001211,zg,58234.2521,14.137521,0.021638446,-0.02526647
576113200001211,zg,58236.19082,14.155191,0.02157699,-0.011757561
576113200001211,zg,58236.23462,14.164872,0.021543434,-0.016373996
576113200001211,zg,58242.23143,14.145466,0.02161078,-0.09234571
576113200001211,zg,58248.21206,14.159519,0.021561982,-0.067478925
576113200001211,zg,58267.18975,14.139775,0.02163059,-0.036596447
576113200001211,zg,58267.19301,14.14851,0.021600194,-0.069157645
576113200001211,zg,58272.2307,14.133745,0.02165161,-0.05830901
576113200001211,zg,58273.24105,14.14484,0.021612959,-0.07018315
576113200001211,zg,58274.23484,14.147631,0.02160325,-0.056012552
576113200001211,zg,58274.23579,14.159704,0.021561341,-0.07131606
576113200001211,zg,58276.23842,14.149522,0.02159668,-0.07108363
576113200001211,zg,58277.19344,14.149726,0.021595974,-0.06017635
576113200001211,zg,58277.19438,14.145797,0.02160963,-0.05360336
576113200001211,zg,58278.1924,14.124464,0.02168402,-0.051414452
576113200001211,zg,58280.22977,14.155114,0.021577258,-0.061906073
576113200001211,zg,58280.23071,14.140004,0.02162979,-0.06679465
576113200001211,zg,58281.23297,14.149264,0.021597572,-0.08077853
576113200001211,zg,58282.23461,14.170092,0.02152538,-0.084226504
576113200001211,zg,58283.25018,14.164727,0.021543939,-0.06964002
576113200001211,zg,58283.25109,14.15846,0.021565653,-0.06732658
576113200001211,zg,58284.21357,14.168085,0.021532316,-0.060104214
576113200001211,zg,58286.23741,14.152956,0.02158475,-0.06657626
576113200001211,zg,58292.19396,14.143379,0.02161804,-0.04011928
