oid,filter,mjd,mag,magerr,clrcoeff
282101200028149,zg,58676.3156,16.528816,0.031175584,-0.027300077
282101200028149,zg,58677.32322,16.277721,0.029850842,-0.057000346
282101200028149,zg,58685.29274,16.607239,0.03167626,-0.044718746
282101200028149,zg,58712.19244,16.321136,0.030051906,-0.09349713
282101200028149,zg,59032.36339,16.788673,0.03301697,-0.066261746
282101200028149,zg,59032.36479,16.808891,0.03318337,-0.06570929
282101200028149,zg,59042.33508,16.758076,0.032771878,-0.03822646
282101200028149,zg,59060.21534,16.045437,0.028948566,-0.08540487
282101200028149,zg,59086.21113,16.710712,0.032408115,-0.017976228
282101200028149,zg,59359.44616,16.334518,0.03011611,-0.047534276
282101200028149,zg,59386.33022,16.667782,0.03209426,-0.03580373
282101200028149,zg,59393.31999,16.222792,0.029611818,-0.030159025
282101200028149,zg,59403.3624,16.315674,0.030025998,0.005221473
282101200028149,zg,59409.23652,16.795053,0.033069093,0.0027448675
282101200028149,zg,59411.30003,16.596699,0.031606343,-0.014348262
282101200028149,zg,59414.25698,16.84405,0.03348139,-0.03969643
282101200028149,zg,59419.21518,16.812847,0.033216357,-0.068396546
282101200028149,zg,59440.19451,16.651806,0.031981196,-0.05759642
282101200028149,zg,59450.21276,16.677908,0.03216695,-0.049262494
282101200028149,zg,59473.17012,16.841728,0.033461377,-0.055974957
282101200028149,zg,59713.44155,15.886621,0.02848044,-0.0397765
282101200028149,zg,59734.40618,16.690157,0.032255992,-0.042175382
282101200028149,zg,59741.40524,16.46919,0.03082408,-0.037837055
282101200028149,zg,59769.29877,16.640469,0.031902183,-0.0439331
282101200028149,zg,59789.2816,16.547327,0.03128975,-0.03476592
282101200028149,zg,59806.17347,16.79533,0.03307136,-0.014675635
282101200028149,zg,59816.19262,16.717072,0.032455865,-0.028987266
