oid,filter,mjd,mag,magerr,clrcoeff
271104100004815,zg,58204.32663,15.967634,0.021322811,-0.036385935
271104100004815,zg,58207.30447,15.879062,0.020960622,-0.03130628
271104100004815,zg,58268.16884,15.520446,0.019743029,-0.01757257
271104100004815,zg,58492.53629,15.470163,0.019599779,-0.04268202
271104100004815,zg,58493.54274,16.038216,0.021631718,-0.04399486
271104100004815,zg,58506.50257,15.630574,0.020078612,-0.031005336
271104100004815,zg,58509.52296,15.56739,0.019882303,-0.05684429
271104100004815,zg,58511.46564,15.7590065,0.020511314,-0.01703271
271104100004815,zg,58540.41291,15.611834,0.020019295,-0.059622
271104100004815,zg,58568.40126,16.042255,0.021649964,-0.017874753
271104100004815,zg,58583.3615,15.6803465,0.020240761,-0.015357749
271104100004815,zg,58585.27765,15.827011,0.020760182,-0.05015058
271104100004815,zg,58594.25673,15.647241,0.020132154,-0.015044446
271104100004815,zg,58598.25642,15.761287,0.02051943,-0.046748564
271104100004815,zg,58598.25732,15.767805,0.020542711,-0.05698115
271104100004815,zg,58601.23562,15.979104,0.021371748,-0.058735475
271104100004815,zg,58601.23925,15.964832,0.021310925,-0.06763121
271104100004815,zg,58617.19656,15.589662,0.019950315,-0.046788428
271104100004815,zg,58642.19185,16.043636,0.02165622,-0.040815443
271104100004815,zg,58646.19175,15.587756,0.019944446,-0.02301101
271104100004815,zg,58649.17316,15.522508,0.01974903,-0.046410363
271104100004815,zg,58887.44145,15.534424,0.019783927,-0.027739134
271104100004815,zg,58895.52671,15.949392,0.02124596,-0.0665285
271104100004815,zg,58914.42385,16.066578,0.021761203,-0.09418084
271104100004815,zg,58964.34077,15.611356,0.020017797,-0.07159232
271104100004815,zg,58967.25672,15.494515,0.019668406,-0.04971049
271104100004815,zg,58971.27701,16.041363,0.02164593,-0.045775488
271104100004815,zg,58993.23398,15.474464,0.0196118,-0.032743465
271104100004815,zg,58996.16592,16.003849,0.021478975,-0.05660689
271104100004815,zg,59013.21259,15.495729,0.019671861,-0.03462494
271104100004815,zg,59226.54069,16.064278,0.021750582,-0.060161814
271104100004815,zg,59229.54627,16.055809,0.021711666,-0.056556404
271104100004815,zg,59231.54604,15.47332,0.019608596,-0.06191103
271104100004815,zg,59251.52552,15.469345,0.019597495,-0.0594746
271104100004815,zg,59256.48829,15.6588,0.020169735,-0.077072345
271104100004815,zg,59265.40077,15.597606,0.019974882,-0.041534167
271104100004815,zg,59271.40165,15.74191,0.02045097,-0.09216066
271104100004815,zg,59273.40055,15.59474,0.019966,-0.057172548
271104100004815,zg,59292.42653,16.050457,0.021687213,-0.068424575
271104100004815,zg,59295.31909,15.855013,0.02086691,-0.03098654
271104100004815,zg,59297.31882,16.07648,0.021807162,-0.047637697
271104100004815,zg,59302.32271,15.542398,0.019807477,-0.06492032
271104100004815,zg,59307.29855,15.617044,0.020035697,-0.039747745
271104100004815,zg,59309.29964,16.020247,0.02155129,-0.075790584
271104100004815,zg,59313.27775,15.483724,0.019637821,-0.035438996
271104100004815,zg,59317.25657,16.035952,0.021621512,-0.04598009
271104100004815,zg,59321.25695,15.729752,0.020408584,-0.05275285
271104100004815,zg,59325.33491,15.526098,0.019759508,-0.034500923
271104100004815,zg,59329.3199,16.044342,0.021659419,-0.025703102
271104100004815,zg,59335.25709,15.970029,0.021332985,-0.03907633
271104100004815,zg,59342.31984,15.63543,0.020094136,-0.05841446
271104100004815,zg,59344.25697,15.840844,0.020812588,-0.114902616
