oid,filter,mjd,mag,magerr,clrcoeff
694113400002365,zg,58263.48024,14.655494,0.01527473,-0.022317946
694113400002365,zg,58274.44908,14.7675,0.015124058,-0.04801805
694113400002365,zg,58277.46518,14.94851,0.014906723,-0.046331648
694113400002365,zg,58280.4513,14.944123,0.014911574,-0.058170937
694113400002365,zg,58283.44598,14.781457,0.015106106,-0.055329304
694113400002365,zg,58286.44724,14.675064,0.015247583,-0.054839335
694113400002365,zg,58289.43017,14.661195,0.015266788,-0.052005574
694113400002365,zg,58292.45132,14.806172,0.015074787,-0.041679807
694113400002365,zg,58296.47049,14.678983,0.015242189,-0.03420052
694113400002365,zg,58299.46487,14.648019,0.015285186,-0.024328317
694113400002365,zg,58302.44535,14.695268,0.015219916,-0.02763758
694113400002365,zg,58304.48185,14.699351,0.015214369,-0.045578055
694113400002365,zg,58305.46342,14.987409,0.014864685,-0.06412556
694113400002365,zg,58307.48221,14.770135,0.0151206525,-0.038138565
694113400002365,zg,58307.4836,14.757671,0.015136814,-0.031158661
694113400002365,zg,58313.45256,14.922754,0.014935511,-0.04129904
694113400002365,zg,58319.42348,14.834111,0.0150401145,-0.0083782105
694113400002365,zg,58322.47593,14.683172,0.015236438,-0.018868923
694113400002365,zg,58324.41307,14.94512,0.014910472,-0.0015758505
694113400002365,zg,58324.41352,14.944951,0.014910658,-0.0019159833
694113400002365,zg,58325.45189,14.715757,0.01519223,-0.008742632
694113400002365,zg,58334.47466,14.774758,0.0151146995,-0.0071358415
694113400002365,zg,58338.40399,14.721733,0.01518423,-0.009861193
694113400002365,zg,58340.47705,14.689891,0.015227243,-0.009483754
694113400002365,zg,58340.47806,14.698014,0.015216183,-0.0066881147
694113400002365,zg,58342.43365,14.770248,0.015120509,-0.019818064
694113400002365,zg,58343.40692,14.686758,0.0152315255,-0.008632322
694113400002365,zg,58345.40721,14.736818,0.01516418,-0.013280198
694113400002365,zg,58346.37001,14.690673,0.015226175,-0.0011762101
694113400002365,zg,58346.37095,14.673967,0.015249096,-0.004361072
694113400002365,zg,58347.34345,15.003112,0.014848217,-0.027953142
694113400002365,zg,58348.39344,14.671703,0.015252221,-0.014214495
694113400002365,zg,58349.39244,14.867604,0.014999608,-0.00794708
694113400002365,zg,58349.39338,14.866615,0.015000788,0.003779868
694113400002365,zg,58351.44016,14.807702,0.015072865,-0.019976063
694113400002365,zg,58352.40813,14.911447,0.014948381,-0.033703726
694113400002365,zg,58352.40953,14.9369,0.014919606,-0.034843933
694113400002365,zg,58360.41354,14.8547,0.015015078,-0.014881499
694113400002365,zg,58361.41088,14.674034,0.015249004,-0.010430197
694113400002365,zg,58361.41179,14.637148,0.015300482,-0.009428181
694113400002365,zg,58362.47222,14.844969,0.015026856,-0.018953346
694113400002365,zg,58363.31426,15.037432,0.014813258,-0.004493292
694113400002365,zg,58364.2892,14.737771,0.015162919,-0.012090169
694113400002365,zg,58364.29014,14.711448,0.015198021,-0.015044006
694113400002365,zg,58365.30847,14.817886,0.015060153,-0.02603719
694113400002365,zg,58366.41066,14.672311,0.015251382,-0.037428018
694113400002365,zg,58367.31117,14.68448,0.0152346445,-0.0365555
694113400002365,zg,58367.31211,14.676455,0.015245668,-0.030604215
694113400002365,zg,58368.38069,14.792645,0.015091853,-0.038493942
694113400002365,zg,58369.32336,14.668649,0.015256447,-0.04180874
694113400002365,zg,58370.38267,15.043956,0.014806773,-0.043140758
694113400002365,zg,58370.38358,15.027715,0.014823008,-0.03825244
694113400002365,zg,58371.36791,14.7198925,0.015186691,-0.048111778
694113400002365,zg,58372.41185,14.9170685,0.014941965,-0.0401266
694113400002365,zg,58373.39051,14.842589,0.015029752,-0.04811505
694113400002365,zg,58373.39142,14.834458,0.015039689,-0.032615926
694113400002365,zg,58374.41373,14.7096815,0.015200403,-0.050873913
694113400002365,zg,58375.1523,14.891304,0.014971658,-0.0862483
694113400002365,zg,58375.30972,14.733472,0.015168609,-0.046315808
694113400002365,zg,58375.40223,14.943707,0.014912034,-0.042425346
694113400002365,zg,58376.32537,14.916047,0.014943127,-0.053226452
694113400002365,zg,58376.32629,14.906488,0.01495407,-0.058853354
694113400002365,zg,58377.35359,14.667828,0.015257581,-0.03907869
694113400002365,zg,58378.34733,14.943672,0.0149120735,-0.04001848
694113400002365,zg,58379.34958,14.667047,0.015258667,-0.036945324
694113400002365,zg,58379.35049,14.684763,0.015234256,-0.056180462
694113400002365,zg,58380.37773,14.974145,0.014878822,-0.07155287
694113400002365,zg,58382.43095,14.894058,0.014968452,-0.082718275
694113400002365,zg,58382.43187,14.884444,0.014979689,-0.073962614
694113400002365,zg,58383.45432,14.730223,0.015172921,-0.04055066
694113400002365,zg,58384.47087,14.815358,0.015063298,-0.048869055
694113400002365,zg,58385.36463,14.826363,0.015049652,-0.030334298
694113400002365,zg,58385.36982,14.847043,0.015024336,-0.04494218
694113400002365,zg,58386.47351,14.697452,0.0152169475,-0.029603317
694113400002365,zg,58387.28582,14.728291,0.015175488,-0.052812804
694113400002365,zg,58388.36473,14.937295,0.0149191655,-0.030159174
