oid,filter,mjd,mag,magerr,clrcoeff
1783109300003929,zg,58384.38527,14.435912,0.010599858,-0.030620841
1783109300003929,zg,58389.43593,15.421901,0.011022147,-0.054412544
1783109300003929,zg,58390.41649,14.997206,0.010718083,-0.032428913
1783109300003929,zg,58426.37236,15.062343,0.01075038,-0.04209667
1783109300003929,zg,58427.35277,15.43254,0.011032941,-0.033706907
1783109300003929,zg,58430.33042,15.165218,0.010811145,-0.06312712
1783109300003929,zg,58439.41388,14.983237,0.010711747,-0.075157136
1783109300003929,zg,58443.24828,14.726789,0.010628883,-0.03058348
1783109300003929,zg,58468.41867,15.308749,0.010917883,-0.06477959
1783109300003929,zg,58483.19203,15.035711,0.010736619,-0.052684806
1783109300003929,zg,58495.22334,15.3031025,0.010913164,-0.031889733
1783109300003929,zg,58505.2478,14.489645,0.0106007615,-0.0750748
1783109300003929,zg,58534.31399,15.273004,0.010888752,-0.00309181
1783109300003929,zg,58561.255,15.456717,0.011058127,-0.07231937
1783109300003929,zg,58734.50836,14.343189,0.010602514,-0.050639737
1783109300003929,zg,58734.50881,14.349322,0.010602181,-0.046736427
1783109300003929,zg,58746.49598,15.150485,0.010801675,-0.06030265
1783109300003929,zg,58746.49643,15.141033,0.010795738,-0.04814523
1783109300003929,zg,58749.4857,14.314475,0.010604364,-0.037853647
1783109300003929,zg,58749.48615,14.314483,0.010604364,-0.040611695
1783109300003929,zg,58751.47045,14.230382,0.010612403,-0.059530392
1783109300003929,zg,58757.39399,14.443379,0.010599873,-0.05483887
1783109300003929,zg,58758.47242,15.290902,0.01090312,-0.048956957
1783109300003929,zg,58758.47287,15.304413,0.010914255,-0.059088588
1783109300003929,zg,58760.47047,15.382677,0.010983861,-0.051165912
1783109300003929,zg,58760.47091,15.381413,0.010982666,-0.054161403
1783109300003929,zg,58764.52962,14.219654,0.0106136985,-0.04534208
1783109300003929,zg,58764.53097,14.221446,0.010613478,-0.060518175
1783109300003929,zg,58765.49,15.214694,0.010844915,-0.054838143
1783109300003929,zg,58765.49045,15.22744,0.010854117,-0.044785384
