oid,filter,mjd,mag,magerr,clrcoeff
282102400183647,zg,58246.49231,15.108336,0.06270908,0.03348015
282102400183647,zg,58277.36031,15.84634,0.06231319,0.0017009531
282102400183647,zg,58677.32316,16.027987,0.062043432,-0.065437354
282102400183647,zg,59393.31997,15.981999,0.06211994,-0.029050358
282102400183647,zg,59414.2569,15.95709,0.062158983,-0.01761305
282102400183647,zg,59419.21509,15.834573,0.06232779,-0.03062522
