2458683.369019 14.613018 0.808287
2458683.389832 14.568343 0.762118
2458683.410706 14.515768 0.708876
2458683.431519 14.507695 0.700354
2458683.452332 14.491948 0.688455
2458683.473206 14.489205 0.686171
2458683.494019 14.515049 0.714150
2458683.514832 14.558297 0.750609
2458683.535706 14.602429 0.797570
2458683.556519 14.631841 0.829930
2458683.577332 14.587286 0.779229
2458683.598206 14.536669 0.730532
2458683.619019 14.516594 0.707959
2458683.639832 14.490590 0.688707
2458683.660706 14.482643 0.682213
2458683.681519 14.499443 0.698218
2458683.702332 14.532313 0.728498
2458683.723206 14.588864 0.782283
2458683.744019 14.609828 0.804671
2458683.764832 14.611956 0.804279
2458683.785706 14.545417 0.739302
2458683.806519 14.524623 0.717985
2458683.827332 14.496626 0.692192
2458683.848206 14.497800 0.691223
2458683.869019 14.504896 0.697618
2458683.889832 14.548033 0.737550
2458683.910706 14.589589 0.781838
2458683.931580 14.626446 0.818741
2458683.952393 14.622786 0.819469
2458683.973206 14.538241 0.727593
2458683.994080 14.530255 0.720219
2458684.014893 14.492605 0.687921
2458684.035706 14.490206 0.684781
2458684.056580 14.516365 0.708989
2458684.077393 14.534437 0.723294
2458684.098206 14.580984 0.773725
2458684.119080 14.638814 0.834674
2458684.139893 14.629820 0.825061
2458684.160706 14.565898 0.756612
2458684.181580 14.530980 0.726755
2458684.202393 14.521540 0.716487
2458684.223206 14.509219 0.702977
2458684.244080 14.510733 0.702083
2458684.264893 14.534182 0.728415
2458684.285706 14.592918 0.787243
2458684.306580 14.637501 0.841699
2458684.327393 14.635230 0.839021
2458684.348206 14.596299 0.789557
2458684.369080 14.547882 0.740283
2458684.389893 14.531544 0.729245
2458684.410706 14.494491 0.695653
2458684.431580 14.487753 0.686484
2458684.452393 14.538260 0.732329
2458684.473206 14.555332 0.752302
2458684.494080 14.628807 0.827846
2458684.514893 14.657231 0.861446
2458684.535706 14.587369 0.779559
2458684.556580 14.558004 0.749042
2458684.577393 14.528247 0.722709
2458684.598206 14.526266 0.721931
2458684.619080 14.523757 0.714963
2458684.639893 14.532858 0.725018
2458684.660706 14.580723 0.768699
2458684.681580 14.645090 0.843422
2458684.702393 14.643130 0.846468
2458684.723206 14.603842 0.795492
2458684.744080 14.567356 0.762663
2458684.764893 14.532955 0.725815
2458684.785706 14.513287 0.710836
2458684.806580 14.501906 0.693180
2458684.827393 14.525942 0.713505
2458684.848206 14.568356 0.756468
2458684.869080 14.620387 0.814337
2458684.889893 14.655219 0.859447
2458684.910706 14.633093 0.833618
2458684.931580 14.563380 0.754717
2458684.952393 14.516291 0.709360
2458684.973206 14.530645 0.723747
2458684.994080 14.516619 0.706272
2458685.014893 14.568412 0.760475
2458685.035706 14.568529 0.760227
2458685.056580 14.636678 0.829234
2458685.077393 14.672942 0.877540
2458685.098206 14.629247 0.828609
2458685.119080 14.575534 0.766526
2458685.139893 14.528232 0.718857
2458685.160706 14.542251 0.731082
2458685.181580 14.515293 0.708343
2458685.202393 14.514308 0.707390
2458685.223206 14.535991 0.727383
2458685.244080 14.602552 0.795617
2458685.264893 14.633051 0.827065
2458685.285706 14.624012 0.819660
2458685.306580 14.561385 0.751636
2458685.327393 14.529083 0.722353
2458685.348206 14.512060 0.706627
2458685.369080 14.521298 0.713565
2458685.389893 14.514996 0.708672
2458685.410706 14.559728 0.752941
2458685.431580 14.620846 0.815122
2458685.452393 14.660589 0.863127
