ASASSN_id,distance,distance_low,distance_high,g_mag,Gaia_name,G_mag,G_mag_err,abs_mag_G,abs_mag_G_low,abs_mag_G_high,ext_correct_G,ext_correct_G_low,ext_correct_G_high,BP_RP,BP_RP_err,BP_RP_0,BP_RP_0_err,J_mag,J_mag_err,K_mag,K_mag_err,abs_mag_J,abs_mag_J_low,abs_mag_J_high,ext_correct_J,ext_correct_J_low,ext_correct_J_high,ext_correct_K,ext_correct_K_low,ext_correct_K_high,FinalType,ML_classifier_type,visual_classification_type,VSX_type,VSX_RA,VSX_Dec,VSX_name
644245372142,1723,1688,1749,13.964,Gaia DR3 5315645353116714752,13.820,0.003,+1.790,+1.838,+1.754,0.849,0.413,0.852,+0.828,0.009,+0.413,0.010,12.737,0.027,12.359,0.024,+1.302,+1.348,+1.269,0.254,0.252,0.254,0.109,0.108,0.109,RRC,RRL_c,NA,RRC,125.59536,-56.91934,ASASSN-V J082222.89-565509.6
661427747915,99999,99999,99999,15.481,Gaia DR3 XXXXXXXXXXXXXXXXXXX,99.999,9.999,+9.999,+9.999,+9.999,1.617,0.790,1.617,+0.000,9.999,-0.790,9.999,99.999,9.999,99.999,9.999,+9.999,+9.999,+9.999,0.483,0.483,0.483,0.207,0.207,0.207,SR,LPV_SRV_AGB_O,SR,RR,125.61372,-37.43155,NSVS 18181232
317828019778,6452,5573,8579,15.120,Gaia DR3 652841252402785920,14.846,0.008,+0.653,+0.971,+0.034,0.145,0.071,0.145,+0.645,0.036,+0.574,0.036,14.004,0.026,13.534,0.034,-0.087,+0.231,-0.706,0.043,0.043,0.043,0.019,0.019,0.019,RRAB,RRL_ab,NA,RRAB,125.62208,+15.90835,2MASS J08222929+1554300
223338327027,1372,1334,1415,14.588,Gaia DR3 1035791394189120768,14.260,0.003,+3.331,+3.392,+3.264,0.242,0.118,0.242,+0.750,0.005,+0.632,0.005,13.315,0.021,13.020,0.039,+2.556,+2.617,+2.489,0.072,0.072,0.072,0.031,0.031,0.031,CONSTANT,NonVar,constant,RRAB,125.62600,+59.95980,NSVS 2463075
661425257563,982,969,994,13.052,Gaia DR3 5314588722440887936,12.837,0.003,+2.370,+2.403,+2.341,0.506,0.245,0.509,+0.603,0.008,+0.356,0.009,11.956,0.026,11.754,0.024,+1.844,+1.874,+1.817,0.151,0.150,0.152,0.065,0.064,0.065,RRC,DSCT,RRC,RRC,125.62664,-58.87484,ASASSN-V J082230.39-585229.4
515396648201,592,518,687,12.979,Gaia DR3 5696896921240428800,12.804,0.005,+3.845,+4.135,+3.522,0.097,0.047,0.097,+0.634,0.018,+0.587,0.018,11.944,0.026,11.669,0.026,+3.053,+3.343,+2.730,0.029,0.029,0.029,0.012,0.012,0.012,EW,EB_EC,EW,EC|RRC|ESD,125.67004,-23.05264,ASAS J082241-2303.1
317828583469,2198,2145,2256,12.712,Gaia DR3 1151084568571408384,12.361,0.014,+0.360,+0.413,+0.303,0.291,0.142,0.291,+0.619,0.064,+0.477,0.064,11.677,0.024,11.310,0.020,-0.120,-0.067,-0.177,0.087,0.087,0.087,0.037,0.037,0.037,RRAB,RRL_ab,NA,RRAB,125.68275,+86.08106,AQ Cep
137440023785,8887,7493,11334,15.655,Gaia DR3 1090356342347268096,15.364,0.004,+0.523,+0.894,-0.005,0.097,0.047,0.097,+0.705,0.015,+0.658,0.015,14.477,0.031,13.959,0.046,-0.296,+0.075,-0.824,0.029,0.029,0.029,0.012,0.012,0.012,RRAB,RRL_ab,NA,RRAB,125.72094,+62.79038,PS1-3PI J082253.03+624725.3
566935896567,1207,1185,1225,13.055,Gaia DR3 5276121724026393600,12.904,0.005,+2.084,+2.126,+2.051,0.411,0.200,0.412,+0.537,0.018,+0.336,0.018,12.201,0.024,11.970,0.023,+1.669,+1.710,+1.637,0.123,0.122,0.123,0.053,0.052,0.053,EW,EB_EC,EW,EC|RRC,125.80171,-65.32911,ASAS J082312-6519.8
661427532600,5949,5171,6792,14.739,Gaia DR3 5209341682720207232,15.066,0.010,+0.955,+1.259,+0.667,0.239,0.117,0.239,+0.716,0.040,+0.599,0.040,14.235,0.032,13.854,0.051,+0.292,+0.596,+0.004,0.071,0.071,0.071,0.031,0.031,0.031,RRAB,RRL_ab,NA,RRAB,125.83781,-78.28232,ASASSN-V J082321.08-781656.3
51540094359,9096,7503,11507,15.438,Gaia DR3 903253513798512128,15.388,0.005,+0.473,+0.891,-0.038,0.121,0.059,0.121,+0.348,0.017,+0.289,0.017,14.894,0.043,14.610,0.098,+0.064,+0.482,-0.447,0.036,0.036,0.036,0.015,0.015,0.015,RRC,RRL_e,NA,RRC,125.83979,+33.55653,CSS_J082321.5+333323
309238419167,5388,4670,6260,15.794,Gaia DR3 5723148547324922496,15.559,0.016,+1.878,+2.188,+1.552,0.024,0.012,0.024,+0.652,0.062,+0.640,0.062,14.634,0.033,14.282,0.082,+0.970,+1.280,+0.644,0.007,0.007,0.007,0.003,0.003,0.003,RRAB,RRL_ab,NA,RRAB,125.88391,-14.47525,ASASSN-V J082332.13-142831.4
661428634844,99999,99999,99999,13.817,Gaia DR3 XXXXXXXXXXXXXXXXXXX,99.999,9.999,+9.999,+9.999,+9.999,0.000,0.000,0.000,+0.000,9.999,+0.000,9.999,99.999,9.999,99.999,9.999,+9.999,+9.999,+9.999,0.000,0.000,0.000,0.000,0.000,0.000,RRAB,RRL_ab,NA,RRC,125.91655,-11.20090,ASASSN-V J082339.97-111203.2
94489952223,1654,1591,1728,11.461,Gaia DR3 905055201038874624,11.349,0.007,+0.208,+0.293,+0.113,0.048,0.024,0.048,+0.479,0.028,+0.455,0.028,10.574,0.022,10.392,0.016,-0.533,-0.448,-0.628,0.014,0.014,0.014,0.006,0.006,0.006,RRC,RRL_c,NA,RRC,125.92079,+37.46964,DQ Lyn
644245662532,7954,6426,10719,16.204,Gaia DR3 5273101640462111616,16.218,0.012,+1.293,+1.756,+0.645,0.422,0.206,0.422,+0.728,0.064,+0.522,0.064,15.290,0.040,14.960,0.124,+0.661,+1.124,+0.013,0.126,0.126,0.126,0.054,0.054,0.054,RRAB,RRL_ab,NA,RRAB,125.95461,-65.77626,ASASSN-V J082349.12-654634.7
515396310167,1722,1610,1821,12.897,Gaia DR3 5706578460416586368,10.011,0.006,-1.242,-1.096,-1.364,0.073,0.036,0.073,+3.950,0.031,+3.914,0.031,5.955,0.023,4.685,0.018,-5.247,-5.101,-5.369,0.022,0.022,0.022,0.009,0.009,0.009,SR,LPV_SRV_AGB_O,SR,MISC|RRAB|DCEP-FO|ESD,126.07842,-20.02167,ASAS J082419-2001.3
498217282491,1604,1565,1646,12.438,Gaia DR3 5707380936404638336,12.167,0.010,+1.020,+1.073,+0.964,0.121,0.059,0.121,+0.693,0.045,+0.634,0.045,11.110,0.024,10.822,0.023,+0.048,+0.101,-0.008,0.036,0.036,0.036,0.015,0.015,0.015,RRAB,RRL_ab,NA,RRAB,126.09421,-19.54206,BB Pup
386547848321,4722,4212,5206,14.645,Gaia DR3 5696827411488452224,14.765,0.009,+1.273,+1.522,+1.061,0.121,0.059,0.121,+0.745,0.034,+0.686,0.034,13.592,0.022,13.300,0.038,+0.185,+0.434,-0.027,0.036,0.036,0.036,0.015,0.015,0.015,RRAB,RRL_ab,NA,RRAB,126.09704,-23.35272,KL Pup
661428953499,1179,1156,1201,11.368,Gaia DR3 1093345639583902592,11.064,0.006,+0.536,+0.579,+0.496,0.170,0.083,0.170,+0.692,0.027,+0.609,0.027,10.245,0.021,9.934,0.022,-0.164,-0.121,-0.204,0.051,0.051,0.051,0.022,0.022,0.022,RRAB,RRL_ab,NA,RRAB/BL:,126.10304,+65.71761,NS UMa
309237783470,2776,2661,2910,14.084,Gaia DR3 5722221354081163648,14.030,0.007,+1.789,+1.881,+1.687,0.024,0.012,0.024,+0.410,0.028,+0.398,0.028,13.629,0.024,13.460,0.047,+1.405,+1.497,+1.303,0.007,0.007,0.007,0.003,0.003,0.003,RRC,RRL_c,NA,RRC,126.12323,-15.46924,PS1-3PI J082429.57-152809.2
558346687513,1503,1476,1528,13.461,Gaia DR3 5644317553650360320,13.339,0.003,+2.430,+2.470,+2.394,0.024,0.012,0.024,+0.543,0.009,+0.531,0.009,12.598,0.028,12.402,0.026,+1.706,+1.746,+1.670,0.007,0.007,0.007,0.003,0.003,0.003,RRC,RRL_e,NA,RRC,126.17383,-30.15610,ASASSN-V J082441.72-300922.0
292058730218,5809,5058,6873,15.610,Gaia DR3 5696117951611276032,15.483,0.006,+1.444,+1.745,+1.079,0.218,0.107,0.218,+0.511,0.025,+0.404,0.025,14.816,0.040,14.447,0.084,+0.930,+1.231,+0.565,0.065,0.065,0.065,0.028,0.028,0.028,RRC,RRL_c,NA,RRC,126.25940,-24.63770,PS1-3PI J082502.25-243815.7
549756517295,2094,2035,2166,14.579,Gaia DR3 5272727600349303424,14.445,0.003,+2.508,+2.570,+2.435,0.332,0.162,0.332,+0.541,0.008,+0.379,0.008,13.712,0.028,13.431,0.038,+2.008,+2.070,+1.935,0.099,0.099,0.099,0.042,0.042,0.042,RRC,NonVar,RRC,RRC,126.26668,-66.57993,ASASSN-V J082504.00-663447.8
214748889234,4810,4324,5272,14.642,Gaia DR3 649257944006486016,14.427,0.008,+0.822,+1.054,+0.623,0.194,0.095,0.194,+0.741,0.030,+0.646,0.030,13.656,0.028,13.262,0.042,+0.187,+0.419,-0.012,0.058,0.058,0.058,0.025,0.025,0.025,RRAB,RRL_ab,NA,RRAB,126.28690,+11.80245,CSS_J082508.8+114808
111669976139,7399,6211,9164,15.361,Gaia DR3 905163124977081856,15.327,0.006,+0.957,+1.337,+0.493,0.024,0.012,0.024,+0.381,0.024,+0.369,0.024,14.757,0.034,14.658,0.091,+0.404,+0.784,-0.060,0.007,0.007,0.007,0.003,0.003,0.003,RRC,RRL_e,NA,RRC/BL,126.33233,+37.80692,MQ Lyn
498217302427,1185,1149,1229,10.648,Gaia DR3 5220001100056288640,8.889,0.003,-1.863,-1.794,-1.943,0.383,0.186,0.384,+1.862,0.005,+1.675,0.005,6.607,0.021,5.556,0.026,-3.876,-3.809,-3.956,0.114,0.114,0.115,0.049,0.049,0.049,CONSTANT,NonVar,constant,ACV|RRAB|CW-FO|EC|ESD|ED,126.37671,-73.86072,ASAS J082530-7351.7
661428946456,5864,5173,6631,14.649,Gaia DR3 1090035937786801024,14.484,0.011,+0.401,+0.673,+0.134,0.242,0.118,0.242,+0.701,0.047,+0.583,0.047,13.764,0.026,13.383,0.035,-0.149,+0.123,-0.416,0.072,0.072,0.072,0.031,0.031,0.031,RRAB,RRL_ab,NA,RRAB,126.38500,+61.63850,GSC 04127-00218
154620098315,2487,2371,2623,12.889,Gaia DR3 679611371240857216,12.542,0.013,+0.419,+0.522,+0.303,0.145,0.071,0.145,+0.618,0.058,+0.547,0.058,11.701,0.022,11.413,0.022,-0.320,-0.217,-0.436,0.043,0.043,0.043,0.019,0.019,0.019,RRAB,RRL_ab,NA,RRAB,126.42566,+25.71903,AS Cnc
300648729717,3983,3615,4514,14.814,Gaia DR3 3075991328980508672,14.487,0.015,+1.486,+1.696,+1.214,0.000,0.000,0.000,+0.585,0.063,+0.585,0.063,13.525,0.029,13.349,0.038,+0.524,+0.734,+0.252,0.000,0.000,0.000,0.000,0.000,0.000,RRAB,RRL_ab,NA,RRAB,126.44012,-1.90944,V0481 Hya
661427615193,1360,1315,1414,15.533,Gaia DR3 5314671735569206912,15.595,0.007,+4.413,+4.492,+4.322,0.514,0.248,0.521,+1.115,0.029,+0.864,0.030,14.278,0.030,13.777,0.052,+3.457,+3.531,+3.370,0.153,0.152,0.156,0.066,0.065,0.067,RRC,DSCT,RRC,RRC,126.44801,-58.77276,ASASSN-V J082547.52-584621.9
25770775316,7108,5838,8662,15.227,Gaia DR3 914252444006919040,15.136,0.009,+0.877,+1.305,+0.448,0.000,0.000,0.000,+0.516,0.038,+0.516,0.038,14.468,0.032,14.137,0.055,+0.209,+0.637,-0.220,0.000,0.000,0.000,0.000,0.000,0.000,RRC,RRL_c,NA,RRC,126.45184,+39.09624,CSS_J082548.5+390545
231928612419,4788,4282,5300,14.814,Gaia DR3 5643566071812782464,14.639,0.009,+1.020,+1.263,+0.800,0.218,0.107,0.218,+0.821,0.036,+0.714,0.036,13.465,0.029,13.142,0.034,-0.001,+0.242,-0.221,0.065,0.065,0.065,0.028,0.028,0.028,RRAB,RRL_ab,NA,RRAB,126.50881,-30.24280,ASASSN-V J082602.25-301434.7
661425500912,3419,3194,3680,15.547,Gaia DR3 5314260518222146048,15.276,0.005,+2.085,+2.232,+1.925,0.522,0.255,0.522,+0.780,0.019,+0.525,0.019,14.237,0.032,13.844,0.050,+1.412,+1.559,+1.252,0.156,0.156,0.156,0.067,0.067,0.067,RRC,RRL_c,NA,RRC,126.52005,-60.01604,ASASSN-V J082604.81-600057.8
472446695914,2300,2202,2429,14.892,Gaia DR3 5706608971864230528,14.713,0.007,+2.856,+2.951,+2.738,0.048,0.024,0.048,+0.548,0.027,+0.524,0.027,13.893,0.028,13.663,0.040,+2.070,+2.165,+1.952,0.014,0.014,0.014,0.006,0.006,0.006,EW,EB_EC,EW,RRC,126.53110,-19.79882,PS1-3PI J082607.46-194755.7
180389527524,1670,1627,1719,13.537,Gaia DR3 599515247691482752,13.316,0.004,+2.129,+2.186,+2.067,0.073,0.036,0.073,+0.592,0.011,+0.556,0.011,12.581,0.023,12.337,0.030,+1.445,+1.502,+1.383,0.022,0.022,0.022,0.009,0.009,0.009,RRC,RRL_c,NA,RRC,126.55071,+9.27219,CSS_J082612.1+091619
601296403215,662,652,672,13.051,Gaia DR3 5321358896572753408,12.675,0.008,+3.208,+3.246,+3.171,0.363,0.175,0.367,+0.882,0.028,+0.705,0.028,11.400,0.024,11.008,0.021,+2.188,+2.222,+2.153,0.108,0.107,0.110,0.046,0.046,0.047,RRC,NonVar,RRC,EC|RRC|DSCT,126.55475,-52.93842,ASAS J082613-5256.3
635655210439,878,867,888,12.277,Gaia DR3 5302221931048542336,12.123,0.006,+2.010,+2.040,+1.982,0.396,0.192,0.399,+0.528,0.023,+0.334,0.023,11.347,0.023,11.177,0.026,+1.512,+1.540,+1.486,0.118,0.117,0.119,0.051,0.050,0.051,RRC,RRL_c,NA,EC|RRC,126.56204,-60.53575,ASAS J082615-6032.2
300648098402,3511,3241,4123,14.717,Gaia DR3 5751204029615740928,14.589,0.007,+1.765,+1.939,+1.416,0.097,0.047,0.097,+0.439,0.025,+0.392,0.025,13.881,0.027,13.716,0.046,+1.125,+1.299,+0.776,0.029,0.029,0.029,0.012,0.012,0.012,RRC,RRL_c,NA,RRC,126.56407,-11.30792,PS1-3PI J082615.37-111828.5
335007514736,2242,2137,2341,12.709,Gaia DR3 599404609334109312,12.510,0.008,+0.684,+0.788,+0.590,0.073,0.036,0.073,+0.454,0.035,+0.418,0.035,11.848,0.026,11.633,0.021,+0.073,+0.177,-0.021,0.022,0.022,0.022,0.009,0.009,0.009,RRC,RRL_c,NA,RRC,126.57392,+8.54419,ASAS J082618+0832.7
652835091527,2839,2754,2934,14.120,Gaia DR3 5319488799091321344,14.285,0.006,+0.941,+1.007,+0.870,1.078,0.527,1.078,+0.748,0.024,+0.221,0.024,13.253,0.028,12.949,0.038,+0.665,+0.731,+0.594,0.322,0.322,0.322,0.138,0.138,0.138,RRC,RRL_e,NA,RRC,126.60571,-54.42870,ASASSN-V J082625.37-542543.3
549756254804,2991,2756,3213,15.043,Gaia DR3 5271821877645960576,14.985,0.003,+2.330,+2.508,+2.174,0.276,0.135,0.276,+0.465,0.008,+0.330,0.008,14.254,0.036,14.064,0.067,+1.793,+1.971,+1.637,0.082,0.082,0.082,0.035,0.035,0.035,NEED,NonVar,need,RRC,126.67095,-68.09270,ASASSN-V J082641.03-680533.7
111670535440,8474,6957,11383,15.830,Gaia DR3 1035385502599937408,15.589,0.007,+0.465,+0.893,-0.176,0.484,0.237,0.484,+0.721,0.027,+0.484,0.027,14.720,0.038,14.514,0.104,-0.065,+0.363,-0.706,0.145,0.145,0.145,0.062,0.062,0.062,RRC,RRL_c,NA,RRC,126.67369,+58.57919,CSS_J082641.4+583444
240518520611,3560,3333,3819,13.367,Gaia DR3 599099323058438016,13.046,0.016,+0.216,+0.359,+0.063,0.073,0.036,0.073,+0.609,0.065,+0.573,0.065,12.086,0.021,11.842,0.026,-0.693,-0.550,-0.846,0.022,0.022,0.022,0.009,0.009,0.009,RRAB,RRL_ab,NA,RRAB,126.68060,+8.12636,ASAS J082643+0807.6
652835941737,1289,1268,1314,14.085,Gaia DR3 5273141772636203392,14.148,0.004,+3.176,+3.212,+3.132,0.421,0.205,0.423,+0.868,0.015,+0.662,0.015,12.895,0.040,12.598,0.047,+2.218,+2.254,+2.176,0.126,0.125,0.126,0.054,0.054,0.054,RRC,DSCT,RRC,RRC,126.69962,-65.26711,ASASSN-V J082647.91-651601.6
231929008010,5109,4211,6970,15.930,Gaia DR3 677849708798288640,15.736,0.016,+2.073,+2.493,+1.399,0.121,0.059,0.121,+0.675,0.060,+0.616,0.060,14.639,0.038,14.247,0.054,+1.061,+1.481,+0.387,0.036,0.036,0.036,0.015,0.015,0.015,RRAB,RRL_ab,NA,RRAB,126.71815,+22.68168,Loneos-RR 818
661427762245,4000,3399,4620,14.683,Gaia DR3 5542154644049763712,16.625,0.003,+2.222,+2.618,+1.891,1.393,0.660,1.411,+0.933,0.006,+0.252,0.031,15.282,0.047,15.002,0.138,+1.856,+2.222,+1.538,0.416,0.403,0.421,0.178,0.173,0.181,NEED,DSCT,need,RRC,126.72735,-36.55185,ASASSN-V J082654.56-363306.7
369368020545,1007,991,1020,13.063,Gaia DR3 5695233188347741696,12.861,0.006,+2.822,+2.857,+2.794,0.024,0.012,0.024,+0.588,0.022,+0.576,0.022,12.265,0.024,12.074,0.021,+2.243,+2.278,+2.215,0.007,0.007,0.007,0.003,0.003,0.003,RRC,RRL_e,NA,EC|RRC,126.74683,-25.71375,ASAS J082659-2542.8
438086701672,2870,2652,3099,13.253,Gaia DR3 3072937504154247296,13.016,0.010,+0.679,+0.850,+0.512,0.048,0.024,0.048,+0.621,0.039,+0.597,0.039,11.978,0.022,11.871,0.024,-0.325,-0.154,-0.492,0.014,0.014,0.014,0.006,0.006,0.006,RRAB,RRL_ab,NA,RRAB,126.82040,-2.56162,ASAS J082717-0233.7
601296039622,741,731,749,14.300,Gaia DR3 5694920068058114432,13.922,0.003,+4.573,+4.602,+4.550,0.000,0.000,0.000,+0.798,0.005,+0.798,0.005,12.903,0.026,12.519,0.029,+3.554,+3.583,+3.531,0.000,0.000,0.000,0.000,0.000,0.000,NEED,NonVar,need,RR:,126.84129,-26.24931,AS Pyx
292058154614,3431,3252,3628,14.028,Gaia DR3 5695039571226151296,13.851,0.008,+1.150,+1.266,+1.029,0.024,0.012,0.024,+0.566,0.031,+0.554,0.031,13.100,0.024,12.788,0.029,+0.416,+0.532,+0.295,0.007,0.007,0.007,0.003,0.003,0.003,RRC,RRL_c,NA,RRC,126.87815,-25.90313,ASASSN-V J082730.75-255411.3
120260036933,6965,5954,8457,15.044,Gaia DR3 1028225860836776448,14.763,0.014,+0.403,+0.744,-0.018,0.145,0.071,0.145,+0.713,0.062,+0.642,0.062,13.921,0.026,13.675,0.037,-0.337,+0.004,-0.758,0.043,0.043,0.043,0.019,0.019,0.019,RRAB,RRL_ab,NA,RRAB,126.96410,+51.91834,NSVS 4788003
51540904116,5426,4995,5898,14.308,Gaia DR3 1090968254926134656,14.188,0.006,+0.419,+0.598,+0.237,0.097,0.047,0.097,+0.539,0.025,+0.492,0.025,13.423,0.024,13.165,0.034,-0.278,-0.099,-0.460,0.029,0.029,0.029,0.012,0.012,0.012,RRC,RRL_c,NA,RRD,127.00896,+64.44567,CSS_J082802.1+642644
223338573211,897,882,914,13.786,Gaia DR3 3066660632789442304,13.542,0.007,+3.730,+3.767,+3.689,0.048,0.024,0.048,+0.704,0.026,+0.680,0.026,12.766,0.023,12.481,0.026,+2.988,+3.025,+2.947,0.014,0.014,0.014,0.006,0.006,0.006,EW,EB_EC,EW,EC|RRC|DSCT|ESD,127.09196,-3.18347,ASAS J082822-0311.0
300648458192,6053,5107,7576,15.758,Gaia DR3 5751320272906683136,15.938,0.018,+1.955,+2.324,+1.468,0.073,0.036,0.073,+0.610,0.082,+0.574,0.082,15.131,0.039,14.818,0.116,+1.199,+1.568,+0.712,0.022,0.022,0.022,0.009,0.009,0.009,RRAB,RRL_ab,NA,RRAB,127.10896,-10.80458,NAF 1
128849082880,2661,2585,2781,12.969,Gaia DR3 1094115263363633408,12.611,0.008,+0.389,+0.452,+0.293,0.097,0.047,0.097,+0.672,0.035,+0.625,0.035,11.891,0.021,11.598,0.016,-0.263,-0.200,-0.359,0.029,0.029,0.029,0.012,0.012,0.012,RRAB,RRL_ab,NA,RRAB,127.12983,+67.49636,OU UMa
128849844847,6384,5443,7478,14.676,Gaia DR3 709223521478479616,14.448,0.015,+0.326,+0.672,-0.018,0.097,0.047,0.097,+0.638,0.064,+0.591,0.064,13.351,0.026,13.191,0.036,-0.703,-0.357,-1.047,0.029,0.029,0.029,0.012,0.012,0.012,RRAB,RRL_ab,NA,RRAB,127.14246,+32.06783,KS Cnc
498216256381,802,794,810,12.853,Gaia DR3 5321300622455181184,12.530,0.007,+2.463,+2.488,+2.439,0.546,0.266,0.549,+0.840,0.028,+0.573,0.028,11.346,0.022,11.053,0.021,+1.662,+1.685,+1.640,0.163,0.162,0.164,0.070,0.070,0.070,RRC,EB_ED,RRC,EC|RRC|ESD,127.16087,-53.07344,ASAS J082838-5304.4
644245175699,1114,1090,1135,11.341,Gaia DR3 5646691055655191936,11.315,0.005,+0.911,+0.958,+0.870,0.170,0.083,0.170,+0.312,0.018,+0.229,0.018,10.832,0.024,10.678,0.025,+0.547,+0.594,+0.506,0.051,0.051,0.051,0.022,0.022,0.022,RRC,RRL_c,NA,EC|RRC|ESD,127.17017,-27.58272,ASAS J082841-2735.0
292057829742,6548,5640,7571,15.629,Gaia DR3 5707904956773986560,15.329,0.007,+1.151,+1.476,+0.836,0.097,0.047,0.097,+0.699,0.028,+0.652,0.028,14.540,0.035,14.137,0.064,+0.430,+0.755,+0.115,0.029,0.029,0.029,0.012,0.012,0.012,RRAB,RRL_ab,NA,RRAB,127.27632,-18.53068,PS1-3PI J082906.32-183150.5
163209843743,1313,1288,1337,9.639,Gaia DR3 5523066503711021056,9.207,0.005,-3.802,-3.719,-3.881,2.418,1.161,2.457,+0.229,0.018,-0.952,0.044,8.782,0.029,8.698,0.021,-2.531,-2.477,-2.582,0.722,0.709,0.733,0.309,0.304,0.314,RRC,LPV_Mira_AGB_C,RRC,EC|RRC,127.33621,-43.84219,ASAS J082921-4350.6
566936588373,2140,2054,2245,13.256,Gaia DR3 5276543829112460800,13.093,0.006,+0.954,+1.045,+0.850,0.487,0.237,0.487,+0.521,0.020,+0.283,0.020,12.288,0.023,12.074,0.024,+0.491,+0.580,+0.387,0.145,0.145,0.145,0.062,0.062,0.062,RRC,RRL_e,NA,RRC,127.47671,-64.57567,ASAS J082955-6434.6
575526166769,1810,1764,1864,14.243,Gaia DR3 5541856401519932672,13.546,0.011,+1.163,+1.234,+1.080,1.095,0.528,1.114,+1.164,0.051,+0.629,0.053,11.999,0.028,11.461,0.021,+0.384,+0.445,+0.315,0.327,0.322,0.332,0.140,0.138,0.143,RRAB,RRL_ab,NA,RRAB,127.58634,-37.46988,ASASSN-V J083020.72-372811.5
455267227325,662,656,667,12.176,Gaia DR3 5644094180988477312,11.911,0.004,+2.783,+2.802,+2.766,0.024,0.012,0.024,+0.617,0.010,+0.605,0.010,11.143,0.022,10.888,0.020,+2.032,+2.051,+2.015,0.007,0.007,0.007,0.003,0.003,0.003,RRC,CEPH_1O,RRC,ESD|RRC|EC,127.59833,-29.20136,ASAS J083024-2912.1
609886004083,516,512,520,11.635,Gaia DR3 5276980236450011264,11.386,0.003,+2.569,+2.588,+2.551,0.254,0.123,0.255,+0.659,0.008,+0.535,0.008,10.493,0.023,10.239,0.021,+1.854,+1.872,+1.837,0.076,0.075,0.076,0.032,0.032,0.033,RRC,DSCT,RRC,RRC,127.61299,-62.95899,ASASSN-V J083027.12-625732.4
300648220069,2976,2771,3196,13.547,Gaia DR3 3072686300107080832,13.263,0.014,+0.822,+0.977,+0.667,0.073,0.036,0.073,+0.684,0.050,+0.648,0.050,12.194,0.029,12.040,0.024,-0.196,-0.041,-0.351,0.022,0.022,0.022,0.009,0.009,0.009,RRAB,RRL_ab,NA,RRAB/BL,127.62429,-2.71019,V0486 Hya
120259953215,4321,3900,4842,14.689,Gaia DR3 914436371686535168,14.361,0.010,+1.086,+1.309,+0.839,0.097,0.047,0.097,+0.634,0.039,+0.587,0.039,13.438,0.022,13.142,0.030,+0.231,+0.454,-0.016,0.029,0.029,0.029,0.012,0.012,0.012,RRAB,RRL_ab,NA,RRAB,127.67359,+40.40680,EM Lyn
377957773568,4857,4459,5283,14.686,Gaia DR3 5644021166543017088,14.617,0.009,+0.870,+1.056,+0.688,0.315,0.154,0.315,+0.741,0.039,+0.587,0.039,13.402,0.024,13.144,0.031,-0.124,+0.062,-0.306,0.094,0.094,0.094,0.040,0.040,0.040,RRAB,RRL_ab,NA,RRAB,127.73204,-29.56517,ASASSN-V J083055.69-293354.6
558346286625,4984,4559,5554,14.638,Gaia DR3 5271554868119666816,14.589,0.005,+0.791,+0.985,+0.556,0.310,0.152,0.310,+0.455,0.017,+0.303,0.017,13.897,0.036,13.650,0.050,+0.316,+0.510,+0.081,0.093,0.093,0.093,0.040,0.040,0.040,RRC,CEPH_1O,RRC,RRC,127.77233,-68.67158,ASASSN-V J083105.36-684017.7
549756254796,9829,8329,12127,15.225,Gaia DR3 5271762400939539072,15.138,0.011,-0.119,+0.241,-0.575,0.294,0.144,0.294,+0.781,0.038,+0.637,0.038,14.117,0.030,13.746,0.055,-0.934,-0.574,-1.390,0.088,0.088,0.088,0.038,0.038,0.038,RRAB,RRL_ab,NA,RRAB,127.79925,-68.12965,NSV 4132
326417694668,2722,2542,2924,15.224,Gaia DR3 5751681011504012928,14.642,0.004,+2.468,+2.616,+2.312,0.000,0.000,0.000,+1.288,0.015,+1.288,0.015,12.952,0.024,12.154,0.025,+0.778,+0.926,+0.622,0.000,0.000,0.000,0.000,0.000,0.000,NEED,EB_ED,need,RRAB,127.84318,-10.48177,CSS_J083122.3-102854
463857262031,973,959,985,13.195,Gaia DR3 5695369390350140288,13.089,0.006,+3.124,+3.156,+3.098,0.024,0.012,0.024,+0.607,0.022,+0.595,0.022,12.498,0.023,12.243,0.026,+2.550,+2.582,+2.524,0.007,0.007,0.007,0.003,0.003,0.003,EW,EB_EC,EW,EC|RRC,127.86850,-25.81106,ASAS J083128-2548.7
68719988383,5870,5119,7241,15.219,Gaia DR3 1093522454797019264,14.940,0.009,+0.976,+1.273,+0.520,0.121,0.059,0.121,+0.663,0.037,+0.604,0.037,14.070,0.028,13.704,0.048,+0.191,+0.488,-0.265,0.036,0.036,0.036,0.015,0.015,0.015,RRAB,RRL_ab,NA,RRC,127.90862,+66.92101,LINEAR 4558251
661428718936,2282,2187,2367,13.830,Gaia DR3 3092738128022050176,14.003,0.004,+2.187,+2.280,+2.108,0.024,0.012,0.024,+0.493,0.016,+0.481,0.016,13.350,0.059,13.179,0.069,+1.551,+1.644,+1.472,0.007,0.007,0.007,0.003,0.003,0.003,RRC,RRL_e,NA,RRC,127.91825,+5.24442,CSS_J083140.3+051439
