ASASSN_id,distance,distance_low,distance_high,g_mag,Gaia_name,G_mag,G_mag_err,abs_mag_G,abs_mag_G_low,abs_mag_G_high,ext_correct_G,ext_correct_G_low,ext_correct_G_high,BP_RP,BP_RP_err,BP_RP_0,BP_RP_0_err,J_mag,J_mag_err,K_mag,K_mag_err,abs_mag_J,abs_mag_J_low,abs_mag_J_high,ext_correct_J,ext_correct_J_low,ext_correct_J_high,ext_correct_K,ext_correct_K_low,ext_correct_K_high,FinalType,ML_classifier_type,visual_classification_type,VSX_type,VSX_RA,VSX_Dec,VSX_name
472447557417,8867,6521,11807,16.365,Gaia DR3 6090906084121348864,16.176,0.005,+0.746,+1.413,+0.124,0.691,0.338,0.691,+0.976,0.031,+0.638,0.031,14.703,0.039,14.359,0.074,-0.242,+0.425,-0.864,0.206,0.206,0.206,0.088,0.088,0.088,RRAB,RRL_ab,NA,RRAB,211.35714,-49.40168,ASASSN-V J140525.75-492405.6
231928355148,5271,4878,5728,15.287,Gaia DR3 5786942559865806976,14.821,0.014,+0.702,+0.870,+0.521,0.510,0.249,0.510,+0.771,0.060,+0.522,0.060,13.778,0.029,13.372,0.047,+0.017,+0.185,-0.164,0.152,0.152,0.152,0.065,0.065,0.065,RRAB,RRL_ab,NA,RRAB,211.38498,-76.68592,ASASSN-V J140532.39-764109.3
446676675665,5222,4499,6435,14.716,Gaia DR3 6300805091537636096,14.544,0.013,+0.834,+1.157,+0.380,0.121,0.059,0.121,+0.720,0.079,+0.661,0.079,13.818,0.026,13.499,0.041,+0.193,+0.516,-0.261,0.036,0.036,0.036,0.015,0.015,0.015,RRAB,RRL_ab,NA,RRAB,211.39803,-15.40204,NSVS 16092569
661428652951,2561,2394,2750,13.304,Gaia DR3 3640396516105037056,13.001,0.024,+0.935,+1.081,+0.780,0.024,0.012,0.024,+0.555,0.097,+0.543,0.097,12.251,0.026,11.927,0.023,+0.202,+0.348,+0.047,0.007,0.007,0.007,0.003,0.003,0.003,RRAB,RRL_ab,NA,RRAB/BL,211.40465,-7.24746,AD Vir
274878310321,3626,3434,3810,14.814,Gaia DR3 5772793666279753344,14.342,0.013,+0.811,+0.929,+0.703,0.734,0.359,0.734,+0.930,0.054,+0.571,0.054,13.337,0.028,12.873,0.035,+0.321,+0.439,+0.213,0.219,0.219,0.219,0.094,0.094,0.094,RRAB,RRL_ab,NA,RRAB,211.41804,-81.60447,NSV 6524
661428793090,6558,5741,8151,14.756,Gaia DR3 1256667990125720320,14.534,0.009,+0.450,+0.739,-0.022,0.000,0.000,0.000,+0.635,0.038,+0.635,0.038,13.579,0.024,13.284,0.031,-0.505,-0.216,-0.977,0.000,0.000,0.000,0.000,0.000,0.000,RRAB,RRL_ab,NA,RRAB,211.42090,+23.00650,ROTSE1 J140540.96+230023.3
266288356492,5253,4209,7109,15.594,Gaia DR3 6172656564644517248,15.852,0.013,+2.202,+2.683,+1.545,0.048,0.024,0.048,+0.410,0.064,+0.386,0.064,15.196,0.072,14.985,0.141,+1.580,+2.061,+0.923,0.014,0.014,0.014,0.006,0.006,0.006,RRC,RRL_c,NA,RRAB,211.45690,-30.62354,SSS_J140549.8-303726
446677573818,6686,5773,7855,14.955,Gaia DR3 6110107581527842176,14.879,0.023,+0.529,+0.848,+0.179,0.224,0.109,0.224,+0.617,0.100,+0.508,0.100,14.039,0.030,13.599,0.049,-0.154,+0.165,-0.504,0.067,0.067,0.067,0.029,0.029,0.029,RRAB,RRL_ab,NA,RRAB/BL,211.46021,-41.31972,1SWASP J140550.49-411910.5
661427711293,5370,4809,6264,14.915,Gaia DR3 6109789513428400512,14.690,0.006,+0.807,+1.047,+0.473,0.233,0.114,0.233,+0.717,0.024,+0.603,0.024,13.659,0.029,13.315,0.040,-0.061,+0.179,-0.395,0.070,0.070,0.070,0.030,0.030,0.030,RRAB,RRL_ab,NA,RRAB,211.47889,-42.61856,SSS_J140554.9-423707
661425130910,1496,1450,1530,13.114,Gaia DR3 5871166628072391040,12.653,0.007,+1.133,+1.220,+1.070,0.645,0.306,0.660,+0.951,0.028,+0.636,0.033,11.431,0.024,11.021,0.021,+0.363,+0.437,+0.311,0.193,0.187,0.197,0.083,0.080,0.085,RRAB,RRL_ab,NA,RRAB,211.48404,-57.75394,QV Cen
661427649429,4765,4109,5588,15.707,Gaia DR3 6089017642842662912,15.693,0.014,+1.170,+1.491,+0.824,1.133,0.554,1.133,+1.165,0.061,+0.611,0.061,14.203,0.029,13.745,0.057,+0.475,+0.796,+0.129,0.338,0.338,0.338,0.145,0.145,0.145,RRAB,RRL_ab,NA,RRAB,211.48496,-53.28520,ASASSN-V J140556.38-531706.7
240519305135,3701,3498,3917,13.610,Gaia DR3 3671296748510864384,13.502,0.009,+0.660,+0.783,+0.537,0.000,0.000,0.000,+0.388,0.036,+0.388,0.036,12.894,0.027,12.714,0.032,+0.052,+0.175,-0.071,0.000,0.000,0.000,0.000,0.000,0.000,RRC,RRL_c,NA,RRC,211.49701,+4.43338,NSVS 13330000
180389653794,2868,2713,3096,13.274,Gaia DR3 1257428955251308032,12.961,0.015,+0.673,+0.794,+0.507,0.000,0.000,0.000,+0.584,0.062,+0.584,0.062,12.323,0.021,12.006,0.023,+0.035,+0.156,-0.131,0.000,0.000,0.000,0.000,0.000,0.000,RRAB,RRL_ab,NA,RRAB,211.50742,+24.57083,CS Boo
266288962366,5785,4770,7115,16.130,Gaia DR3 5771274171271132672,16.099,0.012,+1.647,+2.066,+1.198,0.640,0.313,0.640,+0.875,0.058,+0.562,0.058,14.806,0.049,14.406,0.091,+0.803,+1.222,+0.354,0.191,0.191,0.191,0.082,0.082,0.082,RRAB,RRL_ab,NA,RRAB,211.51428,-81.85785,ASASSN-V J140603.43-815128.3
661427952144,99999,99999,99999,15.567,Gaia DR3 XXXXXXXXXXXXXXXXXXX,99.999,9.999,+9.999,+9.999,+9.999,0.242,0.118,0.242,+0.000,9.999,-0.118,9.999,99.999,9.999,99.999,9.999,+9.999,+9.999,+9.999,0.072,0.072,0.072,0.031,0.031,0.031,RRAB,RRL_ab,NA,RRAB,211.52643,-31.72430,SSS_J140606.3-314327
412317734465,4612,4079,5252,14.470,Gaia DR3 6097171930305138688,14.333,0.012,+0.713,+0.979,+0.430,0.301,0.147,0.301,+0.494,0.048,+0.347,0.048,13.712,0.027,13.429,0.036,+0.303,+0.569,+0.020,0.090,0.090,0.090,0.039,0.039,0.039,RRC,RRL_c,NA,RRD,211.52814,-44.86328,SSS_J140606.7-445148
369368089150,6941,5753,8306,15.197,Gaia DR3 3659645017632961024,15.232,0.015,+1.001,+1.409,+0.611,0.024,0.012,0.024,+0.596,0.063,+0.584,0.063,14.668,0.030,14.437,0.082,+0.454,+0.862,+0.064,0.007,0.007,0.007,0.003,0.003,0.003,RRAB,RRL_ab,NA,RRAB,211.52821,-0.56575,V0653 Vir
661428756204,7248,5923,9153,15.525,Gaia DR3 1230359253853192448,15.379,0.007,+1.078,+1.516,+0.571,0.000,0.000,0.000,+0.504,0.029,+0.504,0.029,14.552,0.023,14.409,0.057,+0.251,+0.689,-0.256,0.000,0.000,0.000,0.000,0.000,0.000,RRC,RRL_c,NA,RRC,211.52847,+14.32550,LINEAR 10582011
377958175374,6607,5618,8237,14.636,Gaia DR3 1226468219641494144,14.613,0.011,+0.513,+0.865,+0.034,0.000,0.000,0.000,+0.625,0.048,+0.625,0.048,13.730,0.032,13.426,0.037,-0.370,-0.018,-0.849,0.000,0.000,0.000,0.000,0.000,0.000,RRAB,RRL_ab,NA,RRAB,211.53241,+12.00415,NSVS 10492465
463857466278,3621,3409,3852,13.326,Gaia DR3 6290153808865540096,13.238,0.010,+0.250,+0.381,+0.116,0.194,0.095,0.194,+0.432,0.041,+0.337,0.041,12.539,0.023,12.368,0.027,-0.313,-0.182,-0.447,0.058,0.058,0.058,0.025,0.025,0.025,RRC,RRL_c,NA,RRC,211.53734,-19.61413,ASAS J140609-1936.8
661427837113,99999,99999,99999,15.228,Gaia DR3 XXXXXXXXXXXXXXXXXXX,99.999,9.999,+9.999,+9.999,+9.999,0.221,0.108,0.221,+0.000,9.999,-0.108,9.999,99.999,9.999,99.999,9.999,+9.999,+9.999,+9.999,0.066,0.066,0.066,0.028,0.028,0.028,RRAB,RRL_ab,NA,RRAB,211.54740,-34.18943,SSS_J140611.4-341122
661427736513,1670,1114,3199,14.376,Gaia DR3 6117328624146602368,19.174,0.005,+9.999,+9.999,+9.999,0.244,0.118,0.244,+0.934,0.203,+0.815,0.203,99.999,9.999,99.999,9.999,+9.999,+9.999,+9.999,0.073,0.072,0.073,0.031,0.031,0.031,RRAB,RRL_ab,NA,RRAB,211.55723,-38.79375,SSS_J140613.7-384738
661427683895,5093,4450,6038,14.386,Gaia DR3 6095903952881133312,14.814,0.009,+0.821,+1.114,+0.452,0.458,0.224,0.458,+0.542,0.041,+0.318,0.041,13.984,0.028,13.766,0.043,+0.312,+0.605,-0.057,0.137,0.137,0.137,0.059,0.059,0.059,RRC,RRL_e,NA,RRC,211.56603,-47.30339,ASASSN-V J140615.85-471812.2
249108898518,6508,5538,7715,14.901,Gaia DR3 3671279671720903040,14.850,0.010,+0.783,+1.133,+0.413,0.000,0.000,0.000,+0.385,0.042,+0.385,0.042,14.348,0.028,14.077,0.064,+0.281,+0.631,-0.089,0.000,0.000,0.000,0.000,0.000,0.000,RRC,RRL_c,NA,RRC,211.61005,+4.26925,LINEAR 10722333
68719879713,898,881,913,10.937,Gaia DR3 1483653713185923072,10.551,0.008,+0.785,+0.826,+0.749,0.000,0.000,0.000,+0.656,0.031,+0.656,0.031,9.730,0.020,9.399,0.018,-0.036,+0.005,-0.072,0.000,0.000,0.000,0.000,0.000,0.000,RRAB,NonVar,RRAB,RRAB,211.61659,+37.82818,W CVn
360777689804,10646,7569,19151,16.185,Gaia DR3 6277305470035301632,16.058,0.006,+0.752,+1.493,-0.523,0.170,0.083,0.170,+0.820,0.040,+0.737,0.040,14.817,0.039,14.607,0.078,-0.370,+0.371,-1.645,0.051,0.051,0.051,0.022,0.022,0.022,RRAB,RRL_ab,NA,RRAB,211.63123,-21.67878,SEKBO 120788.65
111670193033,8706,7225,10888,15.550,Gaia DR3 1512817159600199552,15.475,0.007,+0.776,+1.181,+0.290,0.000,0.000,0.000,+0.442,0.032,+0.442,0.032,14.906,0.040,14.796,0.122,+0.207,+0.612,-0.279,0.000,0.000,0.000,0.000,0.000,0.000,RRC,RRL_c,NA,RRC,211.63345,+52.60308,V0348 Boo
420907303111,6297,5317,7710,15.152,Gaia DR3 6097174404206332672,14.870,0.023,+0.576,+0.944,+0.137,0.298,0.145,0.298,+0.609,0.101,+0.464,0.101,14.099,0.030,13.832,0.054,+0.014,+0.382,-0.425,0.089,0.089,0.089,0.038,0.038,0.038,RRAB,RRL_ab,NA,RRAB,211.63567,-44.74332,SSS_J140632.6-444436
661427723920,99999,99999,99999,14.939,Gaia DR3 XXXXXXXXXXXXXXXXXXX,99.999,9.999,+9.999,+9.999,+9.999,0.223,0.109,0.223,+0.000,9.999,-0.109,9.999,99.999,9.999,99.999,9.999,+9.999,+9.999,+9.999,0.067,0.067,0.067,0.029,0.029,0.029,RRAB,RRL_ab,NA,RRAB,211.63959,-40.41543,SSS_J140633.5-402456
481037213257,5346,4862,6029,14.998,Gaia DR3 6277279116115930880,14.792,0.014,+0.958,+1.164,+0.697,0.194,0.095,0.194,+0.694,0.062,+0.599,0.062,13.966,0.027,13.635,0.038,+0.268,+0.474,+0.007,0.058,0.058,0.058,0.025,0.025,0.025,RRAB,RRL_ab,NA,RRAB,211.64132,-22.00090,SSS_J140633.9-220003
300648675144,4528,4147,4972,14.656,Gaia DR3 6301485964112709760,14.326,0.012,+0.755,+0.946,+0.552,0.291,0.142,0.291,+0.709,0.055,+0.567,0.055,13.385,0.026,13.127,0.038,+0.018,+0.209,-0.185,0.087,0.087,0.087,0.037,0.037,0.037,RRAB,RRL_ab,NA,RRAB,211.64137,-14.44966,NSVS 16120281
661428696202,8109,6631,9818,15.391,Gaia DR3 3660157871087887360,15.331,0.010,+0.786,+1.223,+0.371,0.000,0.000,0.000,+0.404,0.038,+0.404,0.038,14.797,0.043,14.917,0.158,+0.252,+0.689,-0.163,0.000,0.000,0.000,0.000,0.000,0.000,RRC,RRL_c,NA,RRC,211.64300,+0.48450,CSS_J140634.3+002904
352188350050,6086,5081,7822,15.326,Gaia DR3 3670687000593875712,15.232,0.010,+1.310,+1.702,+0.765,0.000,0.000,0.000,+0.390,0.041,+0.390,0.041,14.679,0.036,14.441,0.090,+0.757,+1.149,+0.212,0.000,0.000,0.000,0.000,0.000,0.000,RRC,RRL_c,NA,RRC,211.64563,+3.77738,LINEAR 10716485
403728120041,5453,4712,6835,14.236,Gaia DR3 6109992682562243968,14.149,0.012,+0.267,+0.584,-0.224,0.199,0.097,0.199,+0.617,0.048,+0.520,0.048,13.142,0.027,13.019,0.039,-0.600,-0.283,-1.091,0.059,0.059,0.059,0.025,0.025,0.025,RR(B),RRL_d,NA,RRD,211.64857,-42.12638,ASASSN-V J140635.65-420735.0
403727112377,5020,4240,6080,15.054,Gaia DR3 3647211602707158144,14.633,0.021,+0.984,+1.351,+0.568,0.145,0.071,0.145,+0.588,0.092,+0.517,0.092,13.605,0.026,13.488,0.041,+0.058,+0.425,-0.358,0.043,0.043,0.043,0.019,0.019,0.019,RRAB,RRL_ab,NA,RRAB,211.65866,-1.84217,V0521 Vir
661427723445,3393,3183,3610,13.512,Gaia DR3 6110989905250548480,13.755,0.019,+0.863,+1.002,+0.728,0.239,0.117,0.239,+0.609,0.082,+0.492,0.082,12.720,0.024,12.496,0.026,-0.004,+0.135,-0.139,0.071,0.071,0.071,0.031,0.031,0.031,RRAB,RRL_ab,NA,RRAB,211.66847,-40.49904,NSV 6551
661428618088,5762,5146,6606,15.203,Gaia DR3 6301407761348151680,14.927,0.005,+0.882,+1.128,+0.585,0.242,0.118,0.242,+0.747,0.019,+0.629,0.019,13.897,0.028,13.574,0.044,+0.022,+0.268,-0.275,0.072,0.072,0.072,0.031,0.031,0.031,RRAB,RRL_ab,NA,RRAB,211.67888,-14.68347,CSS_J140642.9-144100
575526175670,5997,4707,8162,15.471,Gaia DR3 6120560054453944064,15.344,0.011,+1.220,+1.746,+0.551,0.234,0.114,0.234,+0.462,0.048,+0.348,0.048,14.800,0.037,14.525,0.089,+0.840,+1.366,+0.171,0.070,0.070,0.070,0.030,0.030,0.030,RRC,RRL_c,NA,RRC,211.68138,-37.42892,SSS_J140643.5-372544
661428634314,99999,99999,99999,14.754,Gaia DR3 XXXXXXXXXXXXXXXXXXX,99.999,9.999,+9.999,+9.999,+9.999,0.194,0.095,0.194,+0.000,9.999,-0.095,9.999,99.999,9.999,99.999,9.999,+9.999,+9.999,+9.999,0.058,0.058,0.058,0.025,0.025,0.025,RRC,RRL_e,NA,RRC,211.72029,-11.32553,CSS_J140652.8-111931
506806179431,3816,3320,4331,15.004,Gaia DR3 3643673266914331648,14.765,0.019,+1.857,+2.159,+1.582,0.000,0.000,0.000,+0.595,0.083,+0.595,0.083,13.953,0.029,13.655,0.046,+1.045,+1.347,+0.770,0.000,0.000,0.000,0.000,0.000,0.000,RRAB,RRL_ab,NA,RRAB,211.73289,-5.66015,CSS_J140655.8-053936
214748694230,6056,5085,7197,15.358,Gaia DR3 1247184496177803136,15.135,0.011,+1.200,+1.580,+0.825,0.024,0.012,0.024,+0.632,0.056,+0.620,0.056,14.304,0.027,14.044,0.052,+0.386,+0.766,+0.011,0.007,0.007,0.007,0.003,0.003,0.003,RRAB,RRL_ab,NA,RRAB,211.73963,+20.94019,V0349 Boo
403726932227,9740,7193,12923,16.920,Gaia DR3 6301394086172364544,15.376,0.005,+0.191,+0.849,-0.423,0.242,0.118,0.242,+2.020,0.028,+1.902,0.028,13.050,0.023,12.046,0.026,-1.965,-1.307,-2.579,0.072,0.072,0.072,0.031,0.031,0.031,SR,NonVar,SR,RRAB,211.77856,-14.80935,SSS_J140706.9-144834
532576855570,3923,3613,4327,14.540,Gaia DR3 6117532995869860352,14.390,0.009,+1.185,+1.364,+0.972,0.237,0.116,0.237,+0.753,0.052,+0.637,0.052,13.194,0.027,12.982,0.037,+0.155,+0.334,-0.058,0.071,0.071,0.071,0.030,0.030,0.030,RRAB,RRL_ab,NA,RRAB,211.78961,-37.77097,SSS_J140709.5-374615
120259657665,6138,5229,7435,15.387,Gaia DR3 1453309322561517824,15.113,0.012,+1.173,+1.521,+0.757,0.000,0.000,0.000,+0.514,0.052,+0.514,0.052,14.201,0.027,13.946,0.056,+0.261,+0.609,-0.155,0.000,0.000,0.000,0.000,0.000,0.000,RRAB,RRL_ab,NA,RRAB,211.79577,+29.91109,BM Boo
326418522206,7463,6279,9049,15.685,Gaia DR3 5790390009856488960,15.302,0.011,+0.414,+0.790,-0.004,0.523,0.256,0.523,+0.837,0.048,+0.581,0.048,14.048,0.038,13.773,0.064,-0.473,-0.097,-0.891,0.156,0.156,0.156,0.067,0.067,0.067,RRAB,RRL_ab,NA,RRAB,211.79888,-74.90407,ASASSN-V J140711.76-745414.7
481036548153,3965,3603,4503,14.742,Gaia DR3 6109989968142860288,14.556,0.019,+1.348,+1.556,+1.071,0.217,0.106,0.217,+0.597,0.080,+0.491,0.080,13.602,0.027,13.363,0.033,+0.546,+0.754,+0.269,0.065,0.065,0.065,0.028,0.028,0.028,RRAB,RRL_ab,NA,RRAB/BL,211.80538,-42.19491,SSS_J140713.2-421139
317827656798,6560,5702,7920,14.980,Gaia DR3 3724107872541054336,14.910,0.010,+0.825,+1.130,+0.416,0.000,0.000,0.000,+0.651,0.048,+0.651,0.048,14.109,0.026,13.814,0.060,+0.024,+0.329,-0.385,0.000,0.000,0.000,0.000,0.000,0.000,RRAB,RRL_ab,NA,RRAB,211.81623,+10.70513,NSVS 10493037
489627308352,4341,3984,4853,14.615,Gaia DR3 6095713359414735616,14.214,0.014,+0.568,+0.754,+0.326,0.458,0.224,0.458,+0.750,0.060,+0.526,0.060,13.082,0.024,12.870,0.027,-0.243,-0.057,-0.485,0.137,0.137,0.137,0.059,0.059,0.059,RRAB,RRL_ab,NA,RRAB,211.81926,-47.39305,ASASSN-V J140716.62-472335.0
661427625318,4433,3852,5047,15.175,Gaia DR3 5871255340578496128,14.860,0.011,+0.413,+0.903,+0.004,1.214,0.503,1.341,+1.222,0.050,+0.629,0.160,13.075,0.033,12.646,0.039,-0.520,-0.160,-0.840,0.362,0.307,0.400,0.155,0.132,0.172,RRAB,RRL_ab,NA,RRAB,211.94658,-57.17789,V0626 Cen
446676621126,5499,4811,6212,15.165,Gaia DR3 6300739739314999040,14.821,0.016,+0.902,+1.192,+0.637,0.218,0.107,0.218,+0.682,0.076,+0.575,0.076,13.903,0.030,13.549,0.045,+0.137,+0.427,-0.128,0.065,0.065,0.065,0.028,0.028,0.028,RRAB,RRL_ab,NA,RRAB,211.96251,-15.61881,CSS_J140751.0-153707
352187868225,4454,4114,4818,14.046,Gaia DR3 3614316654345594112,13.754,0.007,+0.365,+0.538,+0.195,0.145,0.071,0.145,+0.724,0.034,+0.653,0.034,12.696,0.022,12.389,0.027,-0.591,-0.418,-0.761,0.043,0.043,0.043,0.019,0.019,0.019,RRAB,RRL_ab,NA,RRAB,211.96376,-10.98439,CSS_J140751.2-105903
541166819314,7587,6241,9325,15.292,Gaia DR3 6121033531648156032,15.224,0.011,+0.553,+0.977,+0.105,0.271,0.132,0.271,+0.532,0.048,+0.400,0.048,14.375,0.029,14.158,0.063,-0.106,+0.318,-0.554,0.081,0.081,0.081,0.035,0.035,0.035,RRC,RRL_c,NA,RRC,211.97782,-36.49488,SSS_J140754.5-362943
498216814824,99999,99999,99999,15.415,Gaia DR3 XXXXXXXXXXXXXXXXXXX,99.999,9.999,+9.999,+9.999,+9.999,0.291,0.142,0.291,+0.000,9.999,-0.142,9.999,99.999,9.999,99.999,9.999,+9.999,+9.999,+9.999,0.087,0.087,0.087,0.037,0.037,0.037,RRAB,RRL_ab,NA,RRAB,212.00056,-31.84367,SSS_J140800.1-315037
635656141711,1356,1184,1523,11.773,Gaia DR3 6123873398383875456,11.559,0.004,+0.705,+0.999,+0.453,0.193,0.095,0.193,+0.643,0.012,+0.548,0.012,10.704,0.026,10.433,0.021,-0.015,+0.279,-0.267,0.058,0.058,0.058,0.025,0.025,0.025,RRC,RRL_c,NA,RRC,212.00486,-33.26195,ASASSN-V J140801.17-331543.0
627065972155,7889,6366,10967,15.850,Gaia DR3 6120594345472947456,15.751,0.009,+9.999,+9.999,+9.999,0.249,0.121,0.249,+0.579,0.041,+0.458,0.041,99.999,9.999,99.999,9.999,+9.999,+9.999,+9.999,0.074,0.074,0.074,0.032,0.032,0.032,RRC,RRL_c,NA,RRC,212.01782,-37.13820,SSS_J140804.1-370818
420907384497,11213,8838,15183,15.676,Gaia DR3 6111005023535670272,15.470,0.012,-0.014,+0.503,-0.672,0.235,0.115,0.235,+0.709,0.052,+0.594,0.052,14.367,0.022,14.142,0.061,-0.952,-0.435,-1.610,0.070,0.070,0.070,0.030,0.030,0.030,RRAB,RRL_ab,NA,RRAB,212.04506,-40.33069,ASASSN-V J140810.77-401950.7
661427631483,3859,3508,4228,15.023,Gaia DR3 5895524624543590144,14.706,0.007,+1.003,+1.256,+0.755,0.771,0.354,0.820,+1.071,0.031,+0.694,0.056,13.142,0.029,12.738,0.034,-0.020,+0.201,-0.234,0.230,0.216,0.245,0.099,0.093,0.105,RRAB,RRL_ab,NA,RRAB,212.08574,-56.09077,ASASSN-V J140820.58-560526.7
661427916768,5807,5016,6783,13.082,Gaia DR3 6124210845374022144,14.649,0.017,+0.621,+0.939,+0.284,0.208,0.102,0.208,+0.630,0.078,+0.528,0.078,13.768,0.029,13.507,0.039,-0.114,+0.204,-0.451,0.062,0.062,0.062,0.027,0.027,0.027,RRAB,RRL_ab,NA,RRAB/BL,212.09363,-32.52734,SSS_J140822.2-323140
558346795282,5485,4771,6413,14.998,Gaia DR3 6274422722346285184,14.846,0.011,+0.980,+1.283,+0.641,0.170,0.083,0.170,+0.565,0.049,+0.482,0.049,14.100,0.034,13.748,0.052,+0.353,+0.656,+0.014,0.051,0.051,0.051,0.022,0.022,0.022,RRC,RRL_c,NA,RRC,212.09846,-24.49217,SSS_J140823.7-242933
532576570033,625,619,631,11.571,Gaia DR3 5797549578597238016,11.388,0.003,+2.080,+2.103,+2.056,0.329,0.160,0.332,+0.601,0.008,+0.440,0.008,10.627,0.022,10.383,0.023,+1.550,+1.571,+1.528,0.098,0.098,0.099,0.042,0.042,0.043,RRC,RRL_e,NA,RRC,212.17496,-72.85397,ASASSN-V J140841.99-725114.3
661427539787,7176,6186,8675,15.527,Gaia DR3 5797597823978484992,15.668,0.015,+0.711,+1.033,+0.299,0.678,0.331,0.678,+0.906,0.063,+0.575,0.063,14.617,0.074,14.218,0.076,+0.136,+0.458,-0.276,0.202,0.202,0.202,0.087,0.087,0.087,RRAB,RRL_ab,NA,RRAB,212.19012,-72.43208,RS Aps
455266968117,1842,1719,2019,13.895,Gaia DR3 6090717281659330560,13.280,0.003,+1.259,+1.418,+1.049,0.695,0.335,0.705,+1.202,0.008,+0.862,0.012,11.675,0.024,11.090,0.019,+0.141,+0.294,-0.061,0.208,0.205,0.210,0.089,0.088,0.090,EW,DSCT,EW,RRC,212.22311,-50.09410,ASASSN-V J140853.55-500538.8
369368499311,4740,4332,5225,14.186,Gaia DR3 6095750227414522752,14.169,0.008,+0.390,+0.586,+0.179,0.400,0.195,0.400,+0.570,0.032,+0.375,0.032,13.400,0.037,13.156,0.045,-0.098,+0.098,-0.309,0.119,0.119,0.119,0.051,0.051,0.051,RRC,RRL_c,NA,RRC,212.24583,-46.99072,ASASSN-V J140859.00-465926.6
395137626270,5946,4691,7804,15.203,Gaia DR3 6109708218287633152,15.487,0.009,+1.348,+1.863,+0.757,0.268,0.131,0.268,+0.511,0.039,+0.380,0.039,14.735,0.044,14.420,0.088,+0.784,+1.299,+0.193,0.080,0.080,0.080,0.034,0.034,0.034,RRC,RRL_c,NA,RRD,212.24726,-43.02163,SSS_J140859.2-430118
34360826183,3764,3573,4083,13.595,Gaia DR3 1506445902034177536,13.285,0.014,+0.407,+0.520,+0.230,0.000,0.000,0.000,+0.560,0.054,+0.560,0.054,12.408,0.030,12.259,0.025,-0.470,-0.357,-0.647,0.000,0.000,0.000,0.000,0.000,0.000,RRAB,RRL_ab,NA,RRAB,212.27338,+47.82446,IM Boo
523986215209,1614,1552,1688,12.285,Gaia DR3 6095733283760234496,12.128,0.007,+0.696,+0.784,+0.597,0.392,0.190,0.394,+0.550,0.028,+0.359,0.028,11.392,0.024,11.166,0.024,+0.235,+0.322,+0.137,0.117,0.116,0.118,0.050,0.050,0.050,RRC,RRL_c,NA,RRC,212.29592,-47.18178,ASAS J140911-4710.9
558346282582,1585,1548,1623,13.371,Gaia DR3 5867669631319660160,12.941,0.009,+0.814,+0.891,+0.734,1.127,0.538,1.155,+1.087,0.036,+0.536,0.044,11.447,0.029,10.939,0.025,+0.111,+0.169,+0.050,0.336,0.329,0.345,0.144,0.141,0.148,RRAB,RRL_ab,NA,RRAB/BL,212.31708,-59.79006,QZ Cen
377958133577,150,149,151,15.227,Gaia DR3 6110126376304305920,13.599,0.004,+7.653,+7.667,+7.637,0.066,0.032,0.067,+2.418,0.019,+2.386,0.019,10.876,0.026,9.978,0.023,+4.976,+4.990,+4.961,0.020,0.020,0.020,0.008,0.008,0.009,NEED,NonVar,need,RRAB,212.33433,-41.48531,ASASSN-V J140920.24-412907.1
317827623810,4647,4199,5249,14.298,Gaia DR3 6289840692865806336,14.113,0.010,+0.583,+0.803,+0.319,0.194,0.095,0.194,+0.508,0.039,+0.413,0.039,13.440,0.024,13.200,0.033,+0.046,+0.266,-0.218,0.058,0.058,0.058,0.025,0.025,0.025,RRC,RRL_c,NA,RRD,212.37464,-20.66688,SSS_J140929.9-204001
420907438494,8828,6941,11441,15.667,Gaia DR3 6117148338597459456,15.452,0.016,+0.501,+1.023,-0.062,0.222,0.108,0.222,+0.776,0.052,+0.668,0.052,14.312,0.028,14.030,0.060,-0.483,+0.039,-1.046,0.066,0.066,0.066,0.028,0.028,0.028,RRAB,RRL_ab,NA,RRAB,212.43090,-38.96448,SSS_J140943.4-385752
360778356473,6571,5731,7496,14.481,Gaia DR3 6109752679789522688,14.328,0.016,-0.018,+0.279,-0.304,0.258,0.126,0.258,+0.643,0.076,+0.517,0.076,13.492,0.024,13.119,0.030,-0.673,-0.376,-0.959,0.077,0.077,0.077,0.033,0.033,0.033,RRAB,RRL_ab,NA,RRAB,212.44167,-42.55519,SSS_J140945.8-423321
523986791025,99999,99999,99999,15.523,Gaia DR3 XXXXXXXXXXXXXXXXXXX,99.999,9.999,+9.999,+9.999,+9.999,0.236,0.115,0.236,+0.000,9.999,-0.115,9.999,99.999,9.999,99.999,9.999,+9.999,+9.999,+9.999,0.070,0.070,0.070,0.030,0.030,0.030,RRAB,RRL_ab,NA,RRAB,212.44675,-34.86950,SSS_J140947.2-345210
274878783039,2256,2129,2382,12.755,Gaia DR3 3659750879986822656,12.720,0.011,+0.880,+1.006,+0.762,0.073,0.036,0.073,+0.432,0.044,+0.396,0.044,12.103,0.028,11.871,0.027,+0.314,+0.440,+0.196,0.022,0.022,0.022,0.009,0.009,0.009,RRC,RRL_c,NA,RRC,212.44813,-0.95217,ASAS J140948-0057.1
