ASASSN_id,distance,distance_low,distance_high,g_mag,Gaia_name,G_mag,G_mag_err,abs_mag_G,abs_mag_G_low,abs_mag_G_high,ext_correct_G,ext_correct_G_low,ext_correct_G_high,BP_RP,BP_RP_err,BP_RP_0,BP_RP_0_err,J_mag,J_mag_err,K_mag,K_mag_err,abs_mag_J,abs_mag_J_low,abs_mag_J_high,ext_correct_J,ext_correct_J_low,ext_correct_J_high,ext_correct_K,ext_correct_K_low,ext_correct_K_high,FinalType,ML_classifier_type,visual_classification_type,VSX_type,VSX_RA,VSX_Dec,VSX_name,J-K,J-K_err,sigma_distance,sigma_dist_term,E(B-V),A_J,E(J-K),abs_mag_J_err,above_line
68719568402,3402,3062,3922,15.478,Gaia DR3 3440432188948876416,15.256,0.009,1.87,2.099,1.561,0.727,0.355,0.727,0.894,0.041,0.539,0.041,13.977,0.029,13.751,0.043,1.1013284536172478,1.33,0.792,0.217,0.217,0.217,0.093,0.093,0.093,RRAB,RRL_e,RRAB,RRC,95.99813,34.51996,PS1-3PI J062359.54+343111.8,0.22600000000000087,0.05186520991955976,430.0,0.2744659424138716,0.23846153846153845,0.217,0.124,0.27684552289162034,False
601296234772,826,812,840,12.633,Gaia DR3 5501062595972795904,12.177,0.004,2.411,2.448,2.375,0.181,0.088,0.181,0.948,0.011,0.86,0.011,10.901,0.023,10.431,0.023,1.2620997633980873,1.299,1.226,0.054,0.054,0.054,0.023,0.023,0.023,RRC,DSCT,RRC,RRC,96.44943,-52.02954,ASASSN-V J062547.86-520146.3,0.47000000000000064,0.03252691193458118,14.0,0.03680461711044506,0.05934065934065934,0.054,0.030857142857142857,0.04373488128080909,False
68720178302,2277,2155,2418,14.621,Gaia DR3 970676284072684032,14.394,0.004,2.316,2.436,2.186,0.291,0.142,0.291,0.686,0.013,0.544,0.013,13.46,0.027,13.198,0.034,1.5861848469242863,1.706,1.456,0.087,0.087,0.087,0.037,0.037,0.037,RRC,RRL_c,RRC,RRC,96.51537,49.23494,CSS_J062603.6+491405,0.26200000000000045,0.043416586692184816,131.5,0.12540563102827756,0.0956043956043956,0.087,0.04971428571428571,0.12857395651375317,False
343597509829,1723,1656,1786,15.475,Gaia DR3 3003303646063123072,14.735,0.006,2.076,2.162,1.998,1.478,0.722,1.478,1.285,0.023,0.563,0.023,13.115,0.024,12.563,0.024,1.4925736127598561,1.579,1.415,0.441,0.441,0.441,0.189,0.189,0.189,RRC,RRL_c,RRC,RRC,97.0434,-8.92334,WISE J062810.4-085524,0.5519999999999996,0.03394112549695428,65.0,0.0819185760989883,0.4846153846153846,0.441,0.252,0.09608050327764597,False
395137137275,285,284,287,12.554,Gaia DR3 3105008639134285312,12.036,0.004,4.762,4.769,4.747,0.0,0.0,0.0,1.048,0.011,1.048,0.011,10.743,0.023,10.19,0.019,3.4687756999574493,3.476,3.454,0.0,0.0,0.0,0.0,0.0,0.0,RRC,RRL_c,RRC,RRC,97.87719,-3.56096,NSVS 12551559,0.5530000000000008,0.029832867780352594,1.5,0.01142880215534873,0.0,0.0,0.0,0.025683020046445154,False
661428604759,3141,2798,3484,15.23,Gaia DR3 2940839806374964736,15.567,0.006,2.646,2.897,2.421,0.436,0.213,0.436,0.779,0.024,0.566,0.024,14.668,0.028,14.436,0.085,2.052660318007475,2.304,1.828,0.13,0.13,0.13,0.056,0.056,0.056,RRC,RRL_e,RRC,RRC,98.28048,-17.22465,PS1-3PI J063307.31-171328.7,0.23199999999999932,0.08949301648732153,343.0,0.23712672284752526,0.14285714285714285,0.13,0.07428571428571429,0.23912775390658245,False
317828095412,250,250,251,10.668,Gaia DR3 5555414376311609088,9.418,0.003,2.361,2.361,2.352,0.067,0.033,0.068,0.486,0.008,0.453,0.008,8.717,0.029,8.548,0.019,1.707299956639813,1.707,1.699,0.02,0.02,0.02,0.009,0.009,0.009,RRC,NonVar,RRC,RRC|EC|ESD,98.49179,-46.49908,ASAS J063358-4629.9,0.16900000000000048,0.03466987164671943,0.5,0.004342944819032518,0.021978021978021976,0.02,0.011428571428571429,0.029391515267184875,False
566936465268,1755,1719,1786,13.835,Gaia DR3 5552050179968385024,13.598,0.003,2.127,2.172,2.089,0.25,0.122,0.25,0.586,0.007,0.464,0.007,12.87,0.024,12.621,0.03,1.5736143959907853,1.619,1.536,0.075,0.075,0.075,0.032,0.032,0.032,RRC,RRL_e,RRC,RRC,98.51331,-48.0848,ASASSN-V J063403.19-480505.3,0.24899999999999878,0.03841874542459709,33.5,0.04144975824432744,0.08241758241758242,0.075,0.04285714285714286,0.048480227500633605,False
609886181186,2315,2251,2384,14.348,Gaia DR3 5477498859198441600,14.217,0.003,2.201,2.262,2.137,0.193,0.094,0.193,0.496,0.009,0.402,0.009,13.506,0.026,13.32,0.043,1.625245023230139,1.686,1.561,0.058,0.058,0.058,0.025,0.025,0.025,RRC,RRL_e,RRC,RRC,99.03355,-62.17987,ASASSN-V J063608.05-621047.5,0.18599999999999994,0.050249378105604446,66.5,0.06237706921504588,0.06373626373626373,0.057999999999999996,0.03314285714285714,0.0678272715348231,False
584116186128,724,720,730,12.605,Gaia DR3 5583421754970218880,12.385,0.005,2.885,2.897,2.866,0.201,0.098,0.202,0.704,0.018,0.606,0.018,11.406,0.026,11.148,0.024,2.0473071690142643,2.059,2.029,0.06,0.06,0.06,0.026,0.026,0.026,RRC,CEPH_1O,RRC,EC|RRC,99.61992,-33.54161,ASAS J063829-3332.5,0.2580000000000009,0.03538361202590826,5.0,0.014996356419311178,0.06593406593406594,0.060000000000000005,0.03428571428571429,0.030608670435924124,False
601296423554,544,540,547,13.999,Gaia DR3 5550946579531232896,13.637,0.007,4.841,4.858,4.829,0.118,0.057,0.118,1.001,0.027,0.943,0.027,12.281,0.026,11.689,0.024,3.5680055015091003,3.584,3.556,0.035,0.035,0.035,0.015,0.015,0.015,RRAB,RRL_ab,RRAB,RRD,99.63103,-49.3424,SSS_J063831.3-492033,0.5920000000000005,0.03538361202590826,3.5,0.013970870281814164,0.038461538461538464,0.035,0.02,0.029722638113587396,False
661428898136,3038,2833,3337,15.224,Gaia DR3 964875608618073472,14.966,0.007,2.311,2.463,2.107,0.242,0.118,0.242,0.672,0.03,0.554,0.03,13.982,0.025,13.714,0.041,1.49706115236616,1.649,1.293,0.072,0.072,0.072,0.031,0.031,0.031,RRC,RRL_c,RRC,RRC,99.65733,46.15764,CSS_J063837.7+460927,0.2679999999999989,0.04802082881417188,252.0,0.18012213535157906,0.07912087912087912,0.072,0.04114285714285714,0.18199127353698188,False
317827787375,2022,1944,2118,14.939,Gaia DR3 3106915815071125760,14.552,0.006,2.211,2.358,1.903,0.812,0.367,1.019,1.008,0.023,0.611,0.133,13.126,0.023,12.738,0.021,1.3540942437250867,1.459,1.192,0.243,0.224,0.304,0.104,0.096,0.13,RRC,RRL_c,RRC,RRC,99.8929,-1.31565,WISE J063934.2-011856,0.3879999999999999,0.03114482300479487,87.0,0.09343130545396365,0.26703296703296703,0.243,0.13885714285714285,0.09924161848152144,False
661428787816,3222,2892,3614,12.909,Gaia DR3 3378958287682735232,14.769,0.009,2.01,2.342,1.761,0.218,0.059,0.218,0.477,0.041,0.37,0.063,14.083,0.031,13.844,0.043,1.4773723195840023,1.741,1.228,0.065,0.036,0.065,0.028,0.015,0.028,RRC,RRL_c,RRC,RRC,99.9147,21.78692,PS1-3PI J063939.52+214712.9,0.23900000000000077,0.05300943312279428,361.0,0.24329656729837662,0.07142857142857142,0.065,0.037142857142857144,0.24534968852471262,False
446677360946,1861,1806,1920,13.846,Gaia DR3 3352867662733720320,13.984,0.004,2.296,2.361,2.156,0.339,0.166,0.411,0.643,0.015,0.477,0.038,12.889,0.034,12.717,0.042,1.4392681343461637,1.504,1.349,0.101,0.101,0.123,0.043,0.043,0.053,RRC,RRL_e,RRC,RRC,100.84975,13.79268,ASASSN-V J064323.94+134733.7,0.17199999999999882,0.054037024344425186,57.0,0.0665093645042594,0.110989010989011,0.101,0.05771428571428572,0.0753757624622162,False
661427698788,1631,1590,1680,14.77,Gaia DR3 5555997598510667264,14.943,0.003,3.625,3.68,3.56,0.256,0.125,0.256,0.746,0.006,0.621,0.006,13.932,0.037,13.654,0.059,2.793730194798622,2.849,2.729,0.076,0.076,0.076,0.033,0.033,0.033,RRAB,RRL_ab,RRAB,RRAB,101.06881,-44.7307,1SWASP J064416.58-444348.7,0.27800000000000047,0.06964194138592059,45.0,0.05991186905470978,0.08351648351648351,0.076,0.04342857142857143,0.07082508068211918,False
326418598965,869,861,879,12.423,Gaia DR3 5501810538757162880,12.266,0.003,2.392,2.413,2.367,0.179,0.087,0.179,0.478,0.008,0.391,0.008,11.641,0.027,11.44,0.023,1.8929011177566677,1.913,1.868,0.053,0.053,0.053,0.023,0.023,0.023,RRC,RRL_e,RRC,RRC,101.32633,-51.81302,ASASSN-V J064518.32-514846.9,0.2010000000000005,0.0354682957019364,9.0,0.02248935752088185,0.058241758241758236,0.053,0.030285714285714284,0.03553675845799733,False
661427661375,1685,1659,1708,13.511,Gaia DR3 5502031918551945472,13.297,0.003,1.931,1.965,1.902,0.233,0.114,0.233,0.594,0.008,0.48,0.008,12.545,0.026,12.317,0.024,1.3420004739632125,1.376,1.313,0.07,0.07,0.07,0.03,0.03,0.03,RRC,RRL_c,RRC,RRC,101.48857,-51.43154,ASASSN-V J064557.26-512553.5,0.22799999999999976,0.03538361202590826,24.5,0.03157333770513254,0.07692307692307693,0.07,0.04,0.04149548956022021,False
627065705193,593,585,603,12.469,Gaia DR3 5583912132865468800,12.173,0.005,3.019,3.054,2.98,0.289,0.138,0.291,0.838,0.016,0.697,0.016,11.044,0.032,10.72,0.03,2.092726533178688,2.124,2.055,0.086,0.084,0.087,0.037,0.036,0.037,RRC,EB_EC,RRC,EC|RRC|DSCT,101.55829,-32.481,ASAS J064614-3228.9,0.32399999999999984,0.043863424398922615,9.0,0.032956579571073064,0.09450549450549449,0.086,0.049142857142857134,0.04673431434208135,False
515396199395,1881,1844,1915,13.323,Gaia DR3 2922127973896097280,13.128,0.005,1.635,1.678,1.596,0.121,0.059,0.121,0.582,0.018,0.523,0.018,12.234,0.022,11.997,0.021,0.8260560222481064,0.869,0.787,0.036,0.036,0.036,0.015,0.015,0.015,RRC,RRL_c,,RRAB|ESD|ED,102.05883,-24.07186,ASAS J064814-2404.3,0.2370000000000001,0.0304138126514911,35.5,0.04098206833483635,0.03956043956043956,0.036,0.02057142857142857,0.046652866203494896,False
369367520874,1596,1563,1640,13.55,Gaia DR3 3101886374009848704,13.488,0.003,2.325,2.373,2.254,0.148,0.071,0.16,0.614,0.005,0.542,0.009,12.687,0.022,12.451,0.032,1.6278355649264484,1.674,1.565,0.044,0.043,0.048,0.019,0.019,0.02,RRAB,NonVar,RRAB,RR,102.54417,-5.52619,BEST-II lra2b_01113,0.23599999999999888,0.0388329756778952,38.5,0.052382009878681676,0.048351648351648346,0.044,0.02514285714285714,0.0569845150802418,False
386548091071,2007,1910,2121,14.946,Gaia DR3 3101088472163649792,14.687,0.004,2.784,2.913,2.642,0.39,0.18,0.412,0.673,0.012,0.482,0.024,13.764,0.029,13.561,0.045,2.135263137562571,2.249,2.008,0.116,0.11,0.123,0.05,0.047,0.053,RRAB,NonVar,RRAB,RR,103.01583,-6.02956,BEST-II lra2b_00490,0.2029999999999994,0.05353503525729669,105.5,0.11414565979270817,0.12747252747252746,0.11599999999999999,0.06628571428571428,0.11834184234459372,False
489627016420,912,886,935,15.464,Gaia DR3 3101922623533266688,15.231,0.003,4.898,4.969,4.844,0.533,0.257,0.533,1.105,0.012,0.845,0.012,13.71,0.03,13.218,0.038,3.7510258083579204,3.816,3.697,0.159,0.157,0.159,0.068,0.067,0.068,RRAB,NonVar,RRAB,RR,103.02125,-5.19675,BEST-II lra2b_00755,0.4920000000000009,0.048414873747640814,24.5,0.058334511001259144,0.17472527472527472,0.159,0.09085714285714286,0.06749611228623487,False
292058707064,1733,1663,1797,12.907,Gaia DR3 3102771583948302464,12.888,0.003,1.331,1.421,1.252,0.363,0.178,0.363,0.214,0.006,0.036,0.006,12.535,0.023,12.532,0.026,1.233007186430417,1.323,1.154,0.108,0.108,0.108,0.046,0.046,0.046,RRAB,NonVar,RRAB,RR,103.05875,-3.76714,BEST-II lra2a_01269,0.0030000000000001137,0.03471310991541956,67.0,0.08395190504188652,0.11868131868131868,0.108,0.061714285714285715,0.0877129543463332,False
532576639360,3318,3051,3517,15.506,Gaia DR3 5502179871585402368,15.443,0.003,2.607,2.789,2.48,0.232,0.114,0.232,0.48,0.009,0.366,0.009,14.832,0.034,14.534,0.067,2.1586180915582913,2.341,2.032,0.069,0.069,0.069,0.03,0.03,0.03,RRC,NonVar,RRC,RRC,103.42091,-50.45837,ASASSN-V J065341.02-502730.1,0.29800000000000004,0.07513321502504734,233.0,0.1524873632963497,0.07582417582417583,0.069,0.03942857142857143,0.15638416149045575,False
661428936066,2595,2481,2742,14.461,Gaia DR3 1000648563024688256,14.275,0.004,2.107,2.205,1.988,0.097,0.047,0.097,0.614,0.014,0.567,0.014,13.489,0.025,13.302,0.028,1.3893131890776154,1.487,1.27,0.029,0.029,0.029,0.012,0.012,0.012,RRC,RRL_c,RRC,RRC,103.75475,56.80453,CSS_J065501.1+564816,0.18700000000000117,0.03753664875824692,130.5,0.10920121365775406,0.031868131868131866,0.028999999999999998,0.01657142857142857,0.11206388831522157,False
300647776018,1425,1383,1466,14.927,Gaia DR3 2949803987238451072,14.257,0.004,1.914,2.005,1.852,1.574,0.756,1.574,1.246,0.016,0.477,0.021,12.562,0.029,12.103,0.026,1.3229256782773546,1.396,1.261,0.47,0.462,0.47,0.201,0.198,0.201,RRC,RRL_c,RRC,RRC,103.84515,-12.56645,WISE J065522.8-123359,0.45899999999999963,0.03894868418830089,41.5,0.06323937192626297,0.5164835164835164,0.47,0.26857142857142857,0.08395962220989454,False
94490051122,4031,3702,4547,14.924,Gaia DR3 1000035168679587584,14.81,0.005,1.71,1.895,1.448,0.073,0.036,0.073,0.522,0.017,0.486,0.017,14.256,0.027,13.933,0.045,1.2069360092347436,1.392,0.945,0.022,0.022,0.022,0.009,0.009,0.009,RRC,RRL_c,RRC,RRC,103.92454,55.978,CSS_J065541.8+555840,0.3230000000000004,0.052478567053607705,422.5,0.22759788961067212,0.024175824175824173,0.022,0.01257142857142857,0.22920436155368357,False
661428120944,2533,2284,2798,15.803,Gaia DR3 5608706742837283200,16.226,0.003,3.966,4.191,3.75,0.242,0.118,0.242,0.829,0.026,0.711,0.026,14.974,0.053,14.577,0.106,2.8838240510472586,3.109,2.668,0.072,0.072,0.072,0.031,0.031,0.031,RRAB,RRL_ab,RRAB,RRAB,104.36179,-29.5907,SSS_J065726.8-293528,0.39700000000000024,0.11851160280748885,257.0,0.22031915090630813,0.07912087912087912,0.072,0.04114285714285714,0.22671869851442905,False
661427696343,2333,2235,2450,14.522,Gaia DR3 5558750633892318976,15.136,0.003,3.021,3.115,2.915,0.275,0.134,0.275,0.94,0.006,0.806,0.006,13.903,0.03,13.461,0.043,1.9814263060312374,2.075,1.875,0.082,0.082,0.082,0.035,0.035,0.035,RRAB,RRL_ab,RRAB,RRAB/BL,104.50794,-45.14949,SSS_J065801.8-450856,0.44200000000000017,0.052430906915673314,107.5,0.10005712988555414,0.09010989010989011,0.082,0.04685714285714286,0.1047791450668245,False
257698928898,1684,1630,1738,14.391,Gaia DR3 2948537109325225856,14.113,0.006,2.423,2.495,2.341,0.558,0.272,0.572,0.85,0.025,0.577,0.026,12.944,0.026,12.593,0.026,1.6452895641818477,1.717,1.573,0.167,0.166,0.171,0.071,0.071,0.073,RRC,RRL_c,RRC,RRC,104.63326,-14.39584,PS1-3PI J065831.98-142345.0,0.35100000000000087,0.03676955262170047,54.0,0.0696315380723741,0.18351648351648353,0.167,0.09542857142857145,0.07618031959977907,False
592706163860,192,184,198,14.059,Gaia DR3 5480535332355942912,13.437,0.004,6.928,7.024,6.859,0.092,0.043,0.095,1.501,0.009,1.456,0.009,11.131,0.021,10.378,0.023,4.686493856482252,4.781,4.62,0.028,0.026,0.028,0.012,0.011,0.012,RRC,RRL_c,RRC,RRC,105.23147,-59.05288,ASASSN-V J070055.55-590310.4,0.7530000000000001,0.03114482300479487,7.0,0.07916826493028027,0.030769230769230767,0.028,0.016,0.08195397593815108,False
420907420552,104,102,105,13.254,Gaia DR3 5509206197564109696,12.108,0.003,6.983,7.026,6.961,0.04,0.019,0.041,1.7,0.008,1.68,0.008,10.084,0.024,9.267,0.023,4.986833303506098,5.029,4.966,0.012,0.012,0.012,0.005,0.005,0.005,RRC,RRL_c,RRC,RRC,105.48624,-48.36733,ASASSN-V J070156.70-482202.4,0.8170000000000002,0.03324154027718933,1.5,0.0313193135987922,0.013186813186813187,0.012,0.006857142857142858,0.039475807835932755,False
429497222080,2781,2575,3126,15.094,Gaia DR3 3108819172780703872,15.007,0.006,2.302,2.496,2.028,0.484,0.223,0.504,0.673,0.021,0.436,0.031,13.969,0.024,13.689,0.048,1.602995055679203,1.779,1.344,0.145,0.136,0.15,0.062,0.058,0.064,RRC,RRL_e,RRC,RRC,106.54975,-2.18256,PS1-3PI J070611.94-021057.2,0.27999999999999936,0.05366563145999496,275.5,0.2151170977424413,0.15934065934065933,0.145,0.08285714285714285,0.21693689345321385,False
309238064327,2899,2671,3093,15.352,Gaia DR3 3053379322611044864,15.235,0.007,2.44,2.64,2.299,0.484,0.226,0.484,0.696,0.03,0.459,0.032,14.292,0.028,14.028,0.059,1.8357589232250127,2.021,1.695,0.145,0.138,0.145,0.062,0.059,0.062,RRC,RRL_e,RRC,RRC,106.67426,-5.49427,GDS_J0706418-052939,0.26399999999999935,0.06530696746902279,211.0,0.15804783663605745,0.15934065934065933,0.145,0.08285714285714285,0.1611625535455985,False
644245577455,5025,4438,5737,15.666,Gaia DR3 5282451887343891328,15.452,0.011,1.647,1.917,1.36,0.299,0.146,0.299,0.678,0.044,0.532,0.044,14.614,0.044,14.25,0.071,1.0193196695373694,1.289,0.732,0.089,0.089,0.089,0.038,0.038,0.038,RRAB,RRL_ab,RRAB,RRAB,107.21501,-65.39525,ASASSN-V J070851.61-652342.7,0.36400000000000077,0.08352843827104633,649.5,0.28067091143896716,0.09780219780219779,0.089,0.05085714285714285,0.2842382284774174,False
34361051934,1905,1819,2000,13.644,Gaia DR3 949436983599173632,13.531,0.01,2.011,2.111,1.905,0.121,0.059,0.121,0.498,0.041,0.439,0.041,12.69,0.025,12.471,0.018,1.2545250999418083,1.355,1.149,0.036,0.036,0.036,0.015,0.015,0.015,RRC,RRL_c,RRC,RRC,107.50186,41.47488,TSVSC1 TN-N230322323-79-67-2,0.21899999999999942,0.03080584360149873,90.5,0.10315918795864641,0.03956043956043956,0.036,0.02057142857142857,0.1062062995320303,False
51540673262,2704,2520,2888,14.599,Gaia DR3 981379553028393344,14.35,0.005,2.093,2.246,1.95,0.097,0.047,0.097,0.669,0.019,0.622,0.019,13.492,0.024,13.164,0.029,1.30296656365201,1.456,1.16,0.029,0.029,0.029,0.012,0.012,0.012,RRC,RRL_c,RRC,RRC,107.51629,52.52542,CSS_J071003.9+523131,0.3280000000000012,0.037643060449437424,184.0,0.14776291544045547,0.031868131868131866,0.028999999999999998,0.01657142857142857,0.1497273828645355,False
309238660191,663,648,676,12.173,Gaia DR3 3111179549364687744,11.929,0.004,2.703,2.763,2.658,0.118,0.053,0.121,0.664,0.016,0.606,0.017,11.01,0.023,10.783,0.025,1.8674323579761334,1.92,1.824,0.035,0.032,0.036,0.015,0.014,0.015,RRC,NonVar,RRC,RRC,107.85062,-0.21695,ASASSN-V J071124.15-001301.0,0.2270000000000003,0.03397057550292606,14.0,0.04585311271980034,0.038461538461538464,0.035,0.02,0.05141748677341898,False
17180300290,1204,1185,1220,13.592,Gaia DR3 1111580799413373696,13.335,0.003,2.787,2.821,2.758,0.145,0.071,0.145,0.673,0.008,0.602,0.008,12.523,0.021,12.279,0.022,2.0768675653909723,2.111,2.048,0.043,0.043,0.043,0.019,0.019,0.019,RRC,DSCT,RRC,RRC,108.29444,72.11914,ASASSN-V J071310.66+720708.9,0.24399999999999977,0.0304138126514911,17.5,0.03156209897552702,0.047252747252747244,0.043,0.024571428571428567,0.038153061367876676,False
223338562662,2686,2523,2879,14.371,Gaia DR3 3108076933714112384,14.324,0.006,2.126,2.266,1.955,0.052,0.024,0.073,0.594,0.022,0.568,0.025,13.462,0.025,13.281,0.046,1.3004699583365156,1.438,1.144,0.016,0.014,0.022,0.007,0.006,0.009,RRC,RRL_e,RRC,RRC,108.367,-3.12362,PS1-3PI J071328.08-030725.0,0.18099999999999916,0.0523545604508337,178.0,0.1439024902806754,0.017582417582417582,0.016,0.009142857142857144,0.14606672005963534,False
154619847996,1047,1034,1059,13.217,Gaia DR3 5214398508494599808,12.997,0.003,2.377,2.405,2.353,0.52,0.254,0.52,0.621,0.005,0.367,0.005,12.157,0.026,11.913,0.026,1.9022665916057886,1.929,1.878,0.155,0.155,0.155,0.067,0.066,0.067,RRC,NonVar,RRC,RRC,109.04129,-75.47536,ASASSN-V J071609.91-752831.3,0.24399999999999977,0.03676955262170047,12.5,0.025924933255924768,0.17032967032967034,0.155,0.08857142857142858,0.03985413610058753,False
283467847257,3098,2768,3450,15.208,Gaia DR3 3139227231993791744,14.8,0.011,2.248,2.492,1.84,0.097,0.047,0.271,0.819,0.05,0.772,0.099,13.71,0.032,13.372,0.038,1.2255929328840658,1.47,0.94,0.029,0.029,0.081,0.012,0.012,0.035,RRAB,RRL_ab,RRAB,RRAB,110.09729,3.48353,ASASSN-V J072023.35+032900.7,0.33800000000000097,0.04967896939349688,341.0,0.23901616902680578,0.031868131868131866,0.028999999999999998,0.01657142857142857,0.2411662062898751,False
661428623664,2735,2561,2908,14.85,Gaia DR3 3032771107447728000,14.866,0.006,1.913,2.218,1.603,0.768,0.296,0.945,1.072,0.023,0.697,0.168,13.301,0.032,12.928,0.041,0.8872133466527511,1.078,0.701,0.229,0.181,0.282,0.098,0.077,0.121,RRC,RRL_e,RRC,RRC,110.14205,-13.63912,GDS_J0720341-133821,0.37299999999999933,0.052009614495783375,173.5,0.13775154042086687,0.25164835164835164,0.229,0.13085714285714287,0.14326163788091256,False
274878794456,4782,4214,5494,15.677,Gaia DR3 3110000696803774848,15.317,0.013,1.919,2.194,1.618,0.0,0.0,0.0,0.719,0.048,0.719,0.048,14.389,0.035,14.067,0.059,0.9909521411012179,1.266,0.69,0.0,0.0,0.0,0.0,0.0,0.0,RRAB,RRL_ab,RRAB,RRAB,110.1997,-0.96902,ASASSN-V J072047.93-005808.4,0.3219999999999992,0.06860029154456998,640.0,0.29061947764333035,0.0,0.0,0.0,0.2927194574770905,False
661428786745,2816,2551,3103,14.684,Gaia DR3 865925471994312704,14.994,0.007,2.625,2.839,2.414,0.121,0.059,0.121,0.628,0.034,0.569,0.034,14.106,0.024,13.8,0.036,1.8218367476496264,2.036,1.611,0.036,0.036,0.036,0.015,0.015,0.015,RRC,RRL_c,RRC,RRC,111.24453,21.53453,PS1-3PI J072458.68+213204.3,0.30599999999999916,0.04326661530556787,276.0,0.21282897195542877,0.03956043956043956,0.036,0.02057142857142857,0.21420814947990352,False
489627455692,1294,1196,1445,15.038,Gaia DR3 3169689545237495168,14.627,0.007,4.019,4.19,3.78,0.048,0.024,0.048,0.895,0.03,0.871,0.03,13.613,0.028,13.166,0.028,3.0393286183365933,3.21,2.8,0.014,0.014,0.014,0.006,0.006,0.006,RRC,EB_EC,RRC,RR:,111.78321,17.55306,SEKBO 117596.36,0.4469999999999992,0.03959797974644667,124.5,0.20892450926180386,0.015384615384615384,0.014,0.008,0.210797083875194,False
257698534649,265,263,267,14.994,Gaia DR3 5605440815343774720,15.132,0.003,8.016,8.032,7.999,0.0,0.0,0.0,1.762,0.015,1.762,0.015,12.945,0.027,12.117,0.023,5.828770630315962,5.845,5.812,0.0,0.0,0.0,0.0,0.0,0.0,RRAB,EB_ED,RRAB,RR:,111.85854,-30.42316,BESTII F20b_26889,0.8279999999999994,0.0354682957019364,2.0,0.016388471015217048,0.0,0.0,0.0,0.03158452124406209,False
111669489982,1692,1651,1737,13.348,Gaia DR3 893046541199773440,13.31,0.005,1.998,2.051,1.941,0.17,0.083,0.17,0.572,0.019,0.489,0.019,12.718,0.021,12.503,0.025,1.5249982064849752,1.578,1.468,0.051,0.051,0.051,0.022,0.022,0.022,RRC,RRL_c,RRC,RRC,112.01883,32.96675,CSS_J072804.5+325800,0.21499999999999986,0.03264965543462902,43.0,0.05518517352789546,0.05604395604395604,0.051,0.02914285714285714,0.05926561715956338,False
661425233509,1758,1695,1828,14.511,Gaia DR3 5287619866872155904,14.118,0.003,2.455,2.534,2.37,0.438,0.214,0.438,0.848,0.007,0.634,0.007,12.973,0.025,12.594,0.028,1.6169056463112368,1.696,1.532,0.131,0.131,0.131,0.056,0.056,0.056,RRC,EB_ED,RRC,RRC,112.6414,-64.72643,ASASSN-V J073033.94-644335.1,0.37900000000000134,0.03753664875824692,66.5,0.082140452350871,0.14395604395604394,0.131,0.07485714285714286,0.08685426824518015,False
566935709333,1655,1607,1706,13.628,Gaia DR3 5287647732619795712,13.411,0.003,1.871,1.935,1.805,0.446,0.218,0.446,0.593,0.006,0.375,0.006,12.565,0.022,12.28,0.027,1.3380100094413097,1.402,1.272,0.133,0.133,0.133,0.057,0.057,0.057,RRC,EB_ED,RRC,RRC,113.08135,-64.2612,ASASSN-V J073219.52-641540.3,0.28500000000000014,0.034828149534535995,49.5,0.06494736209731408,0.14615384615384616,0.133,0.07600000000000001,0.0698501957291433,False
532576852011,190,189,190,14.618,Gaia DR3 5585551027962400384,13.565,0.003,7.06,7.072,7.06,0.111,0.054,0.111,1.84,0.014,1.786,0.014,11.116,0.033,10.283,0.023,4.689231995235855,4.701,4.689,0.033,0.033,0.033,0.014,0.014,0.014,RRC,RRL_d,RRC,RRAB,113.41364,-37.76589,ASASSN-V J073339.27-374557.2,0.8330000000000002,0.040224370722237536,0.5,0.005714401077674365,0.03626373626373627,0.033,0.01885714285714286,0.03365329671334632,False
94490521048,4391,3933,5098,15.168,Gaia DR3 975099241394116096,15.257,0.01,1.874,2.113,1.55,0.17,0.083,0.17,0.535,0.041,0.452,0.041,14.591,0.032,14.162,0.044,1.3271828144780609,1.566,1.003,0.051,0.051,0.051,0.022,0.022,0.022,RRAB,RRL_c,RRAB,RRD,113.87929,46.11431,CSS_J073531.0+460651,0.4289999999999985,0.054405882034941774,582.5,0.28806255489483507,0.05604395604395604,0.051,0.02914285714285714,0.28987936375764983,False
463857728783,2559,2440,2674,14.979,Gaia DR3 5534998438252166144,14.807,0.003,2.2,2.306,2.102,0.567,0.276,0.569,0.542,0.009,0.265,0.009,14.021,0.029,13.844,0.054,1.8116485705640746,1.916,1.715,0.169,0.168,0.17,0.073,0.072,0.073,RRC,LPV_SRV_AGB_C,RRC,RRC,113.96763,-44.36162,ASASSN-V J073552.23-442141.8,0.17700000000000138,0.061294371682887816,117.0,0.09928185694154056,0.18571428571428572,0.169,0.09657142857142857,0.10480218088265399,False
661427735704,808,799,818,12.033,Gaia DR3 5585239419496675712,11.826,0.004,1.895,1.922,1.865,0.394,0.191,0.397,0.607,0.012,0.415,0.012,10.948,0.027,10.688,0.027,1.2929431961270716,1.318,1.265,0.118,0.117,0.119,0.05,0.05,0.051,RRC,CEPH_1O,RRC,RRC,114.29892,-38.92358,ASAS J073712-3855.4,0.2599999999999998,0.03818376618407356,9.5,0.02553092560693621,0.12967032967032965,0.118,0.06742857142857142,0.03898805153309038,False
