  MEAN MEDIAN    ASASSN_ID
13.850 13.844 661428732007
14.836 14.965 180388729115
12.786 12.777 360778374852
14.181 14.216 661427616513
13.027 13.006 335007481869
15.340 15.336  42950756178
15.842 15.833 352187390889
15.798 15.878 446676945477
14.913 14.965 661428753887
13.490 13.488 171798976641
15.321 15.406 661428739579
14.171 14.163  68719676626
15.452 15.494 661428270123
13.935 13.967 661427690542
15.191 15.189 558346602816
15.793 15.951 446676946752
15.344 15.462 661427740950
15.202 15.271 188979358698
15.262 15.269 412317881818
15.277 15.305 661428848422
15.126 15.192 584115996698
14.568 14.721 231929040618
14.920 15.043 661427797248
13.943 13.969 360777903725
13.285 13.316 146029217727
14.946 14.996 128849727597
14.631 14.620 661428666116
14.662 14.651 369367591395
14.117 14.120  85900646533
15.166 15.142 103080145423
15.450 15.533 609885816050
13.599 13.651 506807084482
13.366 13.568 515396919686
15.341 15.370 335008289857
15.537 15.653 549756039763
14.722 14.814 326418576109
14.077 14.257 326418202193
12.675 12.797 137439543205
14.789 14.803 249108828785
12.089 12.125 627065550356
14.750 14.731 266288784768
12.638 12.623 635655507085
14.722 14.875  42950495910
15.939 16.035 369367569340
15.556 15.596 661427732517
15.608 15.673 128850350594
15.160 15.210 661427818728
15.471 15.501 171799922297
15.637 15.737 446677448282
13.219 13.221 661428310235
14.697 14.704 661427989852
16.379 16.384 661427899630
13.593 13.566 352187790893
15.134 15.148 661427586013
14.986 14.982 180388733815
14.756 14.887 566936162669
15.673 15.813 206159084459
14.250 14.253 661427589161
15.202 15.262 386548219678
13.712 13.776 661428939920
15.388 15.444 249109203005
14.085 14.070 197568707602
14.633 14.703 257699162349
14.142 14.126 575526267299
13.082 13.182 343597685989
15.214 15.292 644245219549
14.745 14.753 532576757030
15.024 15.044 661428118044
15.648 15.666 661428641897
14.032 14.053  25769933364
15.593 15.556 661428755751
15.163 15.248 584116285808
15.671 15.748 541166383980
15.376 15.503 506807146364
14.498 14.512 661428010751
14.992 15.108 506806350537
16.036 16.158 661428595902
14.562 14.529 300648924097
13.437 13.416 240519011488
14.465 14.510 661427896493
15.342 15.385 515396352273
14.815 14.816 601296308879
12.790 12.795  77310518406
15.635 15.626 240519258516
16.119 16.113 403727533612
15.661 15.719 188979511665
15.557 15.671 180388681545
16.486 16.472 661428422228
14.749 14.747 661428839402
14.157 14.139 661428392414
18.002 17.760 661427755573
14.597 14.598 661428295043
15.955 16.072 300648690895
14.203 14.236 618475309543
14.067 14.141 618476107509
15.178 15.279 661427548761
15.770 15.849 266288131854
13.337 13.424 283468566816
15.746 15.730 214749316443
12.366 12.368 197569125482
16.075 16.139 446676867418
15.269 15.263 601296016444
13.382 13.385  94490167756
15.300 15.316 455266882799
14.587 14.588 661428051841
12.027 12.029 661428794979
14.082 14.076 601296286115
15.700 15.838  51540130109
15.583 15.598 558346723832
14.398 14.392 661427589163
15.018 15.019 661428028511
14.476 14.615 506806914804
13.460 13.494 360777800070
15.512 15.557 661428462042
15.725 16.091 661427915413
15.774 15.729 661427958375
15.028 15.047 661428598364
12.974 12.950 377957226175
13.827 13.929 661427662204
12.769 12.823 661427745277
15.168 15.244 661428791143
14.360 14.458 137439072301
17.787 17.911 661428683575
15.405 15.399 309238737492
16.326 16.408  17180411475
13.505 13.550 661428891662
14.534 14.606 412317494575
14.086 14.085 652835941737
15.713 15.784 231928548426
15.285 15.446 188978605435
15.946 16.038 446677664109
15.080 15.151 661428459307
15.870 15.907 558345963120
15.620 15.673 661428617293
13.915 13.915 489626615588
15.370 15.436 360778194412
13.907 13.953 206159704321
12.888 12.871 618475942140
15.103 15.108 661427802147
15.569 15.717 403727228843
12.896 12.893 446677133492
15.041 14.989 609886344739
16.124 16.127 661428254643
14.660 14.684 661427728509
15.380 15.377 438087177076
12.246 12.235 171798747376
14.814 14.889 446677045821
14.716 14.715 214748865614
14.303 14.411 661427820191
15.033 15.202 618475481532
16.196 16.242 257699061932
14.949 14.972 661428445972
13.419 13.394 661428804887
14.539 14.537 661428624443
14.684 14.684 661427530307
15.461 15.431 661427731245
14.839 14.675 661427623677
15.202 15.292 403727641880
15.446 15.453 661427687123
15.049 15.145 438087611592
13.376 13.494 618475621475
14.369 14.446 661428588756
13.854 14.036 661428753891
15.472 15.473 618476365021
14.793 14.777 541166432419
14.181 14.210 566936031361
15.902 15.990 609885630012
11.728 11.736 197568514414
15.904 15.957 420907754203
15.573 15.647 231929473978
14.819 14.905      1299687
15.365 15.535 661428015078
13.984 14.085 515397170836
11.394 11.467 661428865883
16.092 16.160      1037753
15.061 15.060 335007941895
15.095 15.194 360777435284
14.233 13.961 601296117553
15.081 15.084 661428395565
15.217 15.240 661427722911
15.575 15.547  25770992170
15.106 15.188 575526693774
15.804 15.804 137439933603
15.373 15.421 609886289046
14.014 14.071 661427691135
16.086 16.123 661428447149
14.651 14.767 472446706821
14.985 15.042 661427709889
15.304 15.295 231928469789
15.213 15.200  17180453841
13.264 13.312 661428081360
12.712 12.022 661428639065
15.349 15.449 661428789695
14.397 14.391 661428001733
12.004 12.059 661428684165
14.469 14.552 661427740956
13.524 13.639 644245468041
12.863 12.893  51540263295
14.325 14.396 377958030017
13.970 13.970 566936223279
16.391 16.370 661427972686
14.987 15.119 420907233885
13.825 13.990 197568500392
15.037 15.165 455266639214
15.060 15.079 283468427084
15.427 15.568 481037239618
12.789 12.859 515396233814
15.343 15.476 171798873678
15.311 15.400  25770087047
15.425 15.415 292058547985
14.085 14.135 266288050658
14.453 14.522 661427753704
15.177 15.325 481036793396
15.455 15.434 463857594925
15.456 15.467 661428806064
14.900 14.898 223339256904
14.768 14.789 661428721129
15.555 15.598 661427770473
16.201 16.178 661427726649
11.948 11.950  60130464011
15.693 15.741 661428512454
15.986 16.042 661427842651
16.100 16.198 618476050919
14.777 14.849 644245788121
15.707 15.762 180389011367
14.093 14.181 377958408664
15.220 15.212 292058173763
13.873 13.911 369368281799
16.158 16.218 558346471902
14.879 14.577 661427923851
13.893 13.891 661427578282
13.242 13.335 575526608862
15.552 15.599 420907661533
15.194 15.347 369368390642
14.296 14.300  94490648276
15.092 15.156 498217064727
13.560 13.706 566936088349
15.896 16.022 489626894284
15.367 15.367 395137174858
12.868 12.939 661428384682
16.059 16.057 661428169436
14.005 14.000 661428916881
15.376 15.407 558346762375
14.136 14.277 137440365696
14.869 14.995 438086711238
15.974 16.078 438086767635
13.588 13.678 386547753545
15.783 15.815  60129662132
15.559 15.602 249108148513
15.733 15.737 257698395869
15.298 15.379 661427761452
15.214 15.257 661427653884
14.480 14.593 188978799609
14.673 14.654  25770136181
15.534 15.533 292058754799
15.023 15.002 420907068751
14.583 14.564 438087804787
15.158 15.284 661427691825
14.040 14.108 386547255583
13.179 13.166 188978877670
   inf 15.178 506806877846
14.416 14.376 661427978974
15.070 15.190 601295628097
15.432 15.604 180389277715
15.850 15.908       517490
23.150 17.528 661427779211
12.045 12.108  77310904392
15.003 15.089 300648348767
15.887 15.915 541166184911
12.374 12.280 558346894274
14.823 14.896 661427839917
12.266 12.261 506806941875
15.512 15.502 463857263963
14.671 14.772 472447379478
11.731 11.727 661428910596
15.050 15.065 369367189939
14.798 14.816 661427751843
15.042 14.994 661428294461
14.585 14.556 420907026388
15.271 15.360 661428789698
14.538 14.344 386548029631
16.199 16.431 481036459699
15.691 15.644 661428619849
14.817 14.811 661427751156
14.520 14.524 661427761453
15.462 15.532 283468762061
15.357 15.348 292058345774
15.660 15.693 661428478631
14.906 14.932 661428636608
15.742 15.833 249108759753
14.816 14.810 412317206866
14.735 14.717 360777348204
15.000 14.999 661427959656
15.210 15.218 188979751826
15.702 15.731 463857300927
14.445 14.522 326417728040
16.073 16.225 309238234515
15.520 15.567 317827924180
15.019 15.111 541166647394
13.819 13.867 661427995734
14.829 14.832 369367526397
13.386 13.371 601295597697
16.287 16.331 266289169705
14.856 15.017 317828760097
15.453 15.534 429497013319
15.683 15.743 661427969266
15.517 15.634 661427695562
15.269 15.315 566936181996
15.045 15.097 661427756168
15.904 15.891 163209698395
13.627 13.648 661428744874
13.258 13.263 343597834263
13.325 13.472 412317680899
15.234 15.343 274878047891
12.331 12.277 661427736949
16.488 16.485 661427629280
12.562 12.547 412317177640
15.342 15.340 661427747146
14.177 14.359 249108209120
15.567 15.559 575526290627
15.212 15.210 377957722280
15.590 15.532 661428612976
14.910 14.986 309238737499
16.016 16.081 335008223171
15.802 15.867 661427873446
14.424 14.414 197569753487
13.941 14.032 498217387269
15.694 15.699 257698922371
14.214 14.334 472446623763
14.301 14.390 283469049033
13.515 13.519 472446616604
14.814 14.815 292058882276
14.607 14.625 292058486696
14.716 14.731 661427754993
15.759 15.852 661427732526
14.051 14.074 661428703786
11.395 14.078 661428275144
14.264 14.238  60130305060
15.744 15.872 661427870996
14.148 14.280 532576111970
14.945 15.026 661427716355
13.471 13.575 532576208379
13.551 13.722 429497917581
16.435 16.504 661428632196
13.664 13.646 661428595223
14.706 14.831 163209814696
15.393 15.386 128849501063
15.663 15.742 661428749199
15.232 15.273 352187946043
15.467 15.470 146029701676
14.528 14.520 240518768478
10.933 10.906 197569271697
15.486 15.474 214749016967
13.293 13.445 249108112026
14.383 14.514 661428754485
12.487 12.487 120259690441
15.384 15.494 644246017523
15.704 15.688 652835052103
11.974 12.148 309238555193
15.498 15.486 609885982174
14.169 14.157  42950735694
11.391 11.374 266288911962
12.141 12.131 197569572457
12.593 12.755 128849875677
12.833 12.838 644245858440
14.422 14.443 180389670848
15.901 15.997 343598142005
15.669 15.676 661428799998
14.759 14.459 661427879046
15.390 15.388 661427763319
14.685 14.774 661428378802
15.208 15.263 274878001793
13.791 13.788 292058781170
14.317 14.308 188979757427
14.975 15.005 661428564432
13.748 13.764 128849455767
14.976 14.906 661427937889
15.681 15.746 180388962407
15.335 15.386 206159567535
15.709 15.739 326418126005
16.279 16.338 317827797686
15.343 15.463 652835733658
14.363 14.362 661428801746
14.547 14.486 661427625547
14.492 14.488 661428017635
13.701 13.754 661428350747
16.294 16.315 661427739401
15.852 15.819 352187907506
15.824 15.964 231929477710
15.153 15.255 420907908873
14.199 14.251 438087659562
15.051 15.100 523986136405
10.715 10.704 360777491963
17.523 17.575 661428849021
12.718 12.731 592705601558
14.534 14.610 635655916111
14.454 14.575 197569738593
14.847 14.897 120259622298
20.257 14.595 661427792936
15.869 15.901 661428498541
13.842 13.834 661427785787
14.146 14.176 274879168399
15.631 15.663 257699077836
14.897 14.889 335008665541
14.410 14.402 661427723506
15.489 15.459 661427740962
15.493 15.558  85899585658
13.518 13.487 661427776765
15.189 15.212 661427699989
14.164 14.218 661428735855
11.509 11.508 661428900990
15.740 15.809 386547198020
15.086 15.111 661428688595
14.551 14.661   8590858342
15.688 15.751 661427537199
14.760 14.763 661428392424
15.660 15.740 317828261540
15.318 15.328 335008200807
15.926 15.984 292057985757
14.683 14.658 352187588406
15.224 15.379 240518392394
15.032 15.033 618475472519
15.168 15.506 661427864427
15.341 15.457 240518719644
14.314 14.345 541165899533
15.017 15.036 463857555018
14.747 14.738 231929562922
15.486 15.484 231929465551
12.458 12.443  94489539070
15.306 15.318 489626649527
15.591 15.575 266288417040
13.813 13.800 523986313014
15.591 15.556 661428037543
15.350 15.399  85900503762
13.172 13.264 171798723742
14.461 14.620 403726983559
16.739 14.859 661428320544
15.805 15.864 326418646436
13.401 13.481 584116061836
15.063 15.207 438087362805
15.189 15.178 395137533090
15.308 15.279 661428099127
15.634 15.684 386547085442
14.749 14.736 661428109721
15.019 15.019 309238255701
12.751 12.793 197569434687
14.825 14.899 463857194929
14.384 14.319 661427848944
14.865 14.854 644245341437
11.621 11.614 386547680098
13.799 13.840 523986469243
14.656 14.654 103080136414
10.631 10.520 455267135152
13.478 13.386 661427550910
15.040 15.134 661427593872
15.417 15.411 412317132132
14.057 14.154 309238485569
15.873 15.871  85900269598
14.759 14.809 627066230469
14.348 14.341 240518865164
14.645 14.653 661428018912
14.861 14.953 214749397357
15.769 15.778 661428552962
15.899 15.981 446676938331
15.505 15.520 429496764706
15.406 15.433 188978564747
14.549 14.627 652835640988
15.389 15.367 128849331608
15.317 15.414 661427799124
14.929 14.974 223338319899
15.104 15.244 661428028522
14.788 14.859 369367558469
15.189 15.282 335007986719
15.678 15.738 609886090952
14.445 14.566 661428598375
15.158 15.154 438087409103
11.246 11.222 523986759119
15.047 15.079 661427712623
14.794 15.003 566936789119
14.711 14.724 661427830499
14.988 15.102 489626441029
14.794 14.932 455267582807
14.599 14.762 661428021649
15.347 15.364 661427733118
13.255 13.261 661428383404
12.878 12.807 661428027935
15.605 15.695 661427746563
15.034 15.049 661428825391
14.377 14.417 661427548773
14.512 14.341 420907499553
14.982 15.015 661428090391
13.177 13.175 592705506052
11.839 11.827 472446914918
15.097 15.202 343597403473
15.316 15.429 103080304699
13.965 13.965 661427644181
15.505 15.493  42950009044
15.269 15.305 541166581783
14.807 14.818 661427747839
14.094 14.186 377957266688
14.662 14.625 661428639074
15.864 15.979  25770232284
15.332 15.441 661428526495
14.291 14.293 283468174571
15.480 15.629 420906969693
15.564 15.669 558346680595
15.987 16.021 523986146018
15.721 15.812 206159148216
15.897 16.033 652835086735
15.797 15.867       481398
14.441 14.448 506806304175
14.566 14.644 661427800983
13.750 13.764 661428232885
14.970 15.007 661427710761
15.345 15.346 463856819623
15.494 15.486 661428185615
14.419 14.570 438087121378
14.696 14.764 661428785281
15.416 15.474 661427641034
15.109 15.142 661428554827
14.364 14.370 438087375565
15.634 15.780 266289113314
15.344 15.352 523986959470
14.151 14.155 661427754999
14.768 14.842 584116479600
13.814 13.824 343598566343
15.295 15.406 283468136621
14.531 14.530 661427760185
14.267 14.258  68719935037
14.878 14.954 257698382431
14.265 14.431 661428744880
15.628 15.671 661428504029
15.361 15.367 627065798684
15.312 15.396 661428545118
14.748 14.705 661428710253
15.016 15.016 601296010859
15.290 15.456 549756218937
14.966 15.024 661428813910
15.815 15.810 661428831267
15.391 15.386 661427920712
12.836 12.825 489626898019
14.912 14.979 661427705476
15.071 15.176  60130059419
15.401 15.490 326418542194
14.068 14.138 472447485879
13.839 13.897 566936723801
13.040 12.768 266288357026
15.884 15.967 558346913899
15.827 16.134 515397095246
15.229 15.289 635655753816
13.831 13.863 343598584388
13.053 13.185 523987134038
13.570 13.552 661427731257
14.796 14.909 300648494294
14.934 14.931 661427676938
15.218 15.208 661427626827
15.633 15.820  34359986415
15.572 15.617 661428324283
15.315 15.393 661425441702
13.225 13.231 661428445297
15.090 15.092 661428355075
13.318 13.118 661427900806
15.389 15.372 274877990785
12.845 12.936 188978980924
14.488 14.478 180388713236
15.733 15.788 283468009735
15.925 15.975 412317099596
13.064 13.069 661428494810
11.139 11.104 549756057813
14.328 14.506 377958344920
16.447 16.197 661427825205
16.115 16.233 231929137042
13.948 14.058 386547108100
15.578 15.606 661427943080
14.648 14.631 403727243752
15.960 16.052 197568797542
16.169 16.318 438087637798
14.807 14.741 661427632701
15.348 15.439 335007861982
14.549 14.674 274878967634
14.018 14.018 549756931459
14.886 14.976  51539888200
15.134 15.107 283468275680
14.498 14.503 515396446236
15.453 15.473 601295440889
14.425 14.477 661427579568
14.993 14.985 661428474904
14.353 14.398 369367530406
13.949 14.088 661428625731
15.350 15.457 644245722125
15.623 15.778 652835620397
15.723 15.727  34360237085
16.052 16.024 661427926312
14.757 14.844 317827968416
15.449 15.507 335007526310
13.680 13.822 395137815910
15.614 15.695 661428519339
13.642 13.708  68719801965
12.055 12.125 661427640449
16.012 15.930 661427806584
12.657 12.571 154620069003
14.411 14.458 661427751165
14.278 14.248 661427847673
13.928 14.008 652835153217
14.828 14.884 274878351395
15.294 15.351  77310755438
15.085 15.079 120259364496
14.484 14.508 661427949368
17.113 17.159  60130593470
13.895 13.895 403727094101
15.826 15.849 661428466480
13.919 13.890 609885422626
15.652 15.723 601295761556
15.324 15.205  94489615952
14.521 14.530 661428738311
13.205 13.189 558346332866
15.600 15.598 309237748203
14.105 14.434 661428377534
14.442 14.436 661428771251
14.916 14.991 455266657270
14.887 14.881 103079507136
15.744 15.694 661427939759
15.578 15.669 523986430995
15.445 15.572 352187498888
13.562 13.547 566936373911
10.971 10.970 206159087614
14.332 14.376 489626307684
16.027 16.027 661428120897
15.874 15.941  34360276302
-6.443 14.781 661427807860
15.181 15.144 601295898466
15.931 15.933 661428267406
13.976 13.972 661428011356
16.133 16.132 661428420381
15.666 15.659 661427585443
13.830 13.859 515396921842
14.990 15.064 472446678894
14.043 14.043 661428936102
14.870 14.856 549756918428
15.494 15.573 661428660536
15.266 15.257 601295655164
13.663 13.663 403727093515
14.935 14.999 326418106106
15.405 15.459 661428731439
14.758 14.829 652835224809
14.765 14.766 661428616711
14.514 14.636 377958175374
14.865 15.001 661427738821
15.066 15.102 661428925218
15.160 15.163 661428353205
16.191 16.269 566936332823
15.483 15.467 541166761534
13.423 13.563 463857722710
16.232 16.302 661428484516
14.750 14.826  68719768042
13.305 13.286 498217318536
15.389 15.380 292058014811
12.725 12.741 369368313488
15.063 15.057 644245905021
15.498 15.612 206158914109
13.638 13.633 661427857972
14.837 14.828 326418419036
15.839 15.905 661428371937
14.570 14.593 661428051170
15.409 15.520 214749656446
14.708 14.815 429497783522
14.508 14.565 661427678804
15.430 15.491 661428732027
16.202 16.276 661428160014
16.522 16.550 592705490552
17.838 18.002 661428349892
13.568 13.605       345493
15.281 15.381 403727451155
15.328 15.351 661427611522
13.407 13.383 103079874877
13.441 13.422 429497722527
15.336 15.327 472447650320
15.079 15.198 231928960891
16.602 16.582 661428488252
15.443 15.554 292058705288
15.418 15.429 377957705522
14.431 14.498 661428613574
16.791 16.794 661428606415
14.136 14.174 661427602500
14.530 14.518 601295786476
12.635 12.683 532576380376
13.532 13.617 163209582679
15.634 15.728 661427924452
16.199 16.290 661428697615
15.649 15.754       104054
13.865 13.840 266289158831
14.982 15.090 558345790540
14.543 14.563 661427541208
14.961 14.984 661428630333
15.951 15.952 618476043783
15.514 15.536 146029701686
13.372 13.372 377957860751
16.325 16.293 661427963679
13.190 13.189 377958280493
15.314 15.305 661427994470
14.802 14.845 274878882702
14.096 14.096 395137029252
14.997 14.997 609886130382
13.728 13.699 523986783043
15.191 15.237 489627042496
15.193 15.185 309238797220
15.446 15.498 395138098861
15.067 15.229 223338583978
15.174 15.150 635655976529
15.625 15.627 661427685277
15.328 15.251 197569766246
11.660 11.660 386548197620
17.446 13.900 661428325563
13.414 13.442 609885780659
14.243 14.290 584116578162
14.222 14.319 206158765156
13.704 13.731 223338808846
15.732 15.737 420907514753
14.821 14.909 412317439196
15.217 15.190 180389695776
15.614 15.616 584115610623
14.175 14.170 137439952939
11.636 11.635 609886004083
15.571 15.583 661428111878
11.539 11.663 601296325657
15.386 15.472 661428470495
14.853 14.940 661427740284
14.487 14.606 249109387595
15.331 15.319 335007454137
15.881 15.854 532576852559
14.284 14.315  94490547871
14.183 14.296 283468559686
16.526 16.500 661427817473
15.608 15.697 609885644062
14.505 14.490 481036450278
14.034 14.033 420907371673
16.322 16.386 661427812462
14.106 14.180 223339146103
15.076 15.069 661428595922
15.547 15.532 231929137735
13.508 13.503 274879250471
14.095 14.095 661428741739
15.553 15.667 163208985643
15.092 15.117 171799504270
15.512 15.507 231928965207
13.483 13.606       947702
15.941 15.960 661428555421
15.389 15.402 274879027489
16.038 16.129 360777327723
16.501 16.552 403727482637
15.331 15.406 661428480793
15.531 15.619 300647913731
 9.994  9.999 661428955425
14.400 14.532 541166127666
10.983 10.950 171799062981
15.358 15.513 420907657538
15.475 15.530 188979747829
14.634 14.645 420907775403
15.390 15.388 592705699642
14.668 14.589 652835464289
14.273 14.394 601295875415
15.261 15.359 481037554702
13.521 13.546 635656091777
13.947 14.064  42950456019
15.902 15.906  77310324648
15.922 16.031 274878619908
15.282 15.375 274878963217
14.240 14.241 463857495010
14.128 14.165 463857361937
13.427 13.428 661425509886
15.737 15.729 601296161396
13.379 13.418 558345977173
15.474 15.542 661428690744
14.982 14.996 412317409681
13.376 13.383 515396119004
15.167 15.174 609885715654
13.096 13.087 661427625559
13.384 13.376 103079740421
15.452 15.463 214748924376
15.685 15.701 661427839932
13.054 13.042 335008335177
12.814 12.855 592706296680
14.663 14.652 661428251515
15.526 15.604 618476013582
15.205 15.233 627065310902
15.029 15.066 206159219815
15.436 15.528 661428429123
14.119 14.168 403727375658
12.467 12.505 352187452793
15.359 15.532 309238402116
13.923 14.005 188979443922
15.163 15.170 352187729635
15.107 15.099 661428602693
14.300 14.244 506807284159
15.055 15.096 223338320084
17.767 17.888 661428889535
15.389 15.473 463856544653
15.702 15.786 326417661164
15.321 15.323 661428543263
14.246 14.236 644245733017
14.278 14.275 335007912298
15.229 15.202 549756201774
14.895 14.890 463857449324
14.152 14.283 352187861121
12.458 12.583 455266595396
15.147 15.216 661427781376
15.420 15.427 206158517946
12.252 12.252 661427651340
15.451 15.484 489626809388
15.238 15.227 180389381574
14.580 14.615 137439079894
14.306 14.360 618475877545
14.800 14.796 661428708801
14.531 14.494 386547717484
15.676 15.811  77310309066
13.155 13.129 652835181565
13.985 14.052   8590049326
11.295 11.381 223339430392
15.360 15.411 661427783927
15.696 15.691 661427841394
15.455 15.453 661427600642
15.046 15.088 137439854296
15.474 15.576 317828336191
12.010 11.997  94490214350
14.897 14.910 661427852967
15.045 15.173 231928427434
13.862 13.863 618475446750
15.717 15.772 154619823248
12.997 13.129       507200
15.660 15.723 558346828697
16.325 16.382 661428761649
14.583 14.630 523986892589
15.278 15.359 661428624464
15.160 15.275 661428634761
15.459 15.378 352187606072
14.572 14.664 661427569279
15.554 15.298 661427734404
15.179 15.190 515396711899
15.333 15.391 472446975237
17.633 17.730 661428557985
14.309 14.310 661428424801
16.732 15.786 661428317133
16.184 16.183       343626
15.073 15.170 257698394601
15.996 15.924 197569176891
13.137 13.229 618475303968
11.923 12.042 532576378233
13.502 13.504 352187863683
15.842 15.900 523986581522
11.894 11.892 412318002298
14.237 14.238  77310520578
15.376 15.468 661427761470
14.568 14.634 463857209171
13.587 13.725 627066024944
13.936 13.955 661427704200
15.582 15.645 506806807159
12.736 12.815 326417538004
13.991 14.140 146029570083
16.050 16.124 154619905036
14.686 14.681 532576411470
14.457 14.545 300647950400
13.462 13.458 111669723621
16.212 16.076 661428646922
15.106 15.101 377957706116
13.640 13.626 652835074586
14.040 14.171 292058043747
14.823 14.848 661427696167
14.951 15.021 661427836797
16.686 16.350 661427937206
15.669 15.716 463856746869
16.028 16.009 661427756872
16.831 16.165 661428371256
15.164 15.322 188978761274
14.718 14.825 515396978147
14.931 15.086 661427676948
15.762 15.769 661428608294
15.566 15.573 661428719000
15.592 15.686 231928903628
15.620 15.681 661428214852
11.090 11.062 609886418802
12.489 12.488 609885730553
15.694 15.679  17180633609
15.779 15.787 249108464198
14.555 14.698 635655373042
14.161 14.060 206159009868
15.822 15.928 137440149881
15.874 15.850 627065972155
14.894 15.001 661428720561
15.114 15.222 403728001914
15.076 15.199 532576570426
15.678 15.787 592706101917
15.387 15.393 506806572682
15.089 15.228 300648024971
13.978 14.045 661427746576
15.943 16.033 455266836438
14.051 14.048 154619831684
15.290 15.364  60130300754
15.589 15.695 386547057115
14.962 14.953 446676921861
14.821 14.930 420907933394
15.913 15.980 661428457468
13.759 13.758 231929502529
13.672 13.673 661427619689
14.665 14.659 188979210920
15.929 15.997  60129831013
15.797 15.872 326417639112
15.816 15.878 661428412643
15.208 15.212  77310738689
15.108 15.278 472446710167
14.850 14.994 188979121984
15.620 15.634 403727954823
14.339 14.440  94489906424
10.303 10.188 352188240465
14.646 14.670 661428524635
14.505 14.517 566936065314
13.412 13.416 558346619327
14.992 14.961 128850091528
13.478 13.489 661428527783
13.334 13.320 128849027439
13.462 13.482 661428397450
13.789 13.772 146029041321
13.166 13.583 661427742153
15.392 15.499  34360983646
14.693 14.707 661427885624
13.340 13.292 120260516966
15.602 15.701  60129756798
12.677 12.582 498216854966
14.699 14.702 661427848959
15.432 15.550 627066261962
13.771 13.771 635656215543
15.370 15.395 661428539256
13.890 13.909 292058176922
14.771 14.718 661428674578
15.142 15.146 661427836799
15.218 15.208 438086848168
12.756 12.753 592706165374
14.903 14.923  85899505359
15.438 15.443 463857210724
14.630 14.632 575525768934
14.412 14.471 455267674218
15.074 15.209 498217011499
15.190 15.240 103079528328
15.306 15.303 661427550925
15.539 15.565 223339499540
14.401 14.402 661427709901
12.866 12.855 661428241222
13.844 13.879 661428931100
15.170 15.210 661428485112
11.822 11.589 661428301928
15.129 15.118 223338965257
15.580 15.621 326418326372
14.699 14.787 661427815607
21.762 12.853 661428310262
14.400 14.434 197569247797
15.337 15.348 515396222264
14.794 14.881 446677589908
15.280 15.275 438086682720
15.681 15.744 171799836516
12.585 12.580 661427774909
15.419 15.569 661428314686
13.994 14.102 661427694994
15.126 15.127 661428590230
15.023 14.855 661427727946
14.664 14.668 446676993056
14.279 14.323 120259451580
10.947 10.912 506807006746
15.435 15.492 549756141073
14.635 14.701 661428801763
14.016 14.016 661428255256
14.767 14.764 661427693021
15.682 15.680 249109324046
15.638 15.658 283468187333
13.324 13.335 661427819343
14.767 14.764 661428118071
15.633 15.618 455267222241
15.304 15.357 661427811194
15.014 15.037 661427739419
14.680 14.821       942010
15.582 15.580 661427701753
16.105 16.208 661427529469
15.369 15.366 661428086395
15.013 15.132 661428560027
15.301 15.302 609886164320
15.629 15.759 532576645754
16.059 16.047 661428603286
14.681 14.723 395138192405
14.944 15.000 661428604561
13.139 13.117 386548195766
15.776 15.835 661428391166
14.366 14.515 420907762662
15.224 15.707   8590155036
13.420 13.424 661428768527
13.815 13.810 214748709823
15.271 15.267 188978694100
14.121 14.146 661428289884
14.790 14.971 274879017199
14.807 14.796 506806737535
14.613 14.595 661427554662
15.479 15.554 661428824121
16.176 16.275 661427946231
14.720 14.718 541166079128
15.319 15.346 661428513752
14.832 14.923 180389449059
14.008 13.980 292057812787
15.325 15.326 377957435564
15.856 15.858  17181175642
14.469 14.421 661428426679
15.005 14.996 575526265454
14.785 14.871 558345923333
14.456 14.460 661428130508
15.444 15.470  51540066107
13.882 13.964 292058486706
13.809 13.811 214748965471
14.709 14.737 661427955941
15.380 15.370 644245607410
15.657 15.719  51540388059
13.833 13.712 549756053403
15.045 15.048 661428235350
14.447 14.446 214748840722
14.124 14.214 566935803561
14.190 14.257 455267363163
13.966 13.942 420907474651
14.333 14.339 515396519702
13.638 13.624 223338560932
15.152 15.153 661428395590
14.383 14.447 661427740293
14.292 14.257 661428445999
15.755 15.878 317827692175
15.089 15.122 566936500420
13.886 13.863 206158469407
15.443 15.462 266288194053
15.214 15.347 395138037188
15.993 16.029 335007774912
14.631 14.656 532576975444
14.999 15.093 412317029592
15.699 15.756 661428527099
15.006 15.046 111669589292
14.898 14.962   8591035488
15.862 15.930 223339222999
15.228 15.268 661427604384
15.384 15.438 292058396495
13.837 13.881 317828135947
15.106 15.087 661428502869
14.194 14.148 481036902561
15.116 15.204 592706019170
15.561 15.578 128849106091
14.944 15.009 661427688425
15.890 15.976 343597981767
15.000 15.041 558346437711
14.433 14.423 395137236762
15.660 15.730 661428802353
14.294 14.439 506807170301
14.347 14.345 274879227150
15.130 15.097 661428692615
15.248 15.249  25770085897
14.797 14.780 661427631440
14.466 14.475 188978992411
15.524 15.618 661427667243
15.817 15.952  17179948736
15.989 16.049 128849932567
15.467 15.501 661428688604
14.156 14.137 661427594478
14.845 14.844 223338978008
11.515 11.489 532576492379
15.630 15.627 661427662232
15.563 15.662 661428626333
13.444 14.443 661427916717
14.713 14.726 592705790736
15.247 15.252 120260026057
15.442 15.523 661427746580
14.663 14.610 481036495102
12.912 12.908  25770607101
14.501 14.502 661428752633
14.487 14.489 377957215309
14.640 14.649 584115926701
18.939 15.864 661428324299
