  MEAN MEDIAN    ASASSN_ID
14.540 14.663 558345785199
14.916 14.944 661427733756
14.729 14.754 412317174448
13.794 13.864 386547066762
14.878 14.987 326418064078
14.807 14.801 481037561106
15.380 15.428 360777459564
14.178 14.194  17180801820
14.954 14.995 661427707288
14.458 14.473 661427742090
12.861 12.861 103080653647
15.282 15.290 661428630278
15.425 15.527 661427745229
14.966 15.089 257698371496
15.450 15.439 360778240359
15.629 15.658 429497773170
13.518 13.544 575525855945
15.444 15.592 635655771111
15.270 15.302 661427746504
13.673 13.715 283468621098
13.599 13.586 257698466031
14.399 14.405 661427576368
14.450 14.446 661427569209
14.867 14.926 249109307901
15.579 15.366       761603
13.934 14.022  68719555578
13.949 13.966 661428696285
14.655 14.753 661428779348
14.325 14.389 420907759175
15.384 15.444 661428059953
15.212 15.205 455267588357
15.414 15.422  85900112036
15.690 15.662  68719669432
13.194 13.203 661428295694
12.869 12.989 111669796717
15.431 15.432 661427856633
15.553 15.564 317828154503
16.039 16.107 661428744820
15.537 15.658 549756864230
15.329 15.389 283468288377
15.197 15.270 523986900563
13.918 13.928 231929274176
13.911 13.987 661428768463
14.529 14.560 283468499602
12.820 12.881 498217012014
15.475 15.486 429497170367
15.300 15.292 446676724598
13.398 13.386 360777790804
16.103 16.116 549756263987
16.358 16.355 661428560651
15.129 15.130 532576157329
14.911 15.019 661428629406
15.619 15.718 661428454259
15.392 15.458 240518473538
15.037 15.022 352187428808
14.539 14.537 266288526525
15.334 15.334  51540249625
15.869 15.955 214749163707
15.244 15.226 455266686825
15.814 15.821 489627379691
16.228 16.327 489626292704
11.329 11.412 188978651773
14.380 14.372 541166562406
13.496 13.383 661427950867
14.965 15.098 257698976852
15.712 15.767  17180020447
11.700 11.585 446676926114
13.589 13.674 163208942626
13.649 13.790 171799082822
12.104 12.100  17180784079
14.501 14.641 575526070327
12.541 12.530  42949677128
16.864 16.910 661428435628
14.840 14.944 335008581836
15.039 15.071 661428212232
15.306 15.299 300648277813
11.657 11.653 163209524768
15.804 15.947 292058508022
14.553 14.641 558346234159
13.585 13.576 481036592409
15.385 15.422 489626986319
13.120 13.114 661427703554
15.291 15.352 661428594592
15.348 15.342 163209392572
14.156 14.251 661428572125
15.365 15.352 309238064327
15.197 15.195 163209571043
14.176 14.237 661428833769
13.449 13.444 661428894077
15.502 15.510 661428570262
12.977 12.989 326417699460
17.167 17.232 661428350005
15.959 15.943 661428641165
15.099 15.220 343597799111
15.351 15.448 223339154483
13.196 13.294 343597719494
14.177 14.228 566936479290
15.612 15.598  25770298921
14.876 14.990 515396242798
15.722 15.820 592706283867
14.063 14.050 609885379041
14.117 14.190 481037103258
14.899 14.949 180388932847
15.305 15.348 163209985768
15.158 15.197 412317196220
14.207 14.158 635655424667
14.398 14.334 661427722874
13.529 13.544 661427836729
15.777 15.899 395137636005
13.413 13.400 438087238323
14.253 14.268 661428836908
14.963 14.978 661427808398
15.344 15.455 386547341332
15.108 15.137 661428476030
14.448 14.433 661427612746
15.387 15.414 558346261216
15.163 15.151 395138039676
14.771 14.820 335008100931
14.453 14.426 395137716618
15.911 16.029 300647945057
16.068 16.139 506806436017
15.528 15.610 661428728652
15.573 15.697 498216342214
14.997 15.037 438086789366
14.988 14.993 274878562571
13.753 13.759 309238262806
15.782 15.922 352187870088
13.508 13.555   8591124362
13.210 13.243  77310341352
15.208 15.286 661427722875
14.733 14.792 438087748456
15.497 15.615 257699320292
12.994 13.113 584116357265
16.511 16.517 661427750519
17.251 17.257 652835348222
13.947 13.947 661428804841
14.951 15.003 635655689052
15.054 15.049 463857028083
15.074 15.074  42949994070
12.552 12.564 412317089929
13.512 13.503 635655701795
12.629 12.619 661428733251
17.491 17.542 661428402288
15.578 15.685 438087057990
15.335 15.364 661428465834
15.495 15.572 661427993821
14.894 15.031 661428540748
14.969 15.023 661427763277
15.022 14.980 661428252736
15.254 15.243 515396438441
14.446 14.625 661427726601
11.338 11.447 180389075463
15.299 15.354 498216742906
15.406 15.400 661428753159
14.181 14.301 137439576516
15.441 15.480 506807020995
14.715 14.716 661427672468
16.325 16.411 584116055909
15.015 15.121 369368066505
15.415 15.482 661428621260
15.408 15.456 584116575650
14.033 14.021 352187710537
17.392 17.453 661428170261
14.954 15.062 661427731200
14.021 14.042 661427666594
15.699 15.764 326417989338
15.044 14.367 661427824570
16.071 16.129 601296103485
15.839 15.947 309238244773
15.566 15.579 644245967930
15.501 15.580 481037414317
13.394 13.393 558345766572
15.738 15.868 120260453742
15.184 15.184 627065704290
12.983 12.982 661427990684
15.454 15.438  17180990994
14.376 14.550 549756585245
15.921 15.935 309238554555
14.852 14.958 661427612748
14.883 14.896 661428004836
13.871 13.846 575526084363
15.143 15.164 197569455816
15.693 15.771 335008029068
14.768 14.910 420907336121
15.219 15.242 163209535656
14.864 14.870 455266608387
15.498 15.509 661427958332
15.302 15.325 661427932827
15.648 15.638 661428415037
15.174 15.229 652835259975
14.636 14.600 661427888705
15.142 15.137 661428841509
15.572 15.618 472446820229
13.598 13.604 601295911050
14.857 14.893  42951018889
14.185 14.197 292057862829
13.352 13.463 661428948214
13.751 13.608 274878305650
14.951 14.952 661427538422
10.621 10.453 661428667361
14.711 14.708 386547618874
13.661 13.859 644245134582
15.135 15.240 618476098158
15.775 15.825 206158997513
15.931 16.025 661427715030
15.970 15.979 575526241065
14.577 14.565 549756391467
15.928 15.991 566935704946
14.991 15.061  51539767829
14.092 14.066  94490504171
14.248 14.244 498216539831
15.604 15.837 661427939701
15.489 15.526 661427957058
14.076 14.063 223338482811
16.428 16.507 455267240218
14.581 14.630 403727529570
15.308 15.354 609885982812
14.535 14.544 661427807803
15.218 15.468 601295815643
12.686 12.683 618475644487
15.555 15.672  17181151941
14.758 14.799 661428428483
15.484 15.634 377958188074
15.423 15.558 609885826309
14.517 14.579 661428513694
15.050 15.133 120259475156
15.518 15.598 197569177415
15.360 15.379 300648473745
15.543 15.523 463856613630
14.282 14.275 661428419461
14.772 14.839 506807025310
15.771 15.834 661427569215
14.045 14.042 661425403707
15.693 15.694 661427952735
15.417 15.420  42949980040
14.995 15.039 661427760131
15.191 15.327 558346304479
16.144 16.252 584115667559
15.350 15.534 472447413944
12.493 12.530 472446413078
13.270 13.340  77310857774
13.852 13.860 575526316392
15.259 15.363 541166547516
14.983 14.974 223338812110
14.375 14.636 661427780039
15.567 15.683 481037392252
15.119 15.108 249108924842
13.106 13.083 661428629412
15.249 15.352 274878543256
15.221 15.237 532576937435
14.499 14.579 661428704326
13.637 13.271 558346367338
15.588 15.687 420907230006
14.449 14.480 627066275242
15.532 15.607 163209364924
11.919 11.908 343598371236
12.151 12.290 326418450056
14.358 14.474  34359782295
15.711 15.734 661427673746
13.086 12.996 438086933313
15.511 15.519 661427799770
12.183 12.038 300648808055
14.201 14.221 661427709846
15.342 15.372 257698784942
15.706 15.687 283468511664
15.541 15.535 661428244305
14.212 14.209 661428096626
12.584 12.581 292058424378
16.845 16.846 661428516146
13.895 13.899 463857268241
14.867 14.878 661427730616
15.276 15.264 257699210168
13.070 13.055 566935896567
14.673 14.614 661427967357
16.217 16.237 661428183012
16.148 16.175 661427887432
15.341 15.198 609885998022
15.688 15.727 661427656988
16.139 16.243 661428638435
14.436 14.422 120260473652
15.118 15.287 249109002039
15.267 15.264 532576086433
12.558 12.554  85899664946
16.337 16.443 661425507963
14.479 14.499 661428619116
15.277 15.292 661428373066
15.278 15.443 661427620498
15.412 15.490 558345805401
12.443 12.442 661425516298
13.478 13.475 163209846716
14.516 14.404 266289012853
14.850 14.894  85899503431
14.032 14.032 188979552028
15.990 16.047 335007758684
14.744 14.802 592705852559
12.577 12.586 661428573407
15.731 15.777 326417824789
14.737 14.895 532576442898
14.938 14.930 661427788887
14.627 14.755 274878382820
15.317 15.367 609885425032
10.966 11.055 137440299073
15.142 15.269 592706300241
13.978 14.070 257698799564
14.757 14.749 523986316113
15.029 15.164 412317498271
16.232 16.311 661428032493
15.118 15.083 661427736903
15.324 15.318 661428078593
15.279 15.390 300648259099
13.314 13.314 661428427200
15.427 15.493 266289150626
15.330 15.380 309238385698
15.373 15.386 661428033769
14.625 14.733 627065453636
13.903 13.993 317828567960
13.495 13.650 661427715721
12.245 12.396 309238045702
13.357 13.332 283468161773
15.140 15.187 317828716915
15.004 14.998 481037549368
15.253 15.416  17180372600
15.210 15.598 661427914797
14.792 14.897 661427709848
12.688 12.823 231929595539
16.026 16.092 446676985255
12.988 12.988 420906918257
15.905 15.897 661427715034
15.333 15.441 463856524697
15.572 15.619 661427624912
14.138 14.218 661427940578
12.322 12.377 403728137496
15.014 15.033 661427718182
14.861 14.859 661428232147
15.190 15.263  77309846524
13.827 13.966 481037400299
15.180 15.257 180389496654
10.788 10.783 609886406590
12.788 12.835 661428621953
15.004 15.057  77310480406
13.938 13.932 661428688548
14.788 14.831 661428612931
13.935 13.913 661428630288
13.668 13.657 506806923100
11.517 11.477 335008175967
15.125 14.743 661427805944
15.205 15.350  60130460244
14.892 14.882 197568544589
15.226 15.222 188978572445
13.983 14.178  34360553386
14.746 14.747 661428440922
15.012 15.027 661427538427
15.524 15.510 300649003219
13.460 13.451 300648228996
15.413 15.409 558346789801
13.332 13.326 395138088509
13.641 13.637 206158779133
14.781 14.803 609885524278
14.615 14.689 120259953215
15.130 15.216 592706327711
15.405 15.402 644245667764
15.753 15.751 566935872927
14.433 14.530 300647850519
15.968 15.964 661428177829
15.474 15.469 438086922431
14.682 14.743  68719719850
15.065 15.001 154619790924
15.179 15.309 523986323274
15.158 15.140 515396646535
13.177 13.189 661428880052
15.872 15.851 566936744943
15.810 15.911 369368202718
15.170 15.204 661428394250
14.651 14.476 523986256795
15.351 15.377 412317336859
14.456 14.581 257698946658
13.642 13.640 584116156334
16.563 16.431 661428212241
13.936 13.964 103080280710
14.919 15.001 283468244838
13.637 13.662   8591082396
15.031 15.184 163209073778
16.286 16.364 240518302423
14.264 14.307 661428188714
15.455 15.552 343597676931
15.522 15.558 661427724058
15.061 15.056 652835346367
14.813 14.840 661428745419
15.625 15.639 180389918726
14.770 14.774 438086919009
15.677 15.678 661428780221
 9.786  9.739 661428920851
15.564 15.557 661428708753
14.273 14.384 369367217848
15.037 15.087 360777678548
15.519 15.554 120259996178
15.332 15.333 661427617765
15.594 15.683 549755927906
15.115 15.118 180389516172
14.245 14.240 661427698668
15.804 15.810 541165970675
15.877 15.951 395137552363
14.738 14.905 360778003354
14.659 14.639 627065254573
14.487 14.479 661427825165
12.774 12.785 128849145253
14.188 14.181 661427702289
15.325 15.244 214748541772
14.964 15.015 661428719639
15.868 15.904 661428639714
15.066 15.050 283467930802
14.039 14.044 558346495505
14.453 14.456 420907108134
15.822 15.951 103079793624
15.982 15.947 661428637851
15.872 15.962 326417899123
14.611 14.613 231929089145
13.924 13.951 661428773073
15.907 16.003 661427671888
14.778 14.956 661428941347
13.258 13.232 395138180880
15.972 16.086 292058464196
14.800 14.814 231928612419
15.514 15.532 240519292009
15.461 15.515 438087068196
14.582 14.620 661428836917
15.430 15.443 146029613971
12.780 12.792 661428703743
14.812 14.818 438086729654
14.681 14.669 661427662866
15.471 15.501 661428724238
15.211 15.369 661428741694
15.548 15.550  85899615427
15.711 15.822 352187388020
15.206 15.228 463856851928
15.335 15.337 661428100251
15.665 15.674 661427927548
15.135 15.193 601295526362
11.838 11.813 661428607648
11.860 11.694 214749389574
16.455 16.558 661427681498
15.728 15.727 343597950224
14.482 14.481 661427724747
15.084 15.146 601296237254
14.322 14.419 575526527623
15.411 15.459 403727088875
11.377 11.494 128850248591
13.835 13.835 566936465268
15.049 15.038 257698788683
15.721 15.811 609886355598
15.028 15.098  94490581345
14.665 14.661 661427984120
13.381 13.516  42950772317
17.957 18.085 661428627555
16.473 16.523 661427831728
16.122 16.125 489626859442
13.775 13.919 429497037608
16.603 16.735 661427884987
12.852 12.920 523986668273
15.036 15.036 498216696242
13.137 13.138 661428750707
14.523 14.523 137439398641
14.552 14.615 609885808281
15.880 15.873 661427900768
13.684 13.683 652835630645
14.454 14.440 103080110186
14.139 14.178 455266913853
14.624 14.621  68720178302
14.142 14.470 661427854783
15.483 15.526  51540316804
15.950 15.979 274878491679
15.166 15.294 661427915389
15.228 15.096 661428590180
14.539 14.519 541166126337
18.257 18.220 661427672477
   inf 16.102 661427772996
16.034 14.446 661428345418
14.851 14.854 584115576756
15.078 15.222 489626868465
15.526 15.587 661428657072
15.449 15.436 231928679702
14.240 14.374 489627047455
14.761 14.759 300648818359
17.973 15.080 661428291284
12.921 12.921 395137455682
15.305 15.434 412317591224
15.126 15.119 360778237637
15.850 15.842 446677439916
15.202 15.216 369368210468
14.703 14.690  17180436359
15.175 15.248 343598104022
13.764 13.780 481036579398
15.538 15.681 412318059226
14.945 14.816 661427815558
14.827 14.881 661428603226
13.369 13.365 532576954200
13.590 13.586 661427617768
17.246 17.325 661428067016
16.273 16.248 661428954794
16.426 16.480       346718
15.028 15.151 661428408584
15.432 15.553 661428634018
15.058 15.058 403727678923
14.545 14.557 541166626172
15.791 15.893 120259623530
15.601 15.604 214749120080
